Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE"
Workers,Industry,"Other services, except public administration",15427,"(+/-2,187)",13939,"(+/-1,430)",15723,"(+/-2,089)",15867,"(+/-1,849)",16280,"(+/-2,043)",13816,"(+/-1,565)",17888,"(+/-2,411)",14355,"(+/-1,993)",14746,"(+/-1,633)",16145,"(+/-1,997)",12426,"(+/-1,716)",15528,"(+/-1,857)",17005,"(+/-2,022)",14776,"(+/-1,661)",13825,"(+/-1,709)",16774,"(+/-2,087)"
Workers,Industry,"Public administration",11630,"(+/-1,826)",12713,"(+/-1,908)",14675,"(+/-2,293)",12426,"(+/-1,588)",10234,"(+/-1,187)",11516,"(+/-1,322)",10999,"(+/-1,832)",11226,"(+/-1,806)",13582,"(+/-1,905)",19106,"(+/-2,003)",11209,"(+/-1,594)",17319,"(+/-1,889)",10024,"(+/-1,522)",10921,"(+/-1,637)",17353,"(+/-1,996)",11692,"(+/-1,732)"
Workers,"Class of Worker","Civilian employed population 16 years and over",349212,"(+/-6,368)",342538,"(+/-7,321)",377530,"(+/-8,079)",331707,"(+/-5,714)",358570,"(+/-5,716)",296236,"(+/-4,998)",355488,"(+/-6,786)",343113,"(+/-5,443)",328828,"(+/-7,900)",330534,"(+/-3,969)",297073,"(+/-6,755)",384798,"(+/-7,591)",327699,"(+/-7,444)",356586,"(+/-6,843)",351267,"(+/-8,048)",358563,"(+/-7,768)"
Workers,"Class of Worker","Private wage and salary workers",294132,"(+/-7,105)",285984,"(+/-6,452)",314688,"(+/-8,133)",278915,"(+/-5,319)",296177,"(+/-6,506)",243232,"(+/-5,396)",294269,"(+/-6,201)",288104,"(+/-5,636)",274416,"(+/-7,457)",264178,"(+/-5,023)",247471,"(+/-6,539)",308692,"(+/-7,404)",278936,"(+/-6,898)",299605,"(+/-6,022)",278324,"(+/-7,433)",294458,"(+/-7,420)"
Workers,"Class of Worker","Government workers",38246,"(+/-3,389)",36723,"(+/-3,477)",46117,"(+/-3,648)",36233,"(+/-2,279)",43752,"(+/-3,293)",36649,"(+/-3,056)",37106,"(+/-3,608)",37200,"(+/-2,790)",39276,"(+/-3,158)",48509,"(+/-3,429)",38997,"(+/-3,214)",54347,"(+/-3,282)",33030,"(+/-2,930)",38315,"(+/-3,135)",55401,"(+/-3,631)",41135,"(+/-3,500)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",16531,"(+/-2,230)",19478,"(+/-2,634)",16527,"(+/-2,085)",16045,"(+/-1,845)",18294,"(+/-1,841)",15707,"(+/-1,817)",23495,"(+/-2,696)",17499,"(+/-2,292)",14931,"(+/-1,877)",17489,"(+/-2,114)",10376,"(+/-1,375)",21561,"(+/-2,251)",15528,"(+/-1,947)",18143,"(+/-1,997)",16913,"(+/-2,045)",21879,"(+/-2,698)"
Workers,"Class of Worker","Unpaid family workers",303,(+/-200),353,(+/-239),198,(+/-175),514,(+/-346),347,(+/-230),648,(+/-323),618,(+/-358),310,(+/-303),205,(+/-198),358,(+/-209),229,(+/-176),198,(+/-183),205,(+/-180),523,(+/-280),629,(+/-276),1091,(+/-767)
Housing,"Housing Occupancy","Total housing units",321377,"(+/-3,310)",325486,"(+/-3,305)",336066,"(+/-4,722)",307536,"(+/-2,019)",309000,"(+/-2,521)",320727,"(+/-2,584)",310481,"(+/-3,209)",302189,(+/-880),349542,"(+/-5,091)",334244,"(+/-1,156)",369619,"(+/-4,571)",311791,"(+/-4,050)",338842,"(+/-3,134)",306939,"(+/-3,268)",311559,"(+/-4,661)",301148,"(+/-4,484)"
Housing,"Housing Occupancy","Occupied housing units",286903,"(+/-3,682)",293990,"(+/-4,624)",298494,"(+/-4,850)",277195,"(+/-3,160)",285097,"(+/-3,412)",278729,"(+/-4,007)",284239,"(+/-4,006)",272766,"(+/-3,240)",293232,"(+/-4,660)",299455,"(+/-3,131)",301051,"(+/-4,608)",288067,"(+/-4,385)",298474,"(+/-3,843)",283208,"(+/-3,559)",282495,"(+/-5,221)",283260,"(+/-4,408)"
Housing,"Housing Occupancy","Vacant housing units",34474,"(+/-2,753)",31496,"(+/-3,274)",37572,"(+/-3,259)",30341,"(+/-2,766)",23903,"(+/-2,694)",41998,"(+/-3,202)",26242,"(+/-2,591)",29423,"(+/-3,134)",56310,"(+/-3,134)",34789,"(+/-3,084)",68568,"(+/-3,844)",23724,"(+/-2,653)",40368,"(+/-3,154)",23731,"(+/-2,599)",29064,"(+/-3,425)",17888,"(+/-2,697)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1,(+/-0.4),1.2,(+/-0.4),2.4,(+/-0.9),1.2,(+/-0.4),1.3,(+/-0.4),2.3,(+/-0.6),1.2,(+/-0.5),1.5,(+/-0.5),2.2,(+/-0.7),2.8,(+/-0.7),2.5,(+/-0.7),1.7,(+/-0.6),3.8,(+/-0.8),1.7,(+/-0.5),1.5,(+/-0.6),1.5,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",6.7,(+/-1.5),5.3,(+/-1.4),4.7,(+/-0.9),4.7,(+/-1.2),4.9,(+/-1.4),6.4,(+/-1.8),4.4,(+/-1.4),5.1,(+/-1.6),5.7,(+/-1.1),4.8,(+/-1.0),8.3,(+/-1.2),4.6,(+/-1.4),6.9,(+/-1.6),5.1,(+/-1.4),5.5,(+/-1.5),3.2,(+/-1.3)
Housing,"Housing Tenure","Occupied housing units",286903,"(+/-3,682)",293990,"(+/-4,624)",298494,"(+/-4,850)",277195,"(+/-3,160)",285097,"(+/-3,412)",278729,"(+/-4,007)",284239,"(+/-4,006)",272766,"(+/-3,240)",293232,"(+/-4,660)",299455,"(+/-3,131)",301051,"(+/-4,608)",288067,"(+/-4,385)",298474,"(+/-3,843)",283208,"(+/-3,559)",282495,"(+/-5,221)",283260,"(+/-4,408)"
Housing,"Housing Tenure",Owner-occupied,177183,"(+/-3,624)",190262,"(+/-4,382)",133707,"(+/-4,229)",192953,"(+/-3,464)",207771,"(+/-3,822)",204468,"(+/-3,602)",204944,"(+/-4,063)",188999,"(+/-3,753)",169655,"(+/-3,584)",185290,"(+/-3,502)",145091,"(+/-3,813)",202879,"(+/-4,165)",190107,"(+/-4,396)",215430,"(+/-3,952)",191588,"(+/-4,627)",212766,"(+/-4,247)"
Housing,"Housing Tenure",Renter-occupied,109720,"(+/-4,474)",103728,"(+/-4,457)",164787,"(+/-5,059)",84242,"(+/-3,445)",77326,"(+/-3,590)",74261,"(+/-3,498)",79295,"(+/-3,672)",83767,"(+/-3,695)",123577,"(+/-4,605)",114165,"(+/-3,925)",155960,"(+/-4,404)",85188,"(+/-4,129)",108367,"(+/-3,916)",67778,"(+/-3,749)",90907,"(+/-4,404)",70494,"(+/-3,584)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.63,(+/-0.04),2.6,(+/-0.04),2.53,(+/-0.06),2.56,(+/-0.04),2.56,(+/-0.03),2.47,(+/-0.04),2.63,(+/-0.04),2.64,(+/-0.05),2.42,(+/-0.04),2.41,(+/-0.03),2.37,(+/-0.06),2.7,(+/-0.04),2.4,(+/-0.04),2.6,(+/-0.04),2.65,(+/-0.05),2.59,(+/-0.04)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.21,(+/-0.07),2.17,(+/-0.08),2.47,(+/-0.05),2.27,(+/-0.06),2.2,(+/-0.06),2.31,(+/-0.08),2.41,(+/-0.08),2.53,(+/-0.08),2.31,(+/-0.06),2.15,(+/-0.06),2.16,(+/-0.05),2.33,(+/-0.08),2.16,(+/-0.07),2.14,(+/-0.08),2.3,(+/-0.07),2.03,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units",286903,"(+/-3,682)",293990,"(+/-4,624)",298494,"(+/-4,850)",277195,"(+/-3,160)",285097,"(+/-3,412)",278729,"(+/-4,007)",284239,"(+/-4,006)",272766,"(+/-3,240)",293232,"(+/-4,660)",299455,"(+/-3,131)",301051,"(+/-4,608)",288067,"(+/-4,385)",298474,"(+/-3,843)",283208,"(+/-3,559)",282495,"(+/-5,221)",283260,"(+/-4,408)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",23672,"(+/-2,810)",21551,"(+/-2,393)",32947,"(+/-3,033)",15617,"(+/-1,773)",20164,"(+/-2,043)",15917,"(+/-2,061)",16655,"(+/-2,364)",22345,"(+/-2,530)",23942,"(+/-2,145)",25726,"(+/-2,806)",24411,"(+/-2,143)",19019,"(+/-1,958)",15897,"(+/-1,998)",13200,"(+/-1,842)",17946,"(+/-2,141)",17194,"(+/-1,894)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",104117,"(+/-4,394)",102531,"(+/-4,404)",135096,"(+/-5,281)",88289,"(+/-3,607)",85977,"(+/-3,720)",73238,"(+/-4,092)",81584,"(+/-3,985)",84510,"(+/-4,078)",102291,"(+/-4,282)",106712,"(+/-4,688)",115147,"(+/-4,011)",105312,"(+/-4,805)",99796,"(+/-3,930)",80941,"(+/-4,306)",97424,"(+/-4,679)",77850,"(+/-3,229)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",81676,"(+/-3,672)",81507,"(+/-3,458)",71938,"(+/-3,561)",73561,"(+/-3,518)",80051,"(+/-3,385)",75375,"(+/-3,189)",83750,"(+/-3,666)",76594,"(+/-3,386)",73314,"(+/-3,379)",77154,"(+/-3,751)",71325,"(+/-3,488)",84110,"(+/-3,482)",82944,"(+/-4,297)",79434,"(+/-4,132)",80644,"(+/-3,340)",80997,"(+/-3,207)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37110,"(+/-2,713)",42483,"(+/-2,681)",29134,"(+/-2,601)",43756,"(+/-2,167)",44136,"(+/-2,522)",48774,"(+/-2,980)",44190,"(+/-2,546)",42567,"(+/-2,705)",40750,"(+/-2,691)",40927,"(+/-2,666)",34299,"(+/-2,398)",40957,"(+/-2,669)",38841,"(+/-2,593)",51357,"(+/-2,937)",44566,"(+/-2,801)",47070,"(+/-2,822)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",18023,"(+/-1,788)",21563,"(+/-1,693)",12476,"(+/-1,405)",23969,"(+/-1,825)",23562,"(+/-1,706)",24146,"(+/-1,710)",23224,"(+/-1,673)",18799,"(+/-1,613)",21365,"(+/-1,776)",19873,"(+/-1,806)",22121,"(+/-2,165)",18642,"(+/-1,804)",20726,"(+/-1,871)",26109,"(+/-1,912)",21028,"(+/-1,986)",25501,"(+/-1,844)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",22305,"(+/-1,593)",24355,"(+/-1,777)",16903,"(+/-1,584)",32003,"(+/-2,139)",31207,"(+/-1,742)",41279,"(+/-2,325)",34836,"(+/-2,121)",27951,"(+/-1,803)",31570,"(+/-1,920)",29063,"(+/-1,879)",33748,"(+/-1,980)",20027,"(+/-1,663)",40270,"(+/-2,154)",32167,"(+/-1,890)",20887,"(+/-1,624)",34648,"(+/-2,431)"
Housing,Value,"Owner-occupied units",177183,"(+/-3,624)",190262,"(+/-4,382)",133707,"(+/-4,229)",192953,"(+/-3,464)",207771,"(+/-3,822)",204468,"(+/-3,602)",204944,"(+/-4,063)",188999,"(+/-3,753)",169655,"(+/-3,584)",185290,"(+/-3,502)",145091,"(+/-3,813)",202879,"(+/-4,165)",190107,"(+/-4,396)",215430,"(+/-3,952)",191588,"(+/-4,627)",212766,"(+/-4,247)"
Housing,Value,"Less than $50,000",8095,"(+/-1,174)",15227,"(+/-1,744)",10049,"(+/-1,293)",18071,"(+/-1,610)",18927,"(+/-1,719)",29955,"(+/-2,604)",17744,"(+/-1,844)",14902,"(+/-1,670)",26229,"(+/-1,873)",17872,"(+/-1,766)",25674,"(+/-1,976)",9794,"(+/-1,496)",29323,"(+/-2,276)",9585,"(+/-1,417)",14970,"(+/-1,703)",7961,"(+/-1,141)"
Housing,Value,"$50,000 to $99,999",33660,"(+/-2,873)",41520,"(+/-2,887)",42607,"(+/-3,373)",55896,"(+/-2,726)",49870,"(+/-2,424)",63822,"(+/-3,016)",47489,"(+/-2,854)",45898,"(+/-2,528)",62836,"(+/-2,781)",53568,"(+/-2,780)",54255,"(+/-2,656)",24224,"(+/-2,050)",67776,"(+/-3,317)",27325,"(+/-2,067)",30187,"(+/-2,195)",25937,"(+/-1,783)"
Housing,Value,"$100,000 to $149,999",43467,"(+/-3,101)",39076,"(+/-2,606)",39102,"(+/-2,732)",46737,"(+/-2,571)",49612,"(+/-2,671)",43109,"(+/-2,620)",50396,"(+/-2,531)",39080,"(+/-2,228)",39225,"(+/-2,229)",43351,"(+/-2,902)",20824,"(+/-1,791)",30957,"(+/-2,929)",45124,"(+/-2,464)",47051,"(+/-2,710)",40774,"(+/-2,805)",58279,"(+/-3,191)"
Housing,Value,"$150,000 to $199,999",26719,"(+/-2,290)",33059,"(+/-2,283)",21111,"(+/-2,101)",33592,"(+/-2,089)",39643,"(+/-2,473)",31488,"(+/-2,604)",38824,"(+/-2,452)",34830,"(+/-2,264)",18234,"(+/-1,433)",31447,"(+/-2,457)",16277,"(+/-1,738)",40906,"(+/-2,455)",25141,"(+/-2,005)",42445,"(+/-2,795)",39151,"(+/-2,875)",51545,"(+/-2,814)"
Housing,Value,"$200,000 to $299,999",31209,"(+/-2,396)",30834,"(+/-2,280)",13020,"(+/-1,607)",25108,"(+/-2,035)",35602,"(+/-2,210)",22420,"(+/-1,848)",30608,"(+/-2,268)",34863,"(+/-2,382)",12471,"(+/-1,365)",24210,"(+/-1,881)",13272,"(+/-1,531)",47964,"(+/-2,645)",14879,"(+/-1,582)",52202,"(+/-3,175)",40673,"(+/-3,099)",43471,"(+/-2,885)"
Housing,Value,"$300,000 to $499,999",24842,"(+/-2,130)",21427,"(+/-2,067)",5160,"(+/-1,218)",10024,"(+/-1,442)",11190,"(+/-1,374)",9540,"(+/-1,277)",15505,"(+/-1,647)",14882,"(+/-1,829)",7576,"(+/-1,107)",11770,"(+/-1,294)",9289,"(+/-1,089)",36734,"(+/-2,040)",5921,(+/-935),27754,"(+/-1,822)",19246,"(+/-1,578)",19889,"(+/-1,939)"
Housing,Value,"$500,000 to $999,999",7722,"(+/-1,270)",8156,"(+/-1,088)",2296,(+/-561),2692,(+/-607),2270,(+/-581),3590,(+/-763),3371,(+/-892),3566,(+/-814),2283,(+/-506),2500,(+/-612),4450,(+/-904),10974,"(+/-1,379)",1564,(+/-488),7423,"(+/-1,083)",5364,(+/-889),4669,"(+/-1,024)"
Housing,Value,"$1,000,000 or more",1469,(+/-631),963,(+/-389),362,(+/-219),833,(+/-347),657,(+/-391),544,(+/-293),1007,(+/-467),978,(+/-379),801,(+/-285),572,(+/-308),1050,(+/-384),1326,(+/-589),379,(+/-228),1645,(+/-596),1223,(+/-442),1015,(+/-410)
Housing,Value,"Median (dollars)",155100,"(+/-4,368)",149100,"(+/-3,699)",117500,"(+/-3,230)",122800,"(+/-2,770)",133200,"(+/-3,048)",108100,"(+/-2,684)",135700,"(+/-2,875)",142800,"(+/-3,310)",96900,"(+/-1,709)",122000,"(+/-2,645)",90800,"(+/-2,202)",193200,"(+/-3,916)",98100,"(+/-2,632)",173700,"(+/-3,547)",161300,"(+/-3,018)",161000,"(+/-1,854)"
Housing,"Mortgage Status","Owner-occupied units",177183,"(+/-3,624)",190262,"(+/-4,382)",133707,"(+/-4,229)",192953,"(+/-3,464)",207771,"(+/-3,822)",204468,"(+/-3,602)",204944,"(+/-4,063)",188999,"(+/-3,753)",169655,"(+/-3,584)",185290,"(+/-3,502)",145091,"(+/-3,813)",202879,"(+/-4,165)",190107,"(+/-4,396)",215430,"(+/-3,952)",191588,"(+/-4,627)",212766,"(+/-4,247)"
Housing,"Mortgage Status","Housing units with a mortgage",125920,"(+/-3,921)",123241,"(+/-4,045)",97947,"(+/-3,865)",118965,"(+/-3,573)",130413,"(+/-3,510)",106419,"(+/-3,427)",125575,"(+/-3,949)",122093,"(+/-3,916)",105572,"(+/-3,507)",122006,"(+/-3,721)",88640,"(+/-3,189)",141250,"(+/-3,919)",112258,"(+/-4,127)",138579,"(+/-4,223)",126844,"(+/-4,332)",133080,"(+/-3,433)"
Housing,"Mortgage Status","Housing units without a mortgage",51263,"(+/-2,748)",67021,"(+/-3,187)",35760,"(+/-2,483)",73988,"(+/-2,640)",77358,"(+/-3,431)",98049,"(+/-3,421)",79369,"(+/-3,070)",66906,"(+/-2,628)",64083,"(+/-3,164)",63284,"(+/-2,607)",56451,"(+/-2,450)",61629,"(+/-3,146)",77849,"(+/-3,196)",76851,"(+/-3,147)",64744,"(+/-3,253)",79686,"(+/-3,368)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",125920,"(+/-3,921)",123241,"(+/-4,045)",97947,"(+/-3,865)",118965,"(+/-3,573)",130413,"(+/-3,510)",106419,"(+/-3,427)",125575,"(+/-3,949)",122093,"(+/-3,916)",105572,"(+/-3,507)",122006,"(+/-3,721)",88640,"(+/-3,189)",141250,"(+/-3,919)",112258,"(+/-4,127)",138579,"(+/-4,223)",126844,"(+/-4,332)",133080,"(+/-3,433)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",826,(+/-334),1221,(+/-468),1549,(+/-515),3781,(+/-737),2692,(+/-651),4140,(+/-767),3681,(+/-852),2871,(+/-585),3014,(+/-608),2252,(+/-705),2363,(+/-586),1237,(+/-403),4667,(+/-892),2336,(+/-661),1907,(+/-595),1929,(+/-518)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",26277,"(+/-2,406)",30753,"(+/-2,683)",26723,"(+/-2,300)",43957,"(+/-2,874)",41441,"(+/-2,297)",49493,"(+/-2,803)",43790,"(+/-2,499)",37070,"(+/-2,312)",39168,"(+/-2,337)",38540,"(+/-2,725)",29579,"(+/-2,274)",23994,"(+/-2,089)",49953,"(+/-2,847)",29662,"(+/-2,133)",30346,"(+/-2,245)",31956,"(+/-2,179)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",44347,"(+/-2,785)",42691,"(+/-2,852)",44928,"(+/-3,045)",44539,"(+/-2,507)",48824,"(+/-2,728)",33379,"(+/-2,234)",44043,"(+/-2,859)",42580,"(+/-2,215)",41331,"(+/-2,657)",43455,"(+/-2,640)",29063,"(+/-2,179)",38664,"(+/-2,628)",39722,"(+/-2,571)",46294,"(+/-2,780)",44526,"(+/-3,088)",50496,"(+/-2,827)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",26622,"(+/-2,222)",25315,"(+/-1,937)",15304,"(+/-1,738)",16719,"(+/-1,735)",23624,"(+/-1,889)",13407,"(+/-1,441)",22482,"(+/-1,961)",24496,"(+/-1,953)",12996,"(+/-1,338)",21545,"(+/-2,033)",14443,"(+/-1,665)",35650,"(+/-2,497)",10799,"(+/-1,252)",31435,"(+/-2,385)",28357,"(+/-2,456)",27894,"(+/-2,105)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",12193,"(+/-1,517)",10470,"(+/-1,295)",4975,(+/-901),5981,"(+/-1,012)",7409,"(+/-1,256)",3360,(+/-743),6330,"(+/-1,110)",9199,"(+/-1,338)",4523,(+/-980),9024,"(+/-1,345)",5783,(+/-946),19163,"(+/-1,935)",4906,(+/-977),14187,"(+/-1,767)",12373,"(+/-1,580)",11376,"(+/-1,659)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",6499,"(+/-1,231)",6276,"(+/-1,134)",2779,(+/-786),2238,(+/-765),3891,(+/-895),1107,(+/-494),2884,(+/-810),3113,(+/-722),2619,(+/-620),3407,(+/-902),3018,(+/-619),10110,"(+/-1,364)",1165,(+/-516),7281,"(+/-1,110)",5173,(+/-977),4673,(+/-872)
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",9156,"(+/-1,681)",6515,"(+/-1,005)",1689,(+/-469),1750,(+/-550),2532,(+/-641),1533,(+/-564),2365,(+/-689),2764,(+/-862),1921,(+/-513),3783,(+/-908),4391,(+/-792),12432,"(+/-1,839)",1046,(+/-424),7384,"(+/-1,056)",4162,(+/-818),4756,(+/-934)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1391,(+/-28),1323,(+/-29),1210,(+/-20),1115,(+/-21),1196,(+/-20),996,(+/-23),1152,(+/-21),1218,(+/-18),1105,(+/-18),1206,(+/-25),1183,(+/-26),1585,(+/-34),1015,(+/-20),1396,(+/-25),1346,(+/-25),1320,(+/-21)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",51263,"(+/-2,748)",67021,"(+/-3,187)",35760,"(+/-2,483)",73988,"(+/-2,640)",77358,"(+/-3,431)",98049,"(+/-3,421)",79369,"(+/-3,070)",66906,"(+/-2,628)",64083,"(+/-3,164)",63284,"(+/-2,607)",56451,"(+/-2,450)",61629,"(+/-3,146)",77849,"(+/-3,196)",76851,"(+/-3,147)",64744,"(+/-3,253)",79686,"(+/-3,368)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",1323,(+/-420),7023,"(+/-1,233)",2637,(+/-625),7673,(+/-875),7342,"(+/-1,043)",15060,"(+/-1,789)",8846,"(+/-1,238)",7725,"(+/-1,275)",7363,"(+/-1,284)",5553,"(+/-1,047)",7001,(+/-918),4617,(+/-862),10594,"(+/-1,313)",5105,(+/-946),6473,(+/-940),4134,(+/-913)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",10424,"(+/-1,356)",16220,"(+/-1,556)",10237,"(+/-1,295)",26069,"(+/-1,868)",23114,"(+/-1,903)",36723,"(+/-2,505)",29203,"(+/-2,154)",19771,"(+/-1,766)",22430,"(+/-1,711)",16831,"(+/-1,584)",16616,"(+/-1,518)",11602,"(+/-1,576)",26254,"(+/-2,044)",16440,"(+/-1,591)",16789,"(+/-1,552)",15847,"(+/-1,521)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",20134,"(+/-1,808)",25114,"(+/-2,177)",14631,"(+/-1,984)",26980,"(+/-1,979)",28459,"(+/-2,031)",31715,"(+/-1,957)",26949,"(+/-2,000)",25382,"(+/-1,814)",21976,"(+/-1,907)",22523,"(+/-1,654)",17471,"(+/-1,520)",20016,"(+/-1,912)",27561,"(+/-2,043)",27934,"(+/-2,273)",21899,"(+/-2,262)",32277,"(+/-2,186)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",10530,"(+/-1,465)",10455,"(+/-1,283)",5528,"(+/-1,044)",9795,"(+/-1,155)",12402,"(+/-1,480)",10222,"(+/-1,337)",9928,"(+/-1,451)",8795,"(+/-1,155)",7896,(+/-846),11657,"(+/-1,255)",7490,"(+/-1,141)",13845,"(+/-1,680)",9682,"(+/-1,511)",16106,"(+/-1,889)",10303,"(+/-1,350)",17459,"(+/-1,578)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",5665,(+/-990),3806,(+/-683),1184,(+/-457),2033,(+/-544),3327,(+/-820),1988,(+/-595),3272,(+/-749),3008,(+/-722),2707,(+/-743),3994,(+/-851),3478,(+/-700),4538,(+/-882),1753,(+/-545),5491,"(+/-1,344)",5223,"(+/-1,067)",5673,"(+/-1,160)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",3187,(+/-695),4403,(+/-956),1543,(+/-452),1438,(+/-484),2714,(+/-734),2341,(+/-720),1171,(+/-442),2225,(+/-556),1711,(+/-503),2726,(+/-710),4395,(+/-660),7011,"(+/-1,074)",2005,(+/-537),5775,(+/-966),4057,(+/-900),4296,(+/-705)
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",529,(+/-16),466,(+/-10),470,(+/-18),420,(+/-10),451,(+/-10),388,(+/-9),411,(+/-11),442,(+/-11),416,(+/-10),478,(+/-13),448,(+/-13),546,(+/-15),412,(+/-11),515,(+/-13),473,(+/-12),520,(+/-11)
Housing,"Gross Rent","Occupied units paying rent",106330,"(+/-4,350)",97960,"(+/-4,494)",161953,"(+/-4,991)",79372,"(+/-3,314)",72967,"(+/-3,426)",65390,"(+/-3,354)",73666,"(+/-3,788)",78914,"(+/-3,760)",116784,"(+/-4,492)",109634,"(+/-3,997)",148331,"(+/-4,302)",81216,"(+/-4,020)",102949,"(+/-3,713)",64036,"(+/-3,528)",85851,"(+/-4,443)",67360,"(+/-3,439)"
Housing,"Gross Rent","Less than $500",21962,"(+/-2,141)",15017,"(+/-1,731)",16553,"(+/-1,838)",14662,"(+/-1,856)",11666,"(+/-1,724)",17794,"(+/-1,738)",17477,"(+/-2,005)",10629,"(+/-1,626)",22503,"(+/-2,364)",18005,"(+/-2,094)",33591,"(+/-2,221)",9506,"(+/-1,389)",20035,"(+/-1,866)",6950,"(+/-1,158)",10040,"(+/-1,337)",6203,"(+/-1,128)"
Housing,"Gross Rent","$500 to $999",56849,"(+/-3,019)",58982,"(+/-3,904)",100636,"(+/-4,547)",54735,"(+/-3,080)",48435,"(+/-2,752)",39412,"(+/-2,653)",46426,"(+/-3,094)",52912,"(+/-3,182)",76083,"(+/-3,588)",68656,"(+/-3,559)",87022,"(+/-3,633)",41296,"(+/-3,317)",68343,"(+/-3,066)",35798,"(+/-2,798)",47847,"(+/-3,107)",43815,"(+/-2,414)"
Housing,"Gross Rent","$1,000 to $1,499",21169,"(+/-2,601)",18781,"(+/-2,104)",36882,"(+/-3,194)",8381,"(+/-1,328)",10682,"(+/-1,545)",7207,"(+/-1,308)",7376,"(+/-1,711)",12379,"(+/-1,695)",15669,"(+/-1,967)",18832,"(+/-2,345)",22468,"(+/-2,036)",22657,"(+/-2,328)",12526,"(+/-1,850)",17272,"(+/-2,100)",22975,"(+/-2,652)",14059,"(+/-1,720)"
Housing,"Gross Rent","$1,500 to $1,999",4112,"(+/-1,004)",3479,(+/-924),6312,"(+/-1,399)",1159,(+/-492),1509,(+/-686),536,(+/-368),1492,(+/-766),1738,(+/-586),1634,(+/-694),2537,(+/-656),4025,(+/-931),4528,"(+/-1,055)",1358,(+/-566),2950,"(+/-1,008)",4027,(+/-983),1711,(+/-748)
Housing,"Gross Rent","$2,000 to $2,499",1228,(+/-547),526,(+/-306),1153,(+/-485),281,(+/-183),180,(+/-177),241,(+/-263),685,(+/-405),787,(+/-478),491,(+/-354),969,(+/-426),993,(+/-335),1846,(+/-751),584,(+/-426),603,(+/-424),703,(+/-329),847,(+/-536)
Housing,"Gross Rent","$2,500 to $2,999",169,(+/-107),211,(+/-183),93,(+/-111),15,(+/-24),62,(+/-105),0,(+/-187),0,(+/-187),373,(+/-413),321,(+/-213),110,(+/-133),99,(+/-129),828,(+/-495),0,(+/-187),118,(+/-128),135,(+/-146),195,(+/-137)
Housing,"Gross Rent","$3,000 or more",841,(+/-609),964,(+/-454),324,(+/-269),139,(+/-95),433,(+/-282),200,(+/-133),210,(+/-142),96,(+/-122),83,(+/-136),525,(+/-370),133,(+/-101),555,(+/-406),103,(+/-137),345,(+/-197),124,(+/-146),530,(+/-274)
Housing,"Gross Rent","Median (dollars)",725,(+/-18),746,(+/-18),831,(+/-13),668,(+/-17),712,(+/-16),634,(+/-16),695,(+/-16),758,(+/-13),694,(+/-12),749,(+/-17),711,(+/-12),898,(+/-25),683,(+/-19),850,(+/-25),858,(+/-20),786,(+/-22)
