Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE","District 28 Value","District 28 MOE","District 29 Value","District 29 MOE","District 30 Value","District 30 MOE","District 31 Value","District 31 MOE","District 32 Value","District 32 MOE","District 33 Value","District 33 MOE","District 34 Value","District 34 MOE","District 35 Value","District 35 MOE","District 36 Value","District 36 MOE","District 37 Value","District 37 MOE","District 38 Value","District 38 MOE","District 39 Value","District 39 MOE","District 40 Value","District 40 MOE","District 41 Value","District 41 MOE","District 42 Value","District 42 MOE","District 43 Value","District 43 MOE","District 44 Value","District 44 MOE","District 45 Value","District 45 MOE","District 46 Value","District 46 MOE","District 47 Value","District 47 MOE","District 48 Value","District 48 MOE","District 49 Value","District 49 MOE","District 50 Value","District 50 MOE","District 51 Value","District 51 MOE","District 52 Value","District 52 MOE","District 53 Value","District 53 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",45,(+/-6.1),23.9,(+/-5.4),37.6,(+/-5.3),27.6,(+/-8.3),26.7,(+/-4.7),40.4,(+/-4.9),31.6,(+/-4.9),46.9,(+/-6.5),40.3,(+/-5.3),44.6,(+/-5.2),37.4,(+/-6.0),29.7,(+/-6.3),38.6,(+/-5.7),22.3,(+/-6.5),18.7,(+/-5.7),62.2,(+/-4.5),19.5,(+/-7.3),20.7,(+/-5.3),28.2,(+/-5.5),35.9,(+/-5.2),62.5,(+/-5.7),45.8,(+/-5.5),40.6,(+/-6.9),33.4,(+/-6.7),38.6,(+/-5.1),26,(+/-5.5),29.9,(+/-6.7),25.6,(+/-6.7),37.6,(+/-5.1),24.1,(+/-5.9),37.8,(+/-5.0),26.7,(+/-5.8),18.4,(+/-7.1),46.9,(+/-4.6),39.5,(+/-4.9),43.7,(+/-5.6),44.5,(+/-5.4),24.9,(+/-5.2),25.2,(+/-6.5),45.4,(+/-4.9),40.5,(+/-5.4),31.7,(+/-7.6),35.9,(+/-4.6),46.8,(+/-4.5),30.6,(+/-7.4),39.2,(+/-5.4),37.1,(+/-5.1),17.3,(+/-5.5),29,(+/-7.5),34.1,(+/-6.2),46.9,(+/-5.2),19.6,(+/-7.6),33.1,(+/-7.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",57.3,(+/-14.4),24.7,(+/-11.5),41.4,(+/-14.7),33.6,(+/-24.4),40.1,(+/-18.0),46.6,(+/-12.2),32.7,(+/-14.5),66,(+/-15.0),38.8,(+/-13.5),42.8,(+/-14.5),32.1,(+/-13.2),22.3,(+/-19.9),38.9,(+/-13.8),38.1,(+/-19.3),35.1,(+/-26.7),64.2,(+/-11.5),4.7,(+/-7.8),20.4,(+/-13.3),19.6,(+/-13.2),35,(+/-14.9),52.3,(+/-15.7),53.1,(+/-14.3),34.5,(+/-19.3),53.5,(+/-20.7),37,(+/-12.4),27.2,(+/-15.5),12.3,(+/-13.1),20.9,(+/-16.3),44.7,(+/-14.0),14.3,(+/-11.3),29.9,(+/-11.2),25.1,(+/-13.5),21.6,(+/-17.2),48.1,(+/-11.4),32.8,(+/-15.1),56.8,(+/-15.4),40,(+/-10.7),26.7,(+/-13.5),59.1,(+/-22.8),53.9,(+/-14.6),40.1,(+/-13.8),41,(+/-17.1),34.7,(+/-13.5),39.3,(+/-12.2),38.9,(+/-25.1),34.8,(+/-14.3),29.1,(+/-11.4),1.4,(+/-2.4),43.9,(+/-22.0),23.2,(+/-15.6),36,(+/-14.0),14.7,(+/-12.9),46.7,(+/-16.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",19.3,(+/-1.3),12.5,(+/-0.9),17.2,(+/-1.2),9.5,(+/-0.9),11.7,(+/-0.9),20.8,(+/-1.4),12.6,(+/-1.0),21.8,(+/-1.6),16.5,(+/-1.4),17.6,(+/-1.6),11.3,(+/-1.1),11.9,(+/-0.9),16.5,(+/-1.2),9.5,(+/-0.8),7.3,(+/-0.9),30.8,(+/-1.9),6.8,(+/-0.8),7.1,(+/-0.7),9.8,(+/-1.0),15.3,(+/-1.4),30.2,(+/-1.9),19.9,(+/-1.5),17.7,(+/-1.6),15.5,(+/-1.1),12.3,(+/-0.9),10.2,(+/-1.0),13,(+/-1.4),13.9,(+/-0.9),21.1,(+/-1.3),10.6,(+/-1.0),19.5,(+/-1.5),13,(+/-1.3),9,(+/-0.8),26.6,(+/-1.5),17.5,(+/-1.4),20.7,(+/-1.5),19.5,(+/-1.3),11,(+/-1.3),9.5,(+/-1.3),23.9,(+/-1.6),17.4,(+/-1.8),11.9,(+/-1.5),20.7,(+/-1.5),21.1,(+/-1.6),10.4,(+/-1.3),18.3,(+/-1.4),17.1,(+/-1.4),10.6,(+/-1.1),9.9,(+/-1.2),12.1,(+/-1.3),24.7,(+/-1.6),9.9,(+/-1.0),12.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",23.4,(+/-2.9),13.5,(+/-1.7),22.8,(+/-2.4),10.5,(+/-2.0),14.6,(+/-2.3),28.1,(+/-3.1),16.5,(+/-2.3),30.5,(+/-3.7),22.2,(+/-2.6),25,(+/-3.1),14.9,(+/-2.5),11.1,(+/-2.5),21.1,(+/-3.1),10.6,(+/-2.2),8.8,(+/-1.9),43.5,(+/-3.1),5.5,(+/-1.4),6.9,(+/-1.7),11.4,(+/-2.0),21.3,(+/-2.8),42.2,(+/-3.1),27.2,(+/-3.0),25.6,(+/-3.2),18.8,(+/-2.7),15.9,(+/-1.8),14.8,(+/-2.2),16.7,(+/-2.7),14.4,(+/-2.2),31.4,(+/-2.6),11.7,(+/-2.1),29.4,(+/-2.9),18.9,(+/-2.5),5.5,(+/-1.4),39,(+/-3.1),24,(+/-2.6),30.6,(+/-3.1),26.1,(+/-2.6),15.1,(+/-2.6),13.3,(+/-2.9),33.7,(+/-2.7),25.9,(+/-3.6),15,(+/-2.8),30.2,(+/-2.9),32.1,(+/-3.0),11.6,(+/-2.6),26.1,(+/-2.8),24.6,(+/-2.8),11.3,(+/-2.3),13.2,(+/-2.8),15.1,(+/-2.5),34.2,(+/-2.8),6,(+/-1.6),15.6,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",22.7,(+/-2.8),13.1,(+/-1.7),22.2,(+/-2.4),10.1,(+/-2.0),14.1,(+/-2.3),27.9,(+/-3.2),16,(+/-2.3),30.1,(+/-3.7),21.9,(+/-2.6),24.6,(+/-3.1),14.3,(+/-2.5),10.8,(+/-2.5),20.7,(+/-3.2),10.1,(+/-2.2),8.6,(+/-1.9),43.3,(+/-3.1),5.2,(+/-1.4),6.4,(+/-1.6),10.7,(+/-1.9),20.9,(+/-2.8),42,(+/-3.1),26.9,(+/-3.0),25.3,(+/-3.2),18.5,(+/-2.7),15.4,(+/-1.8),14.5,(+/-2.2),16.5,(+/-2.7),14,(+/-2.2),31,(+/-2.6),11.3,(+/-2.1),29.2,(+/-2.9),18.6,(+/-2.4),5.2,(+/-1.4),38.8,(+/-3.1),23.8,(+/-2.6),30.2,(+/-3.1),25.9,(+/-2.6),14.7,(+/-2.6),13.2,(+/-2.9),33.4,(+/-2.7),25.6,(+/-3.6),14.3,(+/-2.8),29.9,(+/-2.9),32,(+/-3.0),11.5,(+/-2.6),25.8,(+/-2.7),24.4,(+/-2.8),11,(+/-2.3),12.9,(+/-2.8),14.7,(+/-2.5),34,(+/-2.9),5.9,(+/-1.7),15.4,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",25.1,(+/-4.0),14.2,(+/-3.2),26.3,(+/-3.8),9.7,(+/-3.1),15.5,(+/-3.9),29.8,(+/-4.4),15.3,(+/-2.9),35.3,(+/-5.9),23.8,(+/-3.7),26.8,(+/-4.1),15.5,(+/-3.9),6.7,(+/-3.1),19.7,(+/-4.9),10,(+/-3.5),10,(+/-3.0),46.8,(+/-5.0),5,(+/-2.0),5.7,(+/-2.0),9.9,(+/-2.9),24,(+/-3.9),43.9,(+/-4.3),33.2,(+/-4.3),30.4,(+/-4.6),19.8,(+/-4.7),17.7,(+/-3.2),15.3,(+/-3.4),15.8,(+/-4.2),14.9,(+/-3.8),32.9,(+/-3.8),12.4,(+/-3.9),29.2,(+/-4.2),18.9,(+/-3.9),4.8,(+/-2.5),41.6,(+/-4.8),23.6,(+/-4.0),31.8,(+/-4.1),25.8,(+/-4.1),15.1,(+/-3.9),20,(+/-5.4),35.2,(+/-4.1),26,(+/-4.9),16.7,(+/-4.8),29.7,(+/-4.3),34.2,(+/-4.3),14,(+/-5.7),26.6,(+/-3.7),22.9,(+/-4.4),6.6,(+/-2.5),14.4,(+/-4.5),15.6,(+/-4.3),34.2,(+/-4.0),7,(+/-3.3),15.5,(+/-4.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",21.8,(+/-3.1),12.8,(+/-1.7),20.8,(+/-2.6),10.2,(+/-2.2),13.5,(+/-2.7),27.1,(+/-3.4),16.2,(+/-2.6),28.1,(+/-3.8),21.3,(+/-2.7),23.9,(+/-3.3),13.9,(+/-2.5),13.1,(+/-3.1),21.1,(+/-3.3),10.1,(+/-2.4),8.1,(+/-2.0),41.9,(+/-3.0),5.2,(+/-1.4),6.6,(+/-1.8),11.1,(+/-2.0),19.6,(+/-2.9),41.3,(+/-3.4),24.4,(+/-3.1),23.5,(+/-3.3),17.9,(+/-2.8),14.5,(+/-2.0),14.3,(+/-2.3),16.8,(+/-3.2),13.6,(+/-2.6),30.3,(+/-2.9),10.9,(+/-2.1),29.2,(+/-3.3),18.5,(+/-2.7),5.3,(+/-1.6),37.7,(+/-3.2),23.8,(+/-2.7),29.7,(+/-3.6),25.9,(+/-3.2),14.6,(+/-2.8),10.8,(+/-2.4),32.7,(+/-3.0),25.5,(+/-3.7),13.4,(+/-2.7),30,(+/-2.9),31.1,(+/-3.3),10.5,(+/-3.1),25.5,(+/-3.0),25,(+/-2.9),12.4,(+/-2.7),12.3,(+/-2.8),14.3,(+/-2.7),34,(+/-3.2),5.4,(+/-1.6),15.4,(+/-3.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",18.2,(+/-1.2),12.2,(+/-0.8),15.4,(+/-1.1),9.3,(+/-0.9),10.9,(+/-0.7),18.4,(+/-1.1),11.5,(+/-0.8),18.6,(+/-1.2),14.3,(+/-1.2),14.9,(+/-1.3),10.2,(+/-1.0),12,(+/-0.9),15.4,(+/-1.0),9.2,(+/-0.7),6.8,(+/-0.7),25,(+/-1.5),7.1,(+/-0.9),7.1,(+/-0.6),9.3,(+/-0.8),13.3,(+/-1.2),24.4,(+/-1.6),17.2,(+/-1.3),14.5,(+/-1.2),14.5,(+/-0.9),11,(+/-0.8),8.8,(+/-0.9),12.1,(+/-1.2),13.8,(+/-0.9),17.9,(+/-1.2),10.4,(+/-0.9),15.9,(+/-1.2),11.3,(+/-1.1),9.8,(+/-0.9),23.1,(+/-1.2),14.9,(+/-1.2),17.6,(+/-1.2),17.9,(+/-1.1),9.8,(+/-1.0),8.4,(+/-1.0),20,(+/-1.4),14.3,(+/-1.3),10.8,(+/-1.2),17.7,(+/-1.2),17,(+/-1.4),10.1,(+/-1.2),15.5,(+/-1.1),14.9,(+/-1.2),10.4,(+/-1.0),8.9,(+/-1.0),11.1,(+/-1.1),21.2,(+/-1.5),10.9,(+/-1.1),11.8,(+/-1.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",9,(+/-1.3),6.5,(+/-0.9),7.5,(+/-1.6),6.2,(+/-1.2),7.6,(+/-1.3),13.9,(+/-2.1),7.6,(+/-1.4),9.4,(+/-1.8),7.2,(+/-1.3),9.5,(+/-1.8),5.7,(+/-1.1),15.1,(+/-1.8),10.1,(+/-1.5),7.1,(+/-1.4),6.3,(+/-1.4),13.9,(+/-2.2),8.4,(+/-1.7),6.7,(+/-1.3),8.5,(+/-1.4),8.1,(+/-1.6),15.3,(+/-2.8),8.1,(+/-1.8),8,(+/-1.8),7.3,(+/-1.5),8.8,(+/-1.7),7.3,(+/-1.3),12.1,(+/-1.6),16.5,(+/-1.9),15.1,(+/-2.1),9.3,(+/-1.5),9.8,(+/-1.8),11.4,(+/-1.8),6.5,(+/-1.3),25.5,(+/-2.5),13.1,(+/-2.3),11,(+/-1.4),14.7,(+/-2.2),11.1,(+/-1.5),7.3,(+/-1.1),19.5,(+/-2.4),9.4,(+/-1.8),8.8,(+/-1.9),14.6,(+/-2.2),12.7,(+/-2.1),7.8,(+/-1.7),15.3,(+/-2.3),12.5,(+/-2.2),9.1,(+/-1.7),6.5,(+/-1.3),7.3,(+/-1.3),17.3,(+/-2.4),7.1,(+/-1.3),9.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.1,(+/-1.6),8.4,(+/-1.0),13.4,(+/-1.4),6.3,(+/-1.0),8.1,(+/-1.0),18.4,(+/-1.8),9.9,(+/-1.2),19.1,(+/-1.9),13.9,(+/-1.5),15.4,(+/-1.8),8.6,(+/-1.3),6.9,(+/-1.2),12.4,(+/-1.6),5.8,(+/-1.0),5.3,(+/-0.9),29.2,(+/-2.0),4.3,(+/-0.7),4.2,(+/-0.8),6.8,(+/-1.1),12.1,(+/-1.6),29,(+/-2.1),17.8,(+/-1.8),15.8,(+/-1.8),10.5,(+/-1.3),9.7,(+/-0.9),8.2,(+/-1.1),10.5,(+/-1.5),10.2,(+/-1.2),18.8,(+/-1.5),7.3,(+/-1.2),17.5,(+/-1.7),11,(+/-1.4),4.1,(+/-0.8),23.7,(+/-1.9),15.3,(+/-1.4),18.8,(+/-1.8),15.9,(+/-1.6),8.9,(+/-1.4),7.2,(+/-1.3),21.7,(+/-1.7),15,(+/-1.9),10,(+/-1.5),18.7,(+/-1.8),19.3,(+/-1.8),7.1,(+/-1.5),15.8,(+/-1.5),14.6,(+/-1.5),8,(+/-1.2),8,(+/-1.4),9.3,(+/-1.4),22.8,(+/-1.8),4.5,(+/-0.9),9.3,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",35.7,(+/-2.1),25.3,(+/-1.9),33.7,(+/-2.3),24.9,(+/-2.1),24.7,(+/-1.8),29.9,(+/-2.0),25.9,(+/-2.2),35.4,(+/-2.5),32.5,(+/-2.8),31,(+/-2.7),23,(+/-2.0),19.5,(+/-1.6),26.6,(+/-1.5),25,(+/-2.4),20.6,(+/-2.3),40.9,(+/-3.4),20.5,(+/-2.7),19.4,(+/-2.2),26.4,(+/-2.4),28.8,(+/-2.6),40.1,(+/-3.1),31.6,(+/-2.7),28.7,(+/-3.1),30.9,(+/-2.4),30.5,(+/-2.7),21.8,(+/-2.5),27.3,(+/-2.1),22.7,(+/-1.5),32.6,(+/-2.5),22.6,(+/-2.0),31.2,(+/-2.5),28.6,(+/-2.6),21.8,(+/-1.8),35.3,(+/-2.0),34.7,(+/-3.1),29.1,(+/-2.1),28.6,(+/-2.0),26.9,(+/-2.4),26.2,(+/-2.6),42.8,(+/-3.1),33.9,(+/-2.9),26.2,(+/-2.8),30.7,(+/-2.3),35.6,(+/-2.4),26.7,(+/-3.2),31.2,(+/-2.4),27,(+/-2.3),20.5,(+/-2.0),19.3,(+/-2.4),25.7,(+/-2.6),36.3,(+/-3.0),25.3,(+/-2.5),23.3,(+/-2.2)
Education,"School Enrollment","Population 3 years and over enrolled in school",174186,"(+/-5,068)",169587,"(+/-5,667)",218462,"(+/-5,508)",163431,"(+/-5,225)",174437,"(+/-5,756)",202875,"(+/-7,102)",193901,"(+/-7,051)",191798,"(+/-6,239)",211796,"(+/-6,185)",211525,"(+/-4,995)",186134,"(+/-5,740)",136330,"(+/-4,818)",197092,"(+/-5,647)",189561,"(+/-6,027)",198370,"(+/-6,772)",227213,"(+/-7,229)",185257,"(+/-6,497)",194762,"(+/-6,250)",209126,"(+/-6,525)",209916,"(+/-4,478)",215428,"(+/-8,242)",218217,"(+/-6,564)",213155,"(+/-8,117)",212938,"(+/-5,214)",207276,"(+/-7,379)",193278,"(+/-5,053)",186229,"(+/-5,608)",146987,"(+/-6,614)",194355,"(+/-8,614)",190712,"(+/-8,008)",216847,"(+/-8,189)",198934,"(+/-7,178)",185093,"(+/-7,926)",190959,"(+/-10,288)",221454,"(+/-7,255)",185073,"(+/-7,306)",187497,"(+/-9,481)",198111,"(+/-7,043)",202882,"(+/-7,295)",224323,"(+/-8,933)",227626,"(+/-7,148)",220481,"(+/-7,042)",207159,"(+/-8,816)",204939,"(+/-8,884)",213349,"(+/-7,279)",218829,"(+/-7,215)",194538,"(+/-8,361)",169809,"(+/-5,769)",179725,"(+/-7,527)",196343,"(+/-7,682)",200827,"(+/-6,985)",205890,"(+/-8,322)",209685,"(+/-9,775)"
Education,"School Enrollment","Nursery school, preschool",9149,"(+/-1,339)",8786,"(+/-1,132)",11153,"(+/-1,717)",7658,"(+/-1,483)",9516,"(+/-1,764)",9096,"(+/-1,430)",10462,"(+/-1,820)",10394,"(+/-1,936)",12070,"(+/-1,856)",10320,"(+/-1,753)",11960,"(+/-1,889)",10078,"(+/-1,501)",10942,"(+/-1,692)",12336,"(+/-1,359)",13637,"(+/-1,614)",10234,"(+/-1,714)",13890,"(+/-2,050)",14799,"(+/-1,917)",12295,"(+/-1,819)",8915,"(+/-1,361)",11902,"(+/-1,966)",10283,"(+/-2,011)",10622,"(+/-2,241)",9574,"(+/-1,484)",11896,"(+/-2,061)",13296,"(+/-1,750)",13231,"(+/-1,769)",10554,"(+/-2,063)",12627,"(+/-1,974)",12454,"(+/-1,948)",11118,"(+/-1,440)",9460,"(+/-1,653)",13285,"(+/-2,376)",12653,"(+/-1,877)",11452,"(+/-1,813)",7231,"(+/-1,700)",11489,"(+/-1,785)",10377,"(+/-1,729)",11334,"(+/-1,835)",12526,"(+/-1,850)",9013,"(+/-1,501)",12992,"(+/-1,977)",12545,"(+/-2,092)",13935,"(+/-2,003)",12810,"(+/-1,920)",11363,"(+/-1,780)",11021,"(+/-1,722)",9666,"(+/-1,769)",11763,"(+/-2,398)",11972,"(+/-2,137)",12544,"(+/-2,065)",12910,"(+/-2,175)",9397,"(+/-1,939)"
Education,"School Enrollment",Kindergarten,8551,"(+/-1,427)",8890,"(+/-1,696)",10834,"(+/-1,560)",9446,"(+/-1,415)",8737,"(+/-1,302)",12011,"(+/-1,635)",8823,"(+/-1,325)",10303,"(+/-1,987)",12719,"(+/-2,157)",9913,"(+/-1,682)",8973,"(+/-1,379)",7213,"(+/-1,505)",9697,"(+/-1,536)",10897,"(+/-1,679)",11736,"(+/-1,451)",12535,"(+/-2,048)",9646,"(+/-1,551)",8606,"(+/-1,261)",8365,"(+/-1,448)",9479,"(+/-1,513)",14243,"(+/-1,722)",10672,"(+/-1,747)",12389,"(+/-2,026)",7774,"(+/-1,403)",9683,"(+/-1,543)",7710,"(+/-1,391)",9366,"(+/-1,618)",7448,"(+/-1,568)",12712,"(+/-2,012)",9016,"(+/-1,658)",11831,"(+/-1,523)",8786,"(+/-1,470)",8032,"(+/-1,656)",7860,"(+/-1,363)",10620,"(+/-1,366)",11362,"(+/-1,801)",7750,"(+/-1,500)",8965,"(+/-1,252)",8483,"(+/-1,410)",12098,"(+/-1,489)",10466,"(+/-1,606)",10356,"(+/-1,814)",12219,"(+/-1,936)",11822,"(+/-1,875)",8481,"(+/-1,370)",10721,"(+/-1,798)",8448,"(+/-1,410)",8610,"(+/-1,566)",10033,"(+/-2,051)",12024,"(+/-1,879)",9928,"(+/-1,506)",8358,"(+/-1,628)",9147,"(+/-1,694)"
Education,"School Enrollment","Elementary school (grades 1-8)",65636,"(+/-2,876)",65810,"(+/-3,109)",79645,"(+/-2,969)",68064,"(+/-3,082)",67222,"(+/-3,926)",79666,"(+/-4,780)",79597,"(+/-3,885)",82927,"(+/-4,576)",89718,"(+/-4,025)",92323,"(+/-3,788)",76341,"(+/-3,278)",37205,"(+/-2,246)",61651,"(+/-3,396)",62374,"(+/-2,926)",83916,"(+/-4,290)",103820,"(+/-3,875)",72549,"(+/-3,980)",77729,"(+/-4,034)",81939,"(+/-3,809)",80315,"(+/-2,337)",99112,"(+/-5,143)",87221,"(+/-4,951)",93576,"(+/-4,465)",66366,"(+/-1,961)",79997,"(+/-5,193)",79492,"(+/-2,758)",66858,"(+/-4,147)",47173,"(+/-4,016)",74292,"(+/-4,796)",61410,"(+/-4,397)",84329,"(+/-4,473)",74757,"(+/-4,405)",61547,"(+/-4,397)",67868,"(+/-5,297)",87398,"(+/-4,088)",82916,"(+/-4,883)",58096,"(+/-4,200)",71526,"(+/-4,935)",69509,"(+/-4,238)",91780,"(+/-5,519)",89269,"(+/-3,829)",90321,"(+/-4,317)",77788,"(+/-4,742)",80535,"(+/-5,392)",71303,"(+/-4,998)",89263,"(+/-4,681)",67037,"(+/-4,451)",61920,"(+/-3,785)",71995,"(+/-4,913)",79502,"(+/-4,771)",81924,"(+/-4,639)",62773,"(+/-4,126)",68712,"(+/-5,370)"
Education,"School Enrollment","High school (grades 9-12)",33924,"(+/-2,458)",34774,"(+/-2,289)",42949,"(+/-2,519)",37914,"(+/-2,465)",35845,"(+/-2,416)",42535,"(+/-2,956)",37082,"(+/-2,486)",48083,"(+/-3,446)",51141,"(+/-3,357)",50489,"(+/-2,590)",38726,"(+/-2,067)",19547,"(+/-1,887)",31683,"(+/-2,252)",34588,"(+/-2,319)",39922,"(+/-2,363)",48838,"(+/-2,675)",31676,"(+/-2,558)",35470,"(+/-2,734)",40306,"(+/-2,503)",39556,"(+/-2,122)",53257,"(+/-3,424)",46023,"(+/-3,428)",52101,"(+/-4,308)",36142,"(+/-2,042)",47934,"(+/-2,775)",41652,"(+/-2,365)",32311,"(+/-2,791)",25331,"(+/-2,666)",40911,"(+/-3,168)",39794,"(+/-3,032)",45566,"(+/-3,572)",41303,"(+/-2,644)",32561,"(+/-2,996)",40673,"(+/-3,276)",53170,"(+/-3,805)",43951,"(+/-3,226)",33815,"(+/-2,920)",42784,"(+/-3,063)",41425,"(+/-3,443)",51552,"(+/-3,358)",48188,"(+/-3,439)",54893,"(+/-3,829)",41329,"(+/-2,927)",48871,"(+/-3,329)",39334,"(+/-3,115)",44092,"(+/-3,020)",40956,"(+/-3,445)",36236,"(+/-2,688)",37941,"(+/-3,543)",40256,"(+/-3,671)",44344,"(+/-3,350)",36044,"(+/-3,114)",33990,"(+/-2,941)"
Education,"School Enrollment","College or graduate school",56926,"(+/-4,127)",51327,"(+/-3,942)",73881,"(+/-4,068)",40349,"(+/-3,659)",53117,"(+/-3,559)",59567,"(+/-4,844)",57937,"(+/-4,474)",40091,"(+/-3,281)",46148,"(+/-4,179)",48480,"(+/-3,403)",50134,"(+/-4,010)",62287,"(+/-3,706)",83119,"(+/-3,449)",69366,"(+/-4,684)",49159,"(+/-3,911)",51786,"(+/-3,911)",57496,"(+/-4,681)",58158,"(+/-3,994)",66221,"(+/-4,280)",71651,"(+/-3,859)",36914,"(+/-3,471)",64018,"(+/-4,501)",44467,"(+/-4,510)",93082,"(+/-4,888)",57766,"(+/-4,402)",51128,"(+/-3,685)",64463,"(+/-3,223)",56481,"(+/-4,265)",53813,"(+/-3,621)",68038,"(+/-5,288)",64003,"(+/-4,471)",64628,"(+/-3,912)",69668,"(+/-5,935)",61905,"(+/-4,416)",58814,"(+/-4,510)",39613,"(+/-3,596)",76347,"(+/-5,587)",64459,"(+/-3,782)",72131,"(+/-4,679)",56367,"(+/-3,927)",70690,"(+/-5,099)",51919,"(+/-4,247)",63278,"(+/-4,887)",49776,"(+/-3,336)",81421,"(+/-5,538)",63390,"(+/-4,173)",67076,"(+/-4,402)",53377,"(+/-4,012)",47993,"(+/-4,410)",52589,"(+/-4,223)",52087,"(+/-3,895)",85805,"(+/-6,644)",88439,"(+/-5,924)"
Education,"Educational Attainment","Population 25 years and over",495933,"(+/-3,956)",516850,"(+/-4,307)",464014,"(+/-4,866)",520023,"(+/-4,729)",514708,"(+/-6,499)",489731,"(+/-6,778)",504838,"(+/-6,488)",447551,"(+/-8,525)",468237,"(+/-6,815)",466747,"(+/-4,112)",520392,"(+/-6,351)",602854,"(+/-5,477)",535374,"(+/-5,788)",540833,"(+/-6,288)",526877,"(+/-7,825)",428028,"(+/-6,946)",536869,"(+/-7,576)",514417,"(+/-8,727)",510787,"(+/-7,852)",463276,"(+/-3,719)",410597,"(+/-7,941)",458410,"(+/-7,912)",459154,"(+/-7,608)",469164,"(+/-2,074)",461718,"(+/-7,757)",479338,"(+/-3,433)",527871,"(+/-10,348)",547502,"(+/-11,514)",470101,"(+/-11,888)",550306,"(+/-11,192)",454614,"(+/-8,388)",487997,"(+/-8,775)",512904,"(+/-10,109)",498181,"(+/-11,593)",452019,"(+/-8,029)",507182,"(+/-8,967)",496763,"(+/-11,610)",481583,"(+/-8,211)",499620,"(+/-8,777)",429000,"(+/-9,254)",445505,"(+/-5,961)",495903,"(+/-8,787)",482622,"(+/-11,875)",435217,"(+/-9,285)",528854,"(+/-7,752)",459120,"(+/-8,402)",489826,"(+/-8,149)",527472,"(+/-6,754)",489800,"(+/-10,108)",500937,"(+/-8,685)",447940,"(+/-8,624)",526385,"(+/-10,307)",533319,"(+/-12,539)"
Education,"Educational Attainment","Less than 9th grade",15534,"(+/-2,100)",24482,"(+/-3,408)",35490,"(+/-3,837)",12775,"(+/-1,945)",35746,"(+/-3,733)",42290,"(+/-3,862)",22124,"(+/-2,941)",31291,"(+/-3,850)",50439,"(+/-3,521)",49054,"(+/-3,247)",35573,"(+/-3,353)",49199,"(+/-4,875)",44793,"(+/-3,196)",41223,"(+/-4,345)",29307,"(+/-3,811)",87718,"(+/-5,570)",24561,"(+/-3,502)",19671,"(+/-4,541)",61225,"(+/-4,249)",82605,"(+/-5,267)",107806,"(+/-5,244)",50365,"(+/-4,383)",36287,"(+/-3,742)",42898,"(+/-3,402)",33893,"(+/-3,772)",55039,"(+/-4,288)",46248,"(+/-4,698)",38886,"(+/-3,620)",94751,"(+/-5,952)",31237,"(+/-3,573)",38258,"(+/-3,128)",74359,"(+/-4,785)",9278,"(+/-1,749)",103166,"(+/-5,674)",75889,"(+/-5,126)",54295,"(+/-4,169)",56206,"(+/-3,852)",54950,"(+/-4,792)",32962,"(+/-3,801)",121981,"(+/-6,218)",57909,"(+/-3,537)",32016,"(+/-3,751)",60527,"(+/-4,859)",94839,"(+/-4,913)",16635,"(+/-3,029)",98273,"(+/-5,759)",54765,"(+/-4,823)",30905,"(+/-3,295)",25456,"(+/-3,666)",37496,"(+/-3,580)",77520,"(+/-5,559)",12118,"(+/-2,316)",30444,"(+/-3,123)"
