Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",60903,"(+/-5,152)",80551,"(+/-5,867)",85729,"(+/-6,269)",65573,"(+/-6,034)",54113,"(+/-5,582)",60943,"(+/-5,251)",96512,"(+/-6,202)",58466,"(+/-4,786)",64971,"(+/-6,578)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",168833,"(+/-1,495)",180388,"(+/-2,072)",189814,"(+/-1,463)",172383,"(+/-2,319)",185816,"(+/-4,352)",160579,"(+/-2,120)",193682,"(+/-3,974)",159767,"(+/-1,821)",164744,"(+/-2,595)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",4816,"(+/-1,277)",17143,"(+/-3,564)",24722,"(+/-3,103)",12572,"(+/-2,771)",9159,"(+/-2,178)",10107,"(+/-2,104)",10067,"(+/-2,789)",6668,"(+/-1,498)",11071,"(+/-3,202)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",12.2,(+/-1.3),10.5,(+/-0.9),8.1,(+/-1.0),7.8,(+/-1.0),6.9,(+/-1.1),10.1,(+/-1.0),18,(+/-1.6),11.2,(+/-1.1),8.7,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",21.7,(+/-2.4),18.5,(+/-1.7),13.8,(+/-1.8),13.3,(+/-1.9),11.1,(+/-1.9),16.1,(+/-1.7),29.8,(+/-2.8),18.9,(+/-2.0),13.8,(+/-2.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",22.3,(+/-5.7),15,(+/-4.5),10,(+/-3.1),22.6,(+/-6.3),12.7,(+/-4.9),20.2,(+/-4.9),27.4,(+/-6.2),23.7,(+/-5.2),13.7,(+/-5.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.2,(+/-0.9),4.9,(+/-0.9),3.9,(+/-0.7),3,(+/-0.7),3,(+/-0.7),4.5,(+/-0.8),6.9,(+/-1.5),5.5,(+/-0.9),4.2,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7,(+/-1.8),7.6,(+/-1.8),6.3,(+/-1.4),4.5,(+/-1.4),3.9,(+/-1.2),5.8,(+/-1.2),12.7,(+/-2.8),7.9,(+/-1.5),5.3,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",8.5,(+/-5.6),7.4,(+/-4.5),5.1,(+/-2.6),5.8,(+/-3.0),3.3,(+/-2.6),4.4,(+/-2.7),6.5,(+/-4.8),6.6,(+/-3.8),3.2,(+/-1.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",33.6,(+/-3.6),34.2,(+/-4.1),28.6,(+/-4.2),29.4,(+/-5.1),24.2,(+/-5.7),31,(+/-3.3),38.7,(+/-3.5),37.7,(+/-4.4),28.6,(+/-5.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",49.1,(+/-5.1),45,(+/-5.9),39,(+/-5.4),39.9,(+/-6.9),32.4,(+/-7.0),40,(+/-4.4),49.5,(+/-4.5),50.8,(+/-5.6),36.8,(+/-7.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",51.6,(+/-11.7),38.1,(+/-15.1),43.6,(+/-17.9),57.2,(+/-14.6),49.7,(+/-17.5),50.8,(+/-11.8),52.5,(+/-10.7),60.3,(+/-10.4),49.1,(+/-17.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",15.8,(+/-1.3),14.8,(+/-1.0),12.2,(+/-1.0),12.3,(+/-1.1),9.2,(+/-1.0),14.1,(+/-0.9),23.8,(+/-1.5),15.3,(+/-0.9),13.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.7,(+/-3.4),22.1,(+/-2.2),17.1,(+/-2.0),14.7,(+/-2.3),12.8,(+/-2.0),19.5,(+/-1.9),36.2,(+/-3.2),21.4,(+/-2.1),16.1,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",26.5,(+/-3.4),21.6,(+/-2.2),16.6,(+/-2.0),14.3,(+/-2.3),12.4,(+/-2.0),19,(+/-1.9),35.9,(+/-3.2),21.2,(+/-2.2),15.7,(+/-2.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.7,(+/-5.6),23.1,(+/-3.6),17.7,(+/-3.6),20.9,(+/-3.6),15.2,(+/-3.7),23.5,(+/-3.9),40.1,(+/-5.9),25.7,(+/-3.8),17.1,(+/-4.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",26.4,(+/-3.3),21,(+/-2.4),16.1,(+/-2.1),11.9,(+/-2.3),11.4,(+/-2.1),17.5,(+/-1.9),34.1,(+/-3.5),19.6,(+/-2.2),15.2,(+/-2.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.3,(+/-0.9),12.3,(+/-0.7),10.5,(+/-0.8),11.5,(+/-0.9),8,(+/-0.8),12.5,(+/-0.8),19.4,(+/-1.2),13.5,(+/-0.9),12.8,(+/-1.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.2,(+/-1.1),7.3,(+/-1.1),5.8,(+/-1.0),6.3,(+/-1.4),5.7,(+/-1.1),8.6,(+/-1.1),12,(+/-1.8),8,(+/-1.2),5.8,(+/-1.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",14,(+/-1.5),12.2,(+/-1.1),9.4,(+/-1.0),8.1,(+/-1.1),7.5,(+/-1.1),11,(+/-1.0),21.6,(+/-1.8),12.5,(+/-1.1),9.4,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",24,(+/-1.7),26.7,(+/-1.8),25.9,(+/-1.9),28.7,(+/-2.3),17.2,(+/-1.6),27.8,(+/-2.3),29.8,(+/-2.0),27.4,(+/-2.0),30.2,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school",182092,"(+/-4,231)",180452,"(+/-3,971)",183428,"(+/-3,912)",204170,"(+/-4,539)",196184,"(+/-4,684)",176206,"(+/-4,320)",199271,"(+/-6,747)",171517,"(+/-4,136)",199988,"(+/-4,985)"
Education,"School Enrollment","Nursery school, preschool",11157,"(+/-1,608)",8408,"(+/-1,540)",10837,"(+/-1,331)",11019,"(+/-1,467)",12001,"(+/-1,492)",9529,"(+/-1,417)",9873,"(+/-1,727)",9334,"(+/-1,486)",10983,"(+/-1,810)"
Education,"School Enrollment",Kindergarten,8980,"(+/-1,535)",7912,"(+/-1,381)",8988,"(+/-1,392)",7998,"(+/-1,092)",9497,"(+/-1,427)",8096,"(+/-1,383)",10973,"(+/-2,277)",6812,"(+/-1,104)",10021,"(+/-1,474)"
Education,"School Enrollment","Elementary school (grades 1-8)",76690,"(+/-2,179)",81510,"(+/-2,420)",85502,"(+/-2,501)",77615,"(+/-2,945)",85698,"(+/-3,033)",72790,"(+/-2,558)",87241,"(+/-3,664)",73302,"(+/-2,146)",74573,"(+/-2,442)"
Education,"School Enrollment","High school (grades 9-12)",40999,"(+/-2,109)",43388,"(+/-2,345)",41863,"(+/-2,116)",41264,"(+/-2,972)",43892,"(+/-2,767)",39613,"(+/-2,431)",38502,"(+/-2,697)",37344,"(+/-1,972)",37864,"(+/-2,238)"
Education,"School Enrollment","College or graduate school",44266,"(+/-3,184)",39234,"(+/-2,814)",36238,"(+/-2,464)",66274,"(+/-3,953)",45096,"(+/-3,517)",46178,"(+/-3,415)",52682,"(+/-4,745)",44725,"(+/-2,907)",66547,"(+/-3,798)"
Education,"Educational Attainment","Population 25 years and over",481961,"(+/-2,120)",474076,"(+/-3,008)",477226,"(+/-2,241)",478326,"(+/-3,409)",513410,"(+/-5,464)",483850,"(+/-2,911)",478686,"(+/-4,789)",487974,"(+/-2,523)",488064,"(+/-3,466)"
Education,"Educational Attainment","Less than 9th grade",16515,"(+/-2,136)",26082,"(+/-2,797)",25035,"(+/-2,743)",14373,"(+/-1,724)",9507,"(+/-1,610)",15443,"(+/-2,102)",27140,"(+/-2,943)",17508,"(+/-2,015)",13338,"(+/-1,548)"
Education,"Educational Attainment","9th to 12th grade, no diploma",37672,"(+/-3,350)",45403,"(+/-3,746)",34650,"(+/-2,296)",31477,"(+/-2,855)",27519,"(+/-3,401)",39088,"(+/-2,507)",58105,"(+/-4,498)",40719,"(+/-3,017)",34562,"(+/-3,614)"
Education,"Educational Attainment","High school graduate (includes equivalency)",169521,"(+/-5,949)",171190,"(+/-4,709)",167962,"(+/-4,879)",165247,"(+/-5,198)",122142,"(+/-5,373)",193304,"(+/-5,865)",148643,"(+/-6,284)",186935,"(+/-5,756)",171831,"(+/-5,388)"
Education,"Educational Attainment","Some college, no degree",106235,"(+/-4,717)",98277,"(+/-4,789)",98029,"(+/-3,866)",104870,"(+/-5,085)",91962,"(+/-5,437)",98541,"(+/-4,673)",101438,"(+/-5,431)",100662,"(+/-4,230)",100386,"(+/-4,348)"
Education,"Educational Attainment","Associate's degree",42713,"(+/-3,041)",33774,"(+/-2,614)",44684,"(+/-3,063)",39163,"(+/-3,022)",36566,"(+/-3,077)",41874,"(+/-3,625)",37232,"(+/-3,334)",46178,"(+/-2,668)",41958,"(+/-3,516)"
Education,"Educational Attainment","Bachelor's degree",71606,"(+/-4,144)",61859,"(+/-3,643)",70794,"(+/-3,543)",79426,"(+/-4,341)",141164,"(+/-5,581)",60201,"(+/-3,428)",72579,"(+/-4,071)",60558,"(+/-3,612)",79036,"(+/-4,293)"
Education,"Educational Attainment","Graduate or professional degree",37699,"(+/-3,410)",37491,"(+/-2,766)",36072,"(+/-2,654)",43770,"(+/-3,475)",84550,"(+/-4,033)",35399,"(+/-2,769)",33549,"(+/-3,108)",35414,"(+/-2,299)",46953,"(+/-3,195)"
Education,"Educational Attainment","Percent high school graduate or higher",88.8,(+/-0.8),84.9,(+/-0.9),87.5,(+/-0.7),90.4,(+/-0.7),92.8,(+/-0.7),88.7,(+/-0.7),82.2,(+/-1.0),88.1,(+/-0.8),90.2,(+/-0.8)
Education,"Educational Attainment","Percent bachelor's degree or higher",22.7,(+/-1.0),21,(+/-1.0),22.4,(+/-1.0),25.8,(+/-1.1),44,(+/-1.2),19.8,(+/-0.8),22.2,(+/-1.0),19.7,(+/-0.9),25.8,(+/-1.1)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",242092,G,311487,G,316415,G,247952,G,376043,G,233506,G,343470,G,276241,G,232889,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",a,D,239,J,176,H,311,G,180,H,213,G,b,D,193,H,96,G
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",142,H,99,J,263,H,283,H,242,J,313,G,b,D,3892,G,579,G
Business,"Paid employees for pay period including March 12",Utilities,h,D,636,J,810,H,1755,J,1256,G,1375,H,1958,J,3569,H,1259,H
Business,"Paid employees for pay period including March 12",Construction,13885,G,10389,G,11946,G,10902,G,15254,G,8952,G,17979,G,16064,G,11757,G
Business,"Paid employees for pay period including March 12",Manufacturing,37679,G,101997,G,86595,G,56615,G,23748,G,52277,G,31396,G,55594,G,42947,G
Business,"Paid employees for pay period including March 12","Wholesale trade",8215,G,14969,G,17084,G,9991,G,17656,G,7151,G,19080,G,13011,G,8505,G
Business,"Paid employees for pay period including March 12","Retail trade",36615,G,33461,G,36885,G,36766,G,44144,G,29564,G,29025,G,35534,G,35608,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",11151,G,8378,G,10242,G,16321,G,13548,G,9039,G,29211,H,12857,G,11370,G
Business,"Paid employees for pay period including March 12",Information,2476,G,3760,G,4529,H,2356,G,9995,G,2043,G,10068,G,3901,G,2935,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5406,G,7660,G,11356,H,5353,G,27277,G,7479,G,14572,G,8669,G,7007,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2994,G,2762,G,3222,G,2574,G,6924,G,1892,G,6527,G,2802,G,2884,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",8004,G,7907,G,8131,G,6254,G,30301,G,8306,G,23919,G,8857,G,7345,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",1476,H,5041,H,6042,G,1079,G,15691,G,11026,H,6632,G,2651,G,1507,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",10204,G,14974,G,15025,G,15311,G,28747,G,13961,H,27535,G,13231,G,11966,H
Business,"Paid employees for pay period including March 12","Educational services",6883,H,18156,H,6973,G,3788,H,12644,G,2946,G,9182,H,5175,H,2316,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",45016,G,40346,G,48945,G,36375,H,61558,G,39599,G,58478,G,48076,G,39595,H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5250,H,2298,G,3556,G,1821,G,6465,H,2149,G,6307,G,2843,G,2777,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",29652,G,25580,G,27946,G,28536,G,41111,G,25938,G,33431,G,27084,G,30507,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13971,G,12806,G,16658,G,11533,G,19269,G,9228,G,18059,G,12209,G,11903,G
Business,"Paid employees for pay period including March 12","Industries not classified",23,H,29,J,31,J,28,J,33,J,55,H,8,J,29,J,26,J
Business,"Annual payroll ($1,000)","Total for all sectors",10303712,G,12570023,G,13011744,G,9549876,G,17788061,G,9091678,G,17123743,G,11336042,G,8529308,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",D,D,13822,J,5793,G,12682,G,9887,H,8694,G,D,D,8971,H,3198,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",7078,G,4350,J,12218,G,14870,H,16968,H,15518,G,D,D,281163,G,30395,G
Business,"Annual payroll ($1,000)",Utilities,D,D,61009,J,72801,H,159771,J,135760,H,112588,H,179488,J,324933,H,96384,H
Business,"Annual payroll ($1,000)",Construction,876911,G,597149,G,632143,G,573106,G,904760,G,444205,G,1055047,G,930674,G,580736,G
Business,"Annual payroll ($1,000)",Manufacturing,2716867,G,4846056,G,4508607,G,3199416,G,1346703,G,2525775,G,1967986,G,2842463,G,2187006,G
Business,"Annual payroll ($1,000)","Wholesale trade",431099,G,764763,G,1000311,G,527820,G,1229250,G,363641,G,1017273,G,794816,G,503510,G
Business,"Annual payroll ($1,000)","Retail trade",882479,G,857798,G,926143,G,882122,G,1176977,G,708151,G,795557,G,868939,G,858820,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",557573,G,384690,G,492709,G,652448,G,605860,G,403639,G,1167474,H,562053,G,537466,G
Business,"Annual payroll ($1,000)",Information,113183,G,237302,H,232548,H,94238,G,646898,G,85916,G,854494,G,161217,G,117004,G
Business,"Annual payroll ($1,000)","Finance and insurance",284735,G,431801,G,736336,G,272128,G,2133704,G,407096,G,1226312,G,521914,G,353224,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",108893,G,98249,G,115090,G,82245,G,384455,G,60392,G,319715,G,90109,G,91797,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",389922,G,418390,G,386854,G,278460,G,2148719,G,456847,G,1879617,G,469693,G,360167,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",120196,H,498343,G,534656,G,73160,G,1397753,G,894803,H,760084,G,228482,H,135288,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",379557,G,346922,G,421577,G,423707,G,1070089,G,350535,G,866262,G,376634,G,357255,G
Business,"Annual payroll ($1,000)","Educational services",159464,H,615450,H,150609,G,95138,H,330140,G,66640,G,316377,G,120300,H,54393,G
Business,"Annual payroll ($1,000)","Health care and social assistance",2071620,G,1681305,G,1963106,G,1493301,H,2761536,H,1560969,G,3074448,H,2003266,G,1478003,H
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",119168,J,39066,G,57481,G,51077,G,165500,G,41523,G,470289,G,55270,G,40463,G
Business,"Annual payroll ($1,000)","Accommodation and food services",452224,G,334407,G,364922,G,392025,G,731195,G,383983,G,572269,G,377160,G,450314,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",375264,G,338676,G,397449,G,271413,G,590985,G,200105,G,596243,G,317524,G,293357,G
Business,"Annual payroll ($1,000)","Industries not classified",267,G,475,G,391,G,749,G,922,G,658,G,217,G,461,G,528,G
Business,"Total Establishments","Total for all sectors",14731,X,15628,X,17355,X,14927,X,21349,X,14223,X,15002,X,16181,X,15130,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",2,X,29,X,41,X,42,X,24,X,39,X,3,X,51,X,33,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",11,X,12,X,29,X,27,X,21,X,34,X,4,X,98,X,35,X
Business,"Total Establishments",Utilities,54,X,37,X,38,X,63,X,29,X,87,X,23,X,128,X,85,X
Business,"Total Establishments",Construction,1313,X,1407,X,1639,X,1458,X,1499,X,1369,X,1125,X,1633,X,1587,X
Business,"Total Establishments",Manufacturing,564,X,1593,X,1341,X,694,X,587,X,903,X,665,X,889,X,754,X
Business,"Total Establishments","Wholesale trade",710,X,997,X,994,X,658,X,1292,X,596,X,921,X,797,X,570,X
Business,"Total Establishments","Retail trade",2304,X,2383,X,2575,X,2320,X,2594,X,2317,X,1958,X,2569,X,2401,X
Business,"Total Establishments","Transportation and warehousing",606,X,562,X,623,X,726,X,444,X,525,X,590,X,691,X,521,X
Business,"Total Establishments",Information,152,X,203,X,222,X,199,X,416,X,151,X,267,X,196,X,201,X
Business,"Total Establishments","Finance and insurance",894,X,897,X,1187,X,972,X,1755,X,868,X,773,X,961,X,993,X
Business,"Total Establishments","Real estate and rental and leasing",602,X,552,X,747,X,599,X,1184,X,532,X,803,X,544,X,667,X
Business,"Total Establishments","Professional, scientific, and technical services",1337,X,1119,X,1378,X,1141,X,2945,X,949,X,1552,X,1183,X,1252,X
Business,"Total Establishments","Management of companies and enterprises",65,X,93,X,94,X,54,X,229,X,77,X,129,X,83,X,85,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",740,X,712,X,845,X,729,X,1241,X,647,X,834,X,710,X,721,X
Business,"Total Establishments","Educational services",211,X,151,X,189,X,129,X,347,X,124,X,183,X,153,X,153,X
Business,"Total Establishments","Health care and social assistance",1810,X,1435,X,1664,X,1579,X,2610,X,1822,X,1763,X,1856,X,1793,X
Business,"Total Establishments","Arts, entertainment, and recreation",170,X,208,X,250,X,241,X,367,X,246,X,213,X,209,X,201,X
Business,"Total Establishments","Accommodation and food services",1433,X,1377,X,1428,X,1532,X,1768,X,1212,X,1486,X,1470,X,1414,X
Business,"Total Establishments","Other services (except public administration)",1737,X,1836,X,2047,X,1740,X,1963,X,1701,X,1697,X,1941,X,1643,X
Business,"Total Establishments","Industries not classified",16,X,25,X,24,X,24,X,34,X,24,X,13,X,19,X,21,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
