Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 18 years",141860,"(+/-1,280)",153683,"(+/-1,554)",151905,"(+/-2,757)",176737,"(+/-2,592)",163475,"(+/-1,145)",169645,"(+/-2,089)",187815,"(+/-2,043)",166608,"(+/-3,372)",179221,"(+/-3,176)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage",5243,"(+/-1,661)",4584,"(+/-1,580)",5102,"(+/-1,610)",7753,"(+/-2,091)",7336,"(+/-1,849)",6772,"(+/-2,438)",7530,"(+/-2,197)",5279,"(+/-1,972)",12505,"(+/-3,361)"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All families",14.4,(+/-1.3),10.1,(+/-1.1),13.8,(+/-1.4),11.2,(+/-1.1),12.9,(+/-1.3),10.6,(+/-1.0),9.3,(+/-0.9),10.7,(+/-1.2),19.4,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",24.1,(+/-2.7),17.2,(+/-2.3),23.4,(+/-2.5),17.3,(+/-1.9),22.5,(+/-2.5),15.5,(+/-1.7),14.1,(+/-1.7),18.1,(+/-2.1),31.3,(+/-3.0)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",38.8,(+/-7.5),27.3,(+/-6.3),27.1,(+/-6.6),23.5,(+/-6.5),20.3,(+/-5.8),18.2,(+/-5.5),8.8,(+/-3.2),18.9,(+/-5.7),24.1,(+/-5.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",7.6,(+/-1.0),4.9,(+/-0.8),7.2,(+/-1.3),5.8,(+/-1.1),7.1,(+/-1.3),6.1,(+/-1.1),4.5,(+/-0.8),4.1,(+/-0.8),7.7,(+/-1.5)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",12,(+/-2.3),6.9,(+/-1.7),10.3,(+/-2.5),8.5,(+/-1.9),12.6,(+/-2.7),8.1,(+/-1.7),6.9,(+/-1.4),5.2,(+/-1.4),12.8,(+/-3.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",11.1,(+/-5.9),8.6,(+/-4.1),8.4,(+/-5.5),6.6,(+/-4.2),8.3,(+/-4.4),10.9,(+/-6.1),1.8,(+/-1.6),1.9,(+/-1.5),6.9,(+/-4.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no husband present",35.3,(+/-4.1),32.1,(+/-4.8),35.3,(+/-4.0),32,(+/-3.9),28.4,(+/-3.8),28.1,(+/-3.5),28.8,(+/-3.8),33.5,(+/-3.9),32.3,(+/-3.3)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",45.7,(+/-5.9),44.7,(+/-7.0),47.1,(+/-5.2),40.9,(+/-5.6),39.9,(+/-5.4),36.2,(+/-5.1),37.8,(+/-5.1),44.3,(+/-5.0),44.8,(+/-4.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",79.4,(+/-8.9),71.8,(+/-12.0),57.4,(+/-13.8),56.9,(+/-13.6),44.4,(+/-14.0),34.2,(+/-12.9),43.3,(+/-11.5),58.3,(+/-16.2),43.3,(+/-11.6)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","All people",18.9,(+/-1.2),15.2,(+/-1.1),18.8,(+/-1.4),15.2,(+/-1.1),16.9,(+/-1.4),13.7,(+/-0.8),13.6,(+/-1.0),14.2,(+/-1.2),24.7,(+/-1.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",26.2,(+/-3.0),20.7,(+/-2.7),29.1,(+/-2.9),19.8,(+/-2.2),26.9,(+/-3.5),17.1,(+/-2.2),17.8,(+/-2.1),20.8,(+/-2.6),39.7,(+/-3.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",25.7,(+/-3.0),20.3,(+/-2.7),28.7,(+/-2.9),19.2,(+/-2.1),26.7,(+/-3.5),16.8,(+/-2.2),17.3,(+/-2.1),20.6,(+/-2.6),39.6,(+/-3.7)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",35.2,(+/-5.2),28.6,(+/-4.5),31.5,(+/-4.9),21.9,(+/-3.9),26.2,(+/-4.5),19.5,(+/-3.5),19.4,(+/-3.0),22.3,(+/-4.2),44.8,(+/-5.2)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",22.5,(+/-3.2),17.5,(+/-2.8),27.7,(+/-3.2),18.3,(+/-2.5),27,(+/-3.7),15.9,(+/-2.3),16.5,(+/-2.2),20.1,(+/-2.8),37.1,(+/-4.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",17.1,(+/-0.9),13.7,(+/-1.0),16,(+/-1.2),13.8,(+/-1.1),14,(+/-1.1),12.7,(+/-0.8),12.2,(+/-0.9),12.1,(+/-1.0),19.6,(+/-1.4)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11,(+/-1.5),8.4,(+/-1.4),10,(+/-1.4),8.6,(+/-1.2),9.5,(+/-1.8),8.1,(+/-1.2),11.4,(+/-1.7),9.7,(+/-1.5),12.9,(+/-1.8)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",15.4,(+/-1.4),11.2,(+/-1.2),16,(+/-1.6),11.9,(+/-1.1),15.3,(+/-1.7),11.1,(+/-1.0),10.7,(+/-1.0),11.8,(+/-1.3),23.5,(+/-2.1)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",33.7,(+/-2.1),30.6,(+/-2.1),31.2,(+/-2.5),31.2,(+/-2.5),21.2,(+/-1.9),26.8,(+/-1.9),30.9,(+/-2.6),28,(+/-2.3),29.3,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school",149205,"(+/-4,110)",175254,"(+/-4,719)",152891,"(+/-4,495)",185438,"(+/-5,247)",176125,"(+/-4,682)",172051,"(+/-4,230)",194963,"(+/-5,061)",179407,"(+/-5,837)",179984,"(+/-6,244)"
Education,"School Enrollment","Nursery school, preschool",6068,"(+/-1,342)",9866,"(+/-1,359)",8934,"(+/-1,348)",9215,"(+/-1,728)",9283,"(+/-1,493)",10030,"(+/-1,639)",11615,"(+/-1,717)",9252,"(+/-1,350)",11867,"(+/-1,832)"
Education,"School Enrollment",Kindergarten,7689,"(+/-1,200)",8867,"(+/-1,514)",6486,"(+/-1,270)",7415,"(+/-1,186)",9071,"(+/-1,691)",8281,"(+/-1,507)",11083,"(+/-1,583)",6558,"(+/-1,238)",9318,"(+/-1,721)"
Education,"School Enrollment","Elementary school (grades 1-8)",64534,"(+/-2,136)",69417,"(+/-2,266)",68195,"(+/-2,841)",80845,"(+/-3,008)",69141,"(+/-2,593)",77738,"(+/-2,383)",85147,"(+/-2,696)",80326,"(+/-2,685)",72454,"(+/-3,442)"
Education,"School Enrollment","High school (grades 9-12)",34301,"(+/-1,879)",34397,"(+/-1,627)",33358,"(+/-2,164)",41799,"(+/-2,051)",32009,"(+/-1,756)",37765,"(+/-1,895)",42817,"(+/-1,703)",42389,"(+/-2,960)",37185,"(+/-2,854)"
Education,"School Enrollment","College or graduate school",36613,"(+/-3,179)",52707,"(+/-3,784)",35918,"(+/-2,907)",46164,"(+/-3,797)",56621,"(+/-3,835)",38237,"(+/-3,232)",44301,"(+/-4,037)",40882,"(+/-3,611)",49160,"(+/-3,847)"
Education,"Educational Attainment","Population 25 years and over",506890,"(+/-2,387)",499491,"(+/-2,859)",510806,"(+/-3,505)",498068,"(+/-3,538)",518774,"(+/-1,516)",510395,"(+/-3,524)",498864,"(+/-2,433)",478259,"(+/-4,719)",451940,"(+/-4,217)"
Education,"Educational Attainment","Less than 9th grade",33699,"(+/-2,733)",22570,"(+/-2,448)",30622,"(+/-2,539)",28812,"(+/-2,863)",26665,"(+/-2,600)",26914,"(+/-2,348)",21140,"(+/-2,238)",22376,"(+/-2,482)",24487,"(+/-2,621)"
Education,"Educational Attainment","9th to 12th grade, no diploma",51460,"(+/-3,647)",34158,"(+/-2,959)",53368,"(+/-4,403)",45846,"(+/-3,395)",37216,"(+/-3,594)",44887,"(+/-3,618)",36955,"(+/-2,936)",37041,"(+/-2,901)",45589,"(+/-4,018)"
Education,"Educational Attainment","High school graduate (includes equivalency)",190171,"(+/-5,403)",153114,"(+/-5,475)",177972,"(+/-6,907)",174999,"(+/-5,242)",132182,"(+/-5,394)",190997,"(+/-5,236)",163047,"(+/-5,409)",157022,"(+/-5,865)",142633,"(+/-6,313)"
Education,"Educational Attainment","Some college, no degree",96588,"(+/-5,155)",104227,"(+/-4,715)",97956,"(+/-4,693)",104212,"(+/-4,707)",100334,"(+/-4,705)",105042,"(+/-5,146)",101882,"(+/-4,757)",97569,"(+/-5,162)",108155,"(+/-4,918)"
Education,"Educational Attainment","Associate's degree",37575,"(+/-2,954)",35990,"(+/-2,984)",36168,"(+/-2,875)",36521,"(+/-3,021)",33416,"(+/-3,193)",32552,"(+/-2,315)",34208,"(+/-3,501)",28038,"(+/-2,604)",26032,"(+/-2,887)"
Education,"Educational Attainment","Bachelor's degree",62919,"(+/-3,682)",87944,"(+/-4,228)",71063,"(+/-4,144)",70921,"(+/-4,213)",116489,"(+/-4,837)",75274,"(+/-4,754)",89409,"(+/-4,022)",83117,"(+/-4,102)",62844,"(+/-4,045)"
Education,"Educational Attainment","Graduate or professional degree",34478,"(+/-3,014)",61488,"(+/-3,505)",43657,"(+/-3,238)",36757,"(+/-3,315)",72472,"(+/-4,727)",34729,"(+/-2,591)",52223,"(+/-3,469)",53096,"(+/-3,982)",42200,"(+/-3,396)"
Education,"Educational Attainment","Percent high school graduate or higher",83.2,(+/-0.8),88.6,(+/-0.7),83.6,(+/-1.0),85,(+/-0.8),87.7,(+/-0.8),85.9,(+/-0.8),88.4,(+/-0.7),87.6,(+/-0.8),84.5,(+/-1.1)
Education,"Educational Attainment","Percent bachelor's degree or higher",19.2,(+/-0.9),29.9,(+/-1.1),22.5,(+/-1.1),21.6,(+/-1.1),36.4,(+/-1.1),21.6,(+/-1.1),28.4,(+/-0.9),28.5,(+/-1.1),23.2,(+/-1.2)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag","District 09 Value","District 09 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",234256,G,285755,G,272440,G,230656,G,444871,G,192795,G,223009,G,245310,G,319883,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",49,J,100,J,146,J,128,H,55,J,146,G,977,J,268,H,149,J
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",236,H,797,G,316,H,340,J,142,J,773,H,252,H,235,J,15,J
Business,"Paid employees for pay period including March 12",Utilities,305,G,196,H,292,G,703,J,291,H,497,H,621,G,320,J,a,D
Business,"Paid employees for pay period including March 12",Construction,8984,G,11361,G,11041,G,12143,H,18435,G,9303,G,9343,G,10062,G,11829,G
Business,"Paid employees for pay period including March 12",Manufacturing,45220,G,23289,G,52486,G,51647,G,23932,G,38292,G,25024,G,32225,G,23720,G
Business,"Paid employees for pay period including March 12","Wholesale trade",5924,G,16277,G,8078,G,11491,G,20668,G,7733,G,6018,G,9427,G,25268,G
Business,"Paid employees for pay period including March 12","Retail trade",38037,G,40442,G,32404,G,33229,G,43810,G,29395,G,32552,G,33309,G,33800,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",8172,G,11231,G,13573,G,13106,G,19967,G,10082,G,4057,G,6237,G,46542,H
Business,"Paid employees for pay period including March 12",Information,3920,H,5789,G,3896,H,3089,H,13905,G,2524,G,6365,G,3077,G,4971,G
Business,"Paid employees for pay period including March 12","Finance and insurance",7434,G,13796,G,14336,H,9916,H,27303,G,6317,G,14610,H,11487,G,8966,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",3208,G,3996,G,2641,G,2306,G,7689,G,2250,G,2620,H,3379,G,5146,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",4901,G,14542,G,17780,G,5073,G,26296,G,6978,G,12449,G,9819,G,10798,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",3219,G,7564,H,4197,H,4070,G,22361,G,4052,G,13886,G,11685,H,15387,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",11560,G,35596,H,23929,G,14396,G,34292,G,10371,G,16181,G,22660,G,33479,G
Business,"Paid employees for pay period including March 12","Educational services",2793,H,5585,G,5287,H,4610,G,20827,G,1535,H,3594,G,5872,G,8233,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",42109,G,45536,G,39867,G,27675,G,83858,G,30094,G,37908,G,48055,G,45094,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",5238,H,2634,G,2994,G,1771,H,9535,G,2140,H,3127,G,2369,G,3894,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",34186,G,33130,G,27913,G,24821,G,50902,G,21689,G,23774,G,23802,G,27355,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",8722,G,13847,G,11233,G,10097,G,20530,G,8602,G,9608,G,10979,G,15174,G
Business,"Paid employees for pay period including March 12","Industries not classified",39,J,47,H,31,J,45,J,73,J,22,H,43,H,43,H,56,G
Business,"Annual payroll ($1,000)","Total for all sectors",8626092,G,11920934,G,11673397,G,9078941,G,23371626,G,7252186,G,10537384,G,10434018,G,15431158,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3553,J,2877,H,4153,H,4575,G,1410,G,5512,G,18041,G,9704,G,331,J
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",14921,H,45043,G,22095,H,18599,J,7942,H,41960,H,13410,H,11403,J,542,J
Business,"Annual payroll ($1,000)",Utilities,19510,G,12939,H,21047,G,47713,H,23761,H,33754,H,46063,G,19663,H,D,D
Business,"Annual payroll ($1,000)",Construction,397966,G,563029,G,617224,G,523419,H,1084613,G,457161,G,497581,G,513826,G,648982,G
Business,"Annual payroll ($1,000)",Manufacturing,2310754,H,1233889,G,2871072,G,2774865,H,1205720,G,1822224,G,1165731,G,1528751,G,1449060,G
Business,"Annual payroll ($1,000)","Wholesale trade",289152,G,974310,G,468431,G,649272,G,1355263,G,378056,G,399301,G,510782,G,1613717,G
Business,"Annual payroll ($1,000)","Retail trade",889029,G,1099053,G,849712,G,837850,G,1254373,G,742855,G,905291,G,829050,G,942813,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",364618,G,518048,G,555114,G,580210,G,949582,G,428087,G,180809,G,258645,G,2148890,H
Business,"Annual payroll ($1,000)",Information,167698,G,420651,H,180266,H,143111,H,878842,G,117456,G,423039,G,128861,G,244009,G
Business,"Annual payroll ($1,000)","Finance and insurance",364614,G,811725,G,1009558,G,534369,H,2085586,G,337777,G,1157791,H,1117610,G,684604,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",100848,G,166518,G,124723,G,89859,G,382479,G,109136,H,139044,G,173235,G,256521,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",234159,G,1091155,H,1248688,G,263838,G,2025910,G,417834,G,850274,G,519447,G,640298,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",203089,G,724968,H,222209,G,288868,G,2705910,G,299114,H,1554324,G,1095797,H,2398952,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",310495,G,1024121,G,742789,G,391939,G,1224492,G,281033,G,713516,H,583919,G,881105,G
Business,"Annual payroll ($1,000)","Educational services",58387,H,159778,G,136078,G,104768,G,961440,G,38077,G,88857,G,201016,G,288403,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1981916,G,2112120,G,1835385,G,1185784,G,4626570,G,1159705,G,1679450,G,2273789,G,2095660,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",130345,H,51563,G,62228,G,25461,G,889282,G,43934,G,90790,G,53028,G,189186,H
Business,"Annual payroll ($1,000)","Accommodation and food services",584071,G,527668,G,422381,G,355714,G,1047868,G,320979,G,374346,G,354371,G,425663,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",200310,G,380931,G,279765,G,258171,G,658561,G,217090,G,238549,G,249794,G,520349,G
Business,"Annual payroll ($1,000)","Industries not classified",657,G,548,G,479,G,556,G,2022,G,442,G,1177,G,1327,H,1715,H
Business,"Total Establishments","Total for all sectors",13588,X,15667,X,14186,X,12823,X,20430,X,13252,X,14784,X,14754,X,13274,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",13,X,17,X,27,X,26,X,15,X,31,X,60,X,47,X,3,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",21,X,19,X,36,X,29,X,8,X,37,X,22,X,11,X,3,X
Business,"Total Establishments",Utilities,21,X,7,X,15,X,27,X,9,X,25,X,21,X,13,X,2,X
Business,"Total Establishments",Construction,907,X,1180,X,986,X,1019,X,1265,X,1220,X,1096,X,1033,X,751,X
Business,"Total Establishments",Manufacturing,675,X,594,X,732,X,689,X,613,X,767,X,592,X,544,X,439,X
Business,"Total Establishments","Wholesale trade",504,X,932,X,671,X,526,X,1114,X,550,X,603,X,702,X,1037,X
Business,"Total Establishments","Retail trade",2724,X,2507,X,2437,X,2491,X,2839,X,2372,X,2489,X,2563,X,2216,X
Business,"Total Establishments","Transportation and warehousing",308,X,427,X,390,X,465,X,521,X,423,X,329,X,381,X,897,X
Business,"Total Establishments",Information,173,X,271,X,216,X,168,X,619,X,205,X,331,X,213,X,205,X
Business,"Total Establishments","Finance and insurance",993,X,1155,X,1004,X,949,X,1344,X,944,X,1304,X,1298,X,807,X
Business,"Total Establishments","Real estate and rental and leasing",579,X,746,X,550,X,507,X,1019,X,510,X,589,X,594,X,621,X
Business,"Total Establishments","Professional, scientific, and technical services",893,X,1504,X,1249,X,863,X,2183,X,933,X,1358,X,1153,X,1030,X
Business,"Total Establishments","Management of companies and enterprises",85,X,138,X,93,X,83,X,243,X,58,X,181,X,248,X,274,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",619,X,840,X,663,X,554,X,1225,X,581,X,770,X,799,X,771,X
Business,"Total Establishments","Educational services",99,X,176,X,127,X,106,X,279,X,104,X,162,X,139,X,166,X
Business,"Total Establishments","Health care and social assistance",1512,X,1815,X,1731,X,1524,X,2177,X,1649,X,1773,X,1966,X,1384,X
Business,"Total Establishments","Arts, entertainment, and recreation",267,X,210,X,225,X,134,X,831,X,208,X,338,X,186,X,130,X
Business,"Total Establishments","Accommodation and food services",1635,X,1401,X,1333,X,1261,X,2000,X,1177,X,1266,X,1207,X,1228,X
Business,"Total Establishments","Other services (except public administration)",1532,X,1700,X,1678,X,1375,X,2065,X,1423,X,1449,X,1624,X,1285,X
Business,"Total Establishments","Industries not classified",28,X,28,X,23,X,27,X,61,X,35,X,51,X,33,X,25,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
