Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE"
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.7,(+/-0.9),7.1,(+/-0.9),8.3,(+/-0.8),22.4,(+/-1.8),4,(+/-0.8),6.9,(+/-0.8),7.4,(+/-0.7),8.3,(+/-0.9)
Socioeconomic,"Percentage of Families and People whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",21.1,(+/-2.0),25,(+/-1.7),28.1,(+/-1.5),28.7,(+/-1.5),19.1,(+/-1.9),21.5,(+/-1.7),22.4,(+/-1.6),19.4,(+/-1.6)
Education,"School Enrollment","Population 3 years and over enrolled in school",170814,"(+/-4,588)",201232,"(+/-3,603)",186771,"(+/-3,728)",203856,"(+/-4,134)",178711,"(+/-4,402)",164586,"(+/-3,241)",148987,"(+/-2,791)",174218,"(+/-2,915)"
Education,"School Enrollment","Nursery school, preschool",9385,"(+/-1,412)",12143,"(+/-1,493)",8818,"(+/-1,035)",6280,"(+/-1,237)",11000,"(+/-1,230)",9260,"(+/-1,128)",8846,(+/-909),9612,"(+/-1,141)"
Education,"School Enrollment",Kindergarten,8581,"(+/-1,359)",10642,"(+/-1,291)",10004,"(+/-1,365)",16842,"(+/-1,798)",10878,"(+/-1,336)",9645,"(+/-1,304)",7798,(+/-985),9772,"(+/-1,394)"
Education,"School Enrollment","Elementary school (grades 1-8)",72914,"(+/-3,147)",71354,"(+/-1,971)",67860,"(+/-1,870)",80354,"(+/-2,702)",73443,"(+/-2,629)",67332,"(+/-2,113)",69887,"(+/-1,790)",77653,"(+/-1,800)"
Education,"School Enrollment","High school (grades 9-12)",40575,"(+/-2,200)",35763,"(+/-1,626)",33268,"(+/-1,497)",42612,"(+/-1,692)",36237,"(+/-1,987)",38872,"(+/-1,704)",34599,"(+/-1,335)",38414,"(+/-1,807)"
Education,"School Enrollment","College or graduate school",39359,"(+/-3,051)",71330,"(+/-3,384)",66821,"(+/-3,415)",57768,"(+/-3,266)",47153,"(+/-2,975)",39477,"(+/-2,402)",27857,"(+/-2,217)",38767,"(+/-2,367)"
Education,"Educational Attainment","Population 25 years and over",493792,"(+/-4,041)",494775,"(+/-1,791)",473714,"(+/-2,792)",454897,"(+/-3,323)",502598,"(+/-3,773)",493649,"(+/-2,432)",505765,"(+/-2,486)",499807,"(+/-1,899)"
Education,"Educational Attainment","Less than 9th grade",12803,"(+/-1,779)",11908,"(+/-1,948)",13108,"(+/-1,590)",25191,"(+/-2,528)",10533,"(+/-1,788)",14815,"(+/-1,841)",15521,"(+/-1,462)",12400,"(+/-1,549)"
Education,"Educational Attainment","9th to 12th grade, no diploma",30939,"(+/-2,724)",20286,"(+/-1,958)",23996,"(+/-1,633)",44309,"(+/-2,358)",19143,"(+/-1,943)",27990,"(+/-2,019)",27686,"(+/-1,734)",24916,"(+/-2,017)"
Education,"Educational Attainment","High school graduate (includes equivalency)",153997,"(+/-5,344)",119073,"(+/-4,132)",160160,"(+/-4,151)",124635,"(+/-3,981)",134979,"(+/-4,971)",174029,"(+/-4,351)",180886,"(+/-4,064)",175869,"(+/-4,039)"
Education,"Educational Attainment","Some college, no degree",113046,"(+/-4,813)",96076,"(+/-4,600)",102869,"(+/-3,578)",106120,"(+/-4,583)",108750,"(+/-4,045)",102130,"(+/-3,727)",107700,"(+/-3,505)",99276,"(+/-4,229)"
Education,"Educational Attainment","Associate's degree",50390,"(+/-2,833)",49305,"(+/-3,202)",57721,"(+/-2,558)",31137,"(+/-2,181)",48885,"(+/-2,584)",53483,"(+/-2,048)",61380,"(+/-2,410)",59099,"(+/-3,098)"
Education,"Educational Attainment","Bachelor's degree",87900,"(+/-3,961)",121416,"(+/-5,413)",76613,"(+/-3,268)",81073,"(+/-4,182)",121416,"(+/-4,376)",85308,"(+/-3,438)",76853,"(+/-3,161)",91965,"(+/-3,649)"
Education,"Educational Attainment","Graduate or professional degree",44717,"(+/-2,643)",76711,"(+/-3,674)",39247,"(+/-2,331)",42432,"(+/-2,681)",58892,"(+/-3,069)",35894,"(+/-2,446)",35739,"(+/-2,069)",36282,"(+/-2,267)"
Education,"Educational Attainment","Percent high school graduate or higher",91.1,(+/-0.6),93.5,(+/-0.5),92.2,(+/-0.5),84.7,(+/-0.7),94.1,(+/-0.5),91.3,(+/-0.5),91.5,(+/-0.5),92.5,(+/-0.5)
Education,"Educational Attainment","Percent bachelor's degree or higher",26.9,(+/-1.0),40,(+/-1.1),24.5,(+/-0.8),27.2,(+/-1.0),35.9,(+/-0.9),24.6,(+/-0.7),22.3,(+/-0.7),25.7,(+/-0.8)
Topic,Subject,Title,"District 01 Value","District 01 Flag","District 02 Value","District 02 Flag","District 03 Value","District 03 Flag","District 04 Value","District 04 Flag","District 05 Value","District 05 Flag","District 06 Value","District 06 Flag","District 07 Value","District 07 Flag","District 08 Value","District 08 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors",243306,G,351650,G,273183,G,322886,G,399173,G,306734,G,248332,G,324374,G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",108,G,949,J,274,H,a,D,72,H,344,G,771,G,658,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",80,H,273,H,1046,H,a,D,316,G,330,G,681,G,414,H
Business,"Paid employees for pay period including March 12",Utilities,g,D,2004,G,1977,G,g,D,1611,J,1593,G,1353,J,2369,H
Business,"Paid employees for pay period including March 12",Construction,9325,G,15915,G,10155,G,6496,G,17832,G,15152,G,11130,G,14796,G
Business,"Paid employees for pay period including March 12",Manufacturing,49938,G,39593,G,50039,G,32788,G,69801,G,83596,G,57573,G,67596,G
Business,"Paid employees for pay period including March 12","Wholesale trade",12122,G,17047,G,10616,G,14532,G,24906,G,10483,G,9941,G,14339,G
Business,"Paid employees for pay period including March 12","Retail trade",39164,G,43699,G,38810,G,23531,G,48070,G,36885,G,39382,G,39773,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",12199,G,9021,G,16659,G,8521,G,11858,G,10699,G,12933,G,19638,H
Business,"Paid employees for pay period including March 12",Information,3142,H,17934,H,5084,G,7224,H,10696,G,3136,G,2360,G,6947,G
Business,"Paid employees for pay period including March 12","Finance and insurance",5950,G,26444,G,13746,G,30379,G,18849,G,11474,G,9964,G,17069,H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",2263,G,4854,G,2703,G,3777,G,4677,G,2152,G,1778,G,2936,H
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",6762,G,25027,G,8770,G,17004,G,19922,G,9832,G,6971,G,10900,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",7414,G,9059,G,7198,H,18809,G,17031,H,13379,G,2249,H,8641,G
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",12972,G,18511,G,12889,G,24673,G,27386,G,12585,G,8296,G,18457,G
Business,"Paid employees for pay period including March 12","Educational services",4051,H,5022,G,3266,G,16549,H,13272,G,6594,G,2030,G,4629,H
Business,"Paid employees for pay period including March 12","Health care and social assistance",34954,G,56674,G,45623,H,66340,G,59582,G,42601,G,42525,G,45428,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",4045,G,5755,G,4513,H,8336,G,5467,H,4701,G,3614,G,6393,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",26495,G,37494,G,28214,G,28746,G,30654,G,27705,G,24631,G,29515,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",11100,G,16334,G,11489,G,13356,G,17141,G,13465,G,10101,G,13827,G
Business,"Paid employees for pay period including March 12","Industries not classified",17,J,41,J,112,J,24,G,30,J,28,J,49,H,49,J
Business,"Annual payroll ($1,000)","Total for all sectors",10149299,G,17215236,G,10441034,G,17288136,G,19303708,G,13523007,G,9433245,G,13729476,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",2745,H,54941,J,11952,G,D,D,1536,G,15490,H,29632,G,29423,H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",4126,G,20467,G,87646,G,D,D,14135,G,22016,G,48062,G,20511,H
Business,"Annual payroll ($1,000)",Utilities,D,D,215389,G,149656,G,D,D,149987,J,169915,G,113135,H,274471,H
Business,"Annual payroll ($1,000)",Construction,591659,G,1045268,G,658477,G,442735,G,1223833,G,1071902,G,657393,G,912912,G
Business,"Annual payroll ($1,000)",Manufacturing,2723090,G,2108811,G,2351051,G,1923753,G,4271039,G,4573633,G,2666319,G,3443726,G
Business,"Annual payroll ($1,000)","Wholesale trade",718584,G,959132,G,517508,G,1040992,H,1607177,G,540590,G,490469,G,815627,G
Business,"Annual payroll ($1,000)","Retail trade",1090738,G,1246695,G,919100,G,580923,G,1247507,G,894519,G,986219,G,962368,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",503434,G,361540,G,691684,G,335206,G,542844,G,473703,G,504146,G,888929,H
Business,"Annual payroll ($1,000)",Information,114782,H,1535951,H,231151,G,527898,H,924192,H,131083,H,97631,G,331098,G
Business,"Annual payroll ($1,000)","Finance and insurance",361416,G,2010919,G,742255,G,2950883,H,1435177,G,675912,G,533265,G,1029926,H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",76280,G,205205,G,77132,G,174240,G,200732,G,62757,G,54076,G,96023,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",337287,G,1900951,G,407060,G,1349593,G,1289179,G,536389,G,351380,G,613046,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",837132,G,795780,G,414516,H,1958973,G,1041217,G,1214323,G,137699,H,676013,G
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",376598,G,563030,G,359999,G,947493,G,860766,G,399503,G,227866,G,499105,G
Business,"Annual payroll ($1,000)","Educational services",93041,H,117303,G,70956,G,493732,H,814791,H,146621,G,36331,G,124469,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1488715,G,2815355,G,2057910,H,3058724,G,2648523,G,1838960,G,1875652,G,2014709,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",75093,G,112960,G,65313,H,417172,G,92721,G,80249,G,57965,G,264929,H
Business,"Annual payroll ($1,000)","Accommodation and food services",376404,G,625282,G,354312,G,448151,G,427471,G,373265,G,353711,G,410870,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",263809,G,519586,G,272600,G,421077,G,510266,G,301776,G,211641,G,320663,G
Business,"Annual payroll ($1,000)","Industries not classified",208,J,671,G,756,G,541,G,615,H,401,G,653,G,658,G
Business,"Total Establishments","Total for all sectors",15016,X,18901,X,16895,X,13279,X,21113,X,16672,X,18959,X,18182,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",26,X,50,X,80,X,2,X,23,X,48,X,251,X,73,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",8,X,19,X,39,X,2,X,13,X,28,X,42,X,23,X
Business,"Total Establishments",Utilities,17,X,21,X,59,X,15,X,28,X,36,X,87,X,40,X
Business,"Total Establishments",Construction,1607,X,1786,X,1619,X,577,X,2102,X,1630,X,2225,X,1968,X
Business,"Total Establishments",Manufacturing,1050,X,854,X,946,X,664,X,1503,X,1277,X,1273,X,1254,X
Business,"Total Establishments","Wholesale trade",732,X,932,X,711,X,602,X,1443,X,785,X,748,X,917,X
Business,"Total Establishments","Retail trade",2189,X,2466,X,2455,X,1745,X,2573,X,2302,X,2798,X,2584,X
Business,"Total Establishments","Transportation and warehousing",655,X,556,X,791,X,403,X,592,X,712,X,949,X,754,X
Business,"Total Establishments",Information,157,X,419,X,296,X,193,X,328,X,213,X,277,X,266,X
Business,"Total Establishments","Finance and insurance",822,X,1247,X,1137,X,750,X,1562,X,1093,X,1049,X,1261,X
Business,"Total Establishments","Real estate and rental and leasing",475,X,841,X,582,X,562,X,688,X,484,X,557,X,533,X
Business,"Total Establishments","Professional, scientific, and technical services",1128,X,2229,X,1121,X,1373,X,2057,X,1186,X,1153,X,1273,X
Business,"Total Establishments","Management of companies and enterprises",80,X,143,X,116,X,173,X,195,X,126,X,68,X,149,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",905,X,970,X,663,X,878,X,1204,X,747,X,728,X,870,X
Business,"Total Establishments","Educational services",173,X,269,X,163,X,270,X,259,X,165,X,139,X,190,X
Business,"Total Establishments","Health care and social assistance",1646,X,1720,X,1799,X,1980,X,2583,X,1916,X,1799,X,1801,X
Business,"Total Establishments","Arts, entertainment, and recreation",279,X,414,X,321,X,197,X,360,X,354,X,408,X,382,X
Business,"Total Establishments","Accommodation and food services",1516,X,1945,X,1937,X,1410,X,1630,X,1677,X,2352,X,1992,X
Business,"Total Establishments","Other services (except public administration)",1537,X,1978,X,1944,X,1458,X,1941,X,1865,X,2009,X,1828,X
Business,"Total Establishments","Industries not classified",14,X,42,X,116,X,25,X,29,X,28,X,47,X,24,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
