Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",8020,"(+/-1,900)",8625,"(+/-1,941)",8280,"(+/-2,088)",6250,"(+/-1,597)",12115,"(+/-2,219)",5920,"(+/-1,628)",5405,"(+/-1,510)",4760,"(+/-1,289)",9645,"(+/-2,099)",8995,"(+/-1,952)",7945,"(+/-2,147)",7420,"(+/-1,956)",5465,"(+/-1,446)",6170,"(+/-1,405)",8860,"(+/-2,172)",6885,"(+/-1,700)",6830,"(+/-2,002)",5765,"(+/-1,887)",5955,"(+/-1,492)",6960,"(+/-1,673)",4570,"(+/-1,241)",4710,"(+/-1,476)",4880,"(+/-1,454)",4725,"(+/-1,100)",4650,"(+/-1,422)",8665,"(+/-2,276)",2345,(+/-868)
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",433470,"(+/-3,660)",392815,"(+/-7,744)",441250,"(+/-6,613)",466300,"(+/-7,352)",457825,"(+/-9,043)",416515,"(+/-4,847)",488370,"(+/-9,426)",416235,"(+/-3,424)",491425,"(+/-11,570)",509200,"(+/-11,779)",347700,"(+/-7,740)",417915,"(+/-5,659)",434100,"(+/-5,436)",494200,"(+/-7,914)",448635,"(+/-11,565)",423305,"(+/-7,719)",374890,"(+/-8,958)",419265,"(+/-6,333)",410120,"(+/-8,149)",482640,"(+/-11,687)",408775,"(+/-7,067)",452320,"(+/-8,169)",461215,"(+/-7,654)",468260,"(+/-10,240)",454765,"(+/-11,071)",500110,"(+/-11,648)",476560,"(+/-10,178)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",54055,"(+/-3,277)",55840,"(+/-4,122)",49595,"(+/-4,375)",45550,"(+/-4,908)",66380,"(+/-4,748)",51015,"(+/-4,034)",36890,"(+/-4,096)",48600,"(+/-4,765)",55435,"(+/-4,492)",45595,"(+/-3,932)",50605,"(+/-4,851)",48455,"(+/-3,317)",47955,"(+/-3,555)",47545,"(+/-3,467)",48615,"(+/-4,324)",40600,"(+/-4,184)",46195,"(+/-3,837)",36945,"(+/-4,293)",38920,"(+/-3,664)",43510,"(+/-4,470)",32630,"(+/-3,116)",32860,"(+/-3,677)",29515,"(+/-2,790)",41670,"(+/-3,689)",29065,"(+/-3,765)",36300,"(+/-3,684)",26310,"(+/-3,625)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",119965,"(+/-1,666)",126275,"(+/-3,570)",110865,"(+/-3,133)",116565,"(+/-3,681)",84865,"(+/-3,383)",180115,"(+/-3,396)",100165,"(+/-3,600)",175765,"(+/-1,331)",123425,"(+/-4,736)",83395,"(+/-3,711)",266865,"(+/-4,545)",174625,"(+/-4,212)",153435,"(+/-4,132)",91915,"(+/-3,734)",112455,"(+/-5,126)",198330,"(+/-4,513)",224685,"(+/-4,558)",180975,"(+/-4,283)",226300,"(+/-4,545)",100695,"(+/-4,810)",190590,"(+/-4,224)",144135,"(+/-5,529)",119210,"(+/-5,082)",100765,"(+/-4,633)",136500,"(+/-6,017)",105535,"(+/-5,181)",130165,"(+/-5,258)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",45105,"(+/-2,614)",52280,"(+/-3,639)",39880,"(+/-2,750)",43410,"(+/-3,108)",35375,"(+/-2,815)",60800,"(+/-2,998)",31200,"(+/-2,654)",57600,"(+/-3,345)",45195,"(+/-3,699)",30735,"(+/-3,025)",87860,"(+/-4,717)",62280,"(+/-3,378)",51895,"(+/-2,957)",36430,"(+/-3,136)",39775,"(+/-3,048)",56420,"(+/-3,063)",69145,"(+/-4,206)",59405,"(+/-4,102)",59775,"(+/-3,643)",38500,"(+/-3,586)",65090,"(+/-3,697)",44015,"(+/-3,211)",36530,"(+/-3,663)",36490,"(+/-2,852)",37360,"(+/-4,025)",34550,"(+/-3,002)",44140,"(+/-3,293)"
People,"Residence 1 Year Ago","Population 1 year and over",744445,"(+/-1,723)",697345,"(+/-9,380)",721040,"(+/-7,845)",744265,"(+/-10,714)",730585,"(+/-12,166)",726685,"(+/-7,790)",735750,"(+/-13,003)",723105,"(+/-4,122)",808595,"(+/-15,218)",777505,"(+/-15,925)",738680,"(+/-9,426)",735015,"(+/-7,972)",715160,"(+/-7,492)",749325,"(+/-11,254)",731415,"(+/-18,118)",776420,"(+/-10,971)",738365,"(+/-12,035)",742105,"(+/-9,085)",769135,"(+/-11,336)",773330,"(+/-14,736)",736075,"(+/-10,487)",732755,"(+/-10,792)",728250,"(+/-8,467)",730080,"(+/-16,133)",745170,"(+/-14,340)",787090,"(+/-15,725)",730695,"(+/-13,975)"
People,"Residence 1 Year Ago","Same house",590060,"(+/-11,162)",573175,"(+/-12,237)",581405,"(+/-11,046)",609015,"(+/-14,390)",575320,"(+/-12,908)",636435,"(+/-10,403)",615795,"(+/-14,627)",608625,"(+/-8,825)",672475,"(+/-20,279)",631815,"(+/-17,298)",627275,"(+/-10,718)",640570,"(+/-9,161)",603350,"(+/-9,329)",612115,"(+/-12,046)",592560,"(+/-16,822)",644380,"(+/-12,179)",638895,"(+/-13,524)",630490,"(+/-12,210)",651660,"(+/-13,244)",637925,"(+/-14,038)",607830,"(+/-12,827)",603510,"(+/-12,687)",619235,"(+/-11,117)",629940,"(+/-17,707)",660970,"(+/-14,969)",690915,"(+/-17,586)",646640,"(+/-14,445)"
People,"Residence 1 Year Ago","Different house in the U.S.",150645,"(+/-10,861)",121710,"(+/-8,839)",135445,"(+/-10,025)",128310,"(+/-9,916)",152080,"(+/-10,537)",84660,"(+/-6,818)",114680,"(+/-9,281)",110080,"(+/-7,932)",122075,"(+/-12,270)",132265,"(+/-10,591)",109165,"(+/-9,713)",90470,"(+/-7,906)",105515,"(+/-7,444)",127540,"(+/-9,076)",132740,"(+/-9,646)",127180,"(+/-9,815)",94575,"(+/-7,666)",104090,"(+/-7,940)",109830,"(+/-8,315)",121870,"(+/-11,691)",117230,"(+/-7,952)",117525,"(+/-9,328)",93815,"(+/-8,004)",90505,"(+/-9,760)",72185,"(+/-7,493)",85290,"(+/-8,905)",72280,"(+/-7,349)"
People,"Residence 1 Year Ago","Same county",72555,"(+/-7,276)",55420,"(+/-6,602)",64280,"(+/-8,131)",71085,"(+/-7,183)",104910,"(+/-9,208)",44605,"(+/-5,685)",56210,"(+/-7,007)",57045,"(+/-7,371)",69090,"(+/-9,125)",89790,"(+/-9,415)",53435,"(+/-8,246)",48090,"(+/-6,035)",68190,"(+/-6,446)",81995,"(+/-6,706)",84180,"(+/-9,170)",68625,"(+/-8,406)",48940,"(+/-6,604)",50425,"(+/-6,338)",63540,"(+/-7,069)",89740,"(+/-10,637)",75050,"(+/-6,728)",80275,"(+/-9,101)",64670,"(+/-6,899)",71840,"(+/-7,925)",51975,"(+/-5,922)",65160,"(+/-8,388)",55585,"(+/-6,333)"
People,"Residence 1 Year Ago","Different county",78090,"(+/-8,029)",66290,"(+/-4,802)",71165,"(+/-7,253)",57225,"(+/-7,313)",47170,"(+/-5,428)",40055,"(+/-4,447)",58465,"(+/-7,133)",53035,"(+/-5,869)",52985,"(+/-7,289)",42475,"(+/-6,434)",55730,"(+/-6,022)",42380,"(+/-4,783)",37325,"(+/-4,217)",45545,"(+/-5,682)",48565,"(+/-6,219)",58555,"(+/-6,393)",45635,"(+/-4,901)",53665,"(+/-6,198)",46290,"(+/-5,140)",32130,"(+/-5,169)",42180,"(+/-5,313)",37250,"(+/-4,563)",29150,"(+/-4,709)",18665,"(+/-4,038)",20210,"(+/-5,131)",20130,"(+/-3,180)",16695,"(+/-3,033)"
People,"Residence 1 Year Ago","Same state",29815,"(+/-4,995)",43545,"(+/-3,678)",50055,"(+/-5,820)",29805,"(+/-5,698)",30715,"(+/-4,254)",19550,"(+/-3,292)",42435,"(+/-5,718)",21995,"(+/-3,541)",31125,"(+/-5,245)",18280,"(+/-3,870)",26315,"(+/-4,432)",20635,"(+/-3,461)",12585,"(+/-2,181)",25965,"(+/-4,183)",24885,"(+/-4,331)",24970,"(+/-4,336)",19255,"(+/-2,943)",30020,"(+/-4,492)",13485,"(+/-2,877)",22295,"(+/-4,867)",19825,"(+/-3,992)",19460,"(+/-3,847)",15140,"(+/-4,238)",13425,"(+/-3,649)",9480,"(+/-3,970)",10495,"(+/-2,554)",6575,"(+/-2,108)"
People,"Residence 1 Year Ago","Different state",48275,"(+/-6,545)",22745,"(+/-3,130)",21110,"(+/-4,765)",27420,"(+/-3,877)",16450,"(+/-3,933)",20510,"(+/-3,262)",16030,"(+/-4,405)",31045,"(+/-5,312)",21860,"(+/-4,537)",24195,"(+/-5,330)",29415,"(+/-5,751)",21745,"(+/-3,788)",24740,"(+/-3,740)",19575,"(+/-3,950)",23680,"(+/-4,347)",33585,"(+/-4,860)",26380,"(+/-4,325)",23650,"(+/-4,273)",32805,"(+/-4,225)",9840,"(+/-2,384)",22355,"(+/-3,950)",17790,"(+/-2,712)",14005,"(+/-3,116)",5240,"(+/-1,641)",10730,"(+/-3,085)",9640,"(+/-2,954)",10125,"(+/-2,209)"
People,"Residence 1 Year Ago",Abroad,3740,"(+/-1,515)",2455,(+/-910),4195,"(+/-1,533)",6940,"(+/-3,077)",3185,"(+/-1,146)",5585,"(+/-1,876)",5280,"(+/-2,193)",4405,"(+/-1,376)",14040,"(+/-4,088)",13425,"(+/-4,087)",2240,"(+/-1,060)",3975,"(+/-1,235)",6295,"(+/-1,608)",9665,"(+/-2,294)",6115,"(+/-2,764)",4855,"(+/-1,705)",4895,"(+/-1,605)",7525,"(+/-2,309)",7645,"(+/-1,716)",13535,"(+/-3,617)",11015,"(+/-3,429)",11725,"(+/-2,914)",15200,"(+/-3,807)",9630,"(+/-2,610)",12020,"(+/-3,884)",10885,"(+/-2,825)",11775,"(+/-2,634)"
Workers,"Employment Status","Population 16 years and over",609465,"(+/-2,153)",576405,"(+/-7,712)",592810,"(+/-7,376)",612765,"(+/-8,820)",586295,"(+/-9,733)",618585,"(+/-5,954)",611685,"(+/-9,657)",613470,"(+/-3,717)",645285,"(+/-12,348)",619435,"(+/-12,941)",643275,"(+/-8,359)",617915,"(+/-6,227)",610320,"(+/-6,012)",610710,"(+/-8,751)",588270,"(+/-13,879)",647370,"(+/-9,153)",630055,"(+/-9,957)",622805,"(+/-8,254)",658540,"(+/-8,972)",617555,"(+/-13,887)",619325,"(+/-8,199)",620225,"(+/-8,818)",596645,"(+/-8,023)",595305,"(+/-12,114)",614325,"(+/-11,846)",636265,"(+/-12,718)",625080,"(+/-12,099)"
Workers,"Employment Status","In labor force",372420,"(+/-6,804)",304910,"(+/-9,442)",331135,"(+/-7,202)",397760,"(+/-8,855)",357405,"(+/-9,534)",314385,"(+/-6,788)",394950,"(+/-8,725)",325840,"(+/-6,513)",382815,"(+/-11,972)",428050,"(+/-11,961)",256485,"(+/-8,269)",338480,"(+/-8,251)",359690,"(+/-7,189)",404410,"(+/-7,960)",357435,"(+/-10,044)",349050,"(+/-8,429)",287590,"(+/-8,906)",350640,"(+/-8,656)",331050,"(+/-9,090)",402420,"(+/-10,299)",356955,"(+/-8,113)",401210,"(+/-8,317)",398565,"(+/-8,492)",362375,"(+/-9,961)",365485,"(+/-10,591)",391665,"(+/-9,883)",399070,"(+/-10,138)"
Workers,"Employment Status","Civilian labor force",351035,"(+/-7,289)",301485,"(+/-9,261)",328930,"(+/-7,402)",387435,"(+/-8,390)",355350,"(+/-9,494)",314085,"(+/-6,793)",393725,"(+/-8,861)",324060,"(+/-6,620)",382475,"(+/-11,935)",428050,"(+/-11,961)",256425,"(+/-8,273)",337865,"(+/-8,290)",358950,"(+/-7,174)",401620,"(+/-7,849)",356155,"(+/-9,971)",347005,"(+/-8,204)",287450,"(+/-8,899)",350475,"(+/-8,665)",330545,"(+/-9,028)",402385,"(+/-10,301)",356955,"(+/-8,113)",400660,"(+/-8,314)",398215,"(+/-8,505)",362300,"(+/-9,970)",365295,"(+/-10,610)",390495,"(+/-9,857)",398855,"(+/-10,152)"
Workers,"Employment Status",Employed,325495,"(+/-7,619)",276760,"(+/-8,478)",300210,"(+/-7,591)",366545,"(+/-8,380)",321655,"(+/-8,663)",294850,"(+/-6,895)",366905,"(+/-9,407)",302035,"(+/-7,071)",355015,"(+/-11,905)",401735,"(+/-11,851)",234655,"(+/-7,976)",316970,"(+/-8,039)",338100,"(+/-7,181)",371700,"(+/-8,092)",331610,"(+/-10,029)",326015,"(+/-7,864)",264510,"(+/-8,472)",330275,"(+/-8,203)",309475,"(+/-9,285)",359180,"(+/-9,806)",332010,"(+/-9,017)",370360,"(+/-8,714)",375600,"(+/-8,409)",327980,"(+/-9,744)",343520,"(+/-10,260)",367075,"(+/-9,184)",379980,"(+/-9,736)"
Workers,"Employment Status",Unemployed,25540,"(+/-3,398)",24725,"(+/-3,542)",28720,"(+/-3,495)",20890,"(+/-2,497)",33695,"(+/-3,794)",19235,"(+/-2,601)",26820,"(+/-4,049)",22025,"(+/-3,260)",27460,"(+/-2,976)",26310,"(+/-3,229)",21770,"(+/-3,072)",20900,"(+/-2,473)",20850,"(+/-2,535)",29920,"(+/-3,253)",24545,"(+/-2,889)",20990,"(+/-2,665)",22940,"(+/-2,902)",20200,"(+/-3,428)",21075,"(+/-2,826)",43205,"(+/-4,770)",24950,"(+/-3,257)",30305,"(+/-3,496)",22615,"(+/-2,856)",34315,"(+/-3,663)",21775,"(+/-3,252)",23420,"(+/-2,819)",18875,"(+/-2,710)"
Workers,"Employment Status","Armed Forces",21385,"(+/-2,469)",3425,"(+/-1,258)",2205,"(+/-1,154)",10325,"(+/-2,085)",2055,"(+/-1,080)",300,(+/-220),1225,(+/-778),1780,(+/-617),340,(+/-232),0,(+/-217),60,(+/-101),615,(+/-371),745,(+/-376),2790,(+/-622),1280,(+/-471),2045,(+/-934),140,(+/-150),165,(+/-298),505,(+/-401),35,(+/-59),0,(+/-217),545,(+/-447),350,(+/-219),75,(+/-89),190,(+/-184),1170,(+/-552),215,(+/-206)
Workers,"Employment Status","Not in labor force",237045,"(+/-6,551)",271495,"(+/-7,445)",261675,"(+/-7,638)",215005,"(+/-7,935)",228890,"(+/-8,019)",304200,"(+/-5,766)",216735,"(+/-8,158)",287630,"(+/-6,619)",262470,"(+/-9,824)",191385,"(+/-8,314)",386790,"(+/-8,110)",279435,"(+/-7,904)",250625,"(+/-6,038)",206300,"(+/-5,753)",230835,"(+/-9,341)",298325,"(+/-8,164)",342470,"(+/-9,085)",272160,"(+/-7,452)",327490,"(+/-9,386)",215135,"(+/-7,631)",262365,"(+/-6,840)",219015,"(+/-6,341)",198080,"(+/-7,267)",232935,"(+/-9,520)",248840,"(+/-7,917)",244605,"(+/-8,892)",226015,"(+/-9,608)"
Workers,"Employment Status","Civilian labor force",351035,"(+/-7,289)",301485,"(+/-9,261)",328930,"(+/-7,402)",387435,"(+/-8,390)",355350,"(+/-9,494)",314085,"(+/-6,793)",393725,"(+/-8,861)",324060,"(+/-6,620)",382475,"(+/-11,935)",428050,"(+/-11,961)",256425,"(+/-8,273)",337865,"(+/-8,290)",358950,"(+/-7,174)",401620,"(+/-7,849)",356155,"(+/-9,971)",347005,"(+/-8,204)",287450,"(+/-8,899)",350475,"(+/-8,665)",330545,"(+/-9,028)",402385,"(+/-10,301)",356955,"(+/-8,113)",400660,"(+/-8,314)",398215,"(+/-8,505)",362300,"(+/-9,970)",365295,"(+/-10,610)",390495,"(+/-9,857)",398855,"(+/-10,152)"
Workers,"Employment Status","Unemployment Rate",7.3,(+/-1.0),8.2,(+/-1.1),8.7,(+/-1.0),5.4,(+/-0.6),9.5,(+/-1.0),6.1,(+/-0.8),6.8,(+/-1.0),6.8,(+/-1.0),7.2,(+/-0.8),6.1,(+/-0.7),8.5,(+/-1.2),6.2,(+/-0.7),5.8,(+/-0.7),7.4,(+/-0.8),6.9,(+/-0.8),6,(+/-0.7),8,(+/-1.0),5.8,(+/-0.9),6.4,(+/-0.9),10.7,(+/-1.1),7,(+/-0.9),7.6,(+/-0.9),5.7,(+/-0.7),9.5,(+/-1.0),6,(+/-0.9),6,(+/-0.7),4.7,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over",342745,"(+/-7,253)",274850,"(+/-8,466)",296335,"(+/-7,462)",369520,"(+/-8,761)",316165,"(+/-8,788)",290765,"(+/-6,905)",363370,"(+/-9,297)",298175,"(+/-7,238)",349015,"(+/-12,047)",396505,"(+/-11,664)",228260,"(+/-7,813)",313005,"(+/-7,683)",332990,"(+/-7,011)",369070,"(+/-8,189)",328385,"(+/-10,209)",322020,"(+/-8,185)",259415,"(+/-8,465)",324855,"(+/-8,304)",303040,"(+/-9,120)",351230,"(+/-9,814)",325860,"(+/-9,168)",363510,"(+/-8,729)",369045,"(+/-8,293)",320345,"(+/-9,698)",337885,"(+/-10,273)",360265,"(+/-9,088)",373485,"(+/-9,574)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",271665,"(+/-8,099)",221330,"(+/-7,587)",238685,"(+/-7,882)",305830,"(+/-8,520)",250715,"(+/-8,477)",239345,"(+/-6,292)",298545,"(+/-9,111)",240215,"(+/-7,889)",285305,"(+/-11,137)",313185,"(+/-10,398)",186590,"(+/-8,133)",251935,"(+/-7,010)",258390,"(+/-7,642)",290590,"(+/-7,471)",270010,"(+/-9,616)",256870,"(+/-7,710)",212845,"(+/-8,134)",257890,"(+/-8,844)",237245,"(+/-7,449)",274575,"(+/-9,289)",261760,"(+/-8,600)",281375,"(+/-8,085)",298600,"(+/-8,063)",243270,"(+/-8,773)",268025,"(+/-10,788)",288160,"(+/-9,212)",272915,"(+/-9,678)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",34755,"(+/-3,738)",28605,"(+/-3,087)",25635,"(+/-3,613)",29650,"(+/-3,414)",32885,"(+/-4,122)",22605,"(+/-3,363)",27335,"(+/-3,253)",24360,"(+/-3,523)",32355,"(+/-4,162)",37215,"(+/-3,786)",18490,"(+/-2,376)",26135,"(+/-2,812)",27825,"(+/-2,620)",33010,"(+/-3,507)",31080,"(+/-3,652)",25675,"(+/-3,008)",20875,"(+/-3,062)",34660,"(+/-4,596)",32130,"(+/-3,643)",38325,"(+/-4,922)",30270,"(+/-2,938)",30110,"(+/-4,368)",29625,"(+/-2,988)",24400,"(+/-2,643)",31305,"(+/-3,617)",35810,"(+/-3,954)",29590,"(+/-4,552)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1450,(+/-717),2505,(+/-717),5875,"(+/-1,244)",3525,"(+/-1,359)",7735,"(+/-1,649)",2320,(+/-739),6580,"(+/-1,838)",1430,(+/-726),4245,"(+/-1,890)",15675,"(+/-2,846)",665,(+/-591),980,(+/-515),7335,"(+/-1,755)",8550,"(+/-1,882)",1950,(+/-872),4705,"(+/-1,602)",3150,"(+/-1,377)",1550,(+/-625),2855,"(+/-1,238)",17405,"(+/-2,999)",5385,"(+/-1,579)",7295,"(+/-1,559)",6600,"(+/-1,389)",26745,"(+/-3,315)",11190,"(+/-3,636)",11660,"(+/-2,271)",26280,"(+/-3,475)"
Workers,"Commuting to Work",Walked,6320,"(+/-1,748)",5315,"(+/-1,373)",6085,"(+/-2,177)",4595,"(+/-1,247)",5990,"(+/-1,896)",3830,"(+/-1,461)",4065,"(+/-1,010)",3325,"(+/-1,040)",2490,(+/-886),2290,(+/-834),2210,(+/-959),3055,(+/-886),5980,"(+/-1,381)",6090,"(+/-1,353)",3245,(+/-764),4145,"(+/-1,258)",2305,(+/-841),6165,"(+/-1,500)",3790,"(+/-1,459)",3185,(+/-962),3180,(+/-905),7625,"(+/-1,728)",3940,"(+/-1,047)",6130,"(+/-1,366)",4190,"(+/-1,332)",2775,(+/-867),13825,"(+/-2,494)"
Workers,"Commuting to Work","Other means",6015,"(+/-1,287)",4070,(+/-795),8235,"(+/-1,784)",7915,"(+/-1,882)",7550,"(+/-1,750)",7805,"(+/-1,650)",4230,(+/-954),9490,"(+/-2,145)",7560,"(+/-1,851)",9310,"(+/-2,559)",6275,"(+/-1,802)",5390,"(+/-1,182)",13000,"(+/-2,416)",7115,"(+/-1,599)",4015,(+/-863),7970,"(+/-1,746)",3530,(+/-965),6175,"(+/-1,784)",7170,"(+/-1,550)",7290,"(+/-2,146)",5455,"(+/-1,416)",9625,"(+/-2,186)",6700,"(+/-1,612)",9585,"(+/-1,829)",3935,"(+/-1,233)",9280,"(+/-1,648)",9755,"(+/-2,099)"
Workers,"Commuting to Work","Worked at home",22540,"(+/-2,954)",13020,"(+/-1,988)",11825,"(+/-2,094)",18005,"(+/-2,925)",11290,"(+/-1,986)",14860,"(+/-1,911)",22620,"(+/-2,277)",19350,"(+/-3,159)",17060,"(+/-3,034)",18830,"(+/-3,657)",14030,"(+/-2,666)",25505,"(+/-2,833)",20465,"(+/-2,527)",23720,"(+/-2,728)",18085,"(+/-2,331)",22655,"(+/-2,554)",16705,"(+/-2,944)",18415,"(+/-3,213)",19855,"(+/-2,880)",10450,"(+/-1,945)",19810,"(+/-2,083)",27480,"(+/-2,722)",23575,"(+/-3,047)",10210,"(+/-2,175)",19240,"(+/-3,159)",12575,"(+/-2,366)",21125,"(+/-2,364)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.8,(+/-0.6),25.3,(+/-0.9),26.9,(+/-0.8),25,(+/-0.7),24.5,(+/-0.6),26,(+/-0.7),26.4,(+/-0.6),23.7,(+/-0.8),29.2,(+/-0.8),27.2,(+/-0.7),27.4,(+/-1.2),29.6,(+/-0.7),23.8,(+/-0.7),26.3,(+/-0.7),26.3,(+/-0.5),26.7,(+/-0.9),25.2,(+/-0.7),26.8,(+/-1.0),25.2,(+/-0.7),28.2,(+/-0.8),26,(+/-0.6),25,(+/-0.6),28.7,(+/-0.7),31.1,(+/-0.7),28.4,(+/-0.7),35,(+/-0.7),30,(+/-0.7)
Workers,Occupation,"Civilian employed population 16 years and over",325495,"(+/-7,619)",276760,"(+/-8,478)",300210,"(+/-7,591)",366545,"(+/-8,380)",321655,"(+/-8,663)",294850,"(+/-6,895)",366905,"(+/-9,407)",302035,"(+/-7,071)",355015,"(+/-11,905)",401735,"(+/-11,851)",234655,"(+/-7,976)",316970,"(+/-8,039)",338100,"(+/-7,181)",371700,"(+/-8,092)",331610,"(+/-10,029)",326015,"(+/-7,864)",264510,"(+/-8,472)",330275,"(+/-8,203)",309475,"(+/-9,285)",359180,"(+/-9,806)",332010,"(+/-9,017)",370360,"(+/-8,714)",375600,"(+/-8,409)",327980,"(+/-9,744)",343520,"(+/-10,260)",367075,"(+/-9,184)",379980,"(+/-9,736)"
Workers,Occupation,"Management, business, science, and arts occupations",109915,"(+/-4,787)",94800,"(+/-4,797)",113980,"(+/-6,166)",162465,"(+/-6,240)",95055,"(+/-4,736)",95755,"(+/-6,021)",157275,"(+/-6,275)",109195,"(+/-5,730)",102495,"(+/-8,282)",136020,"(+/-8,288)",67890,"(+/-5,119)",118735,"(+/-5,930)",123470,"(+/-5,522)",145310,"(+/-6,740)",115425,"(+/-6,170)",115115,"(+/-4,773)",72125,"(+/-4,447)",112530,"(+/-5,550)",97615,"(+/-5,424)",97395,"(+/-5,692)",124940,"(+/-5,648)",142465,"(+/-6,311)",154750,"(+/-7,521)",80845,"(+/-4,517)",89310,"(+/-5,100)",107595,"(+/-6,153)",155205,"(+/-6,712)"
Workers,Occupation,"Service occupations",69710,"(+/-5,442)",56300,"(+/-4,042)",59500,"(+/-5,349)",54095,"(+/-4,176)",71675,"(+/-5,148)",60240,"(+/-4,946)",57600,"(+/-4,400)",61145,"(+/-3,680)",87630,"(+/-6,942)",89640,"(+/-6,339)",52710,"(+/-4,230)",54975,"(+/-3,574)",63215,"(+/-4,522)",70230,"(+/-5,188)",56615,"(+/-4,624)",61220,"(+/-4,736)",53890,"(+/-4,486)",71760,"(+/-5,655)",66475,"(+/-5,568)",90190,"(+/-6,535)",69860,"(+/-5,134)",70210,"(+/-6,007)",59340,"(+/-5,427)",86175,"(+/-6,703)",67915,"(+/-5,948)",75595,"(+/-5,865)",73300,"(+/-5,853)"
Workers,Occupation,"Sales and office occupations",84645,"(+/-5,206)",67930,"(+/-4,501)",72235,"(+/-4,795)",96825,"(+/-5,968)",92210,"(+/-5,622)",80625,"(+/-4,449)",103880,"(+/-6,326)",78570,"(+/-5,370)",94020,"(+/-6,471)",107430,"(+/-6,602)",64680,"(+/-4,479)",90100,"(+/-5,042)",94200,"(+/-5,468)",98500,"(+/-6,161)",95775,"(+/-5,799)",85430,"(+/-5,249)",72500,"(+/-4,732)",88770,"(+/-6,152)",85545,"(+/-5,643)",95665,"(+/-6,128)",84160,"(+/-5,429)",98460,"(+/-4,568)",108415,"(+/-5,883)",88875,"(+/-5,428)",92340,"(+/-5,314)",111545,"(+/-5,968)",90435,"(+/-5,765)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",30405,"(+/-3,674)",29630,"(+/-3,075)",26465,"(+/-3,779)",23895,"(+/-3,256)",27630,"(+/-2,877)",31640,"(+/-2,697)",21210,"(+/-3,232)",25505,"(+/-2,920)",30690,"(+/-3,542)",27945,"(+/-3,124)",23200,"(+/-2,505)",25340,"(+/-2,367)",26100,"(+/-2,990)",30920,"(+/-3,296)",31410,"(+/-4,237)",33645,"(+/-4,027)",36515,"(+/-3,236)",33135,"(+/-3,845)",33670,"(+/-3,311)",36585,"(+/-4,132)",29075,"(+/-3,210)",31290,"(+/-4,265)",24995,"(+/-3,447)",30220,"(+/-2,655)",48040,"(+/-3,999)",42965,"(+/-3,880)",32600,"(+/-4,127)"
Workers,Occupation,"Production, transportation, and material moving occupations",30825,"(+/-3,153)",28100,"(+/-3,313)",28030,"(+/-3,397)",29260,"(+/-3,230)",35085,"(+/-3,654)",26590,"(+/-2,719)",26945,"(+/-3,200)",27625,"(+/-3,300)",40180,"(+/-4,099)",40700,"(+/-4,385)",26175,"(+/-2,915)",27815,"(+/-2,482)",31115,"(+/-2,578)",26735,"(+/-3,186)",32385,"(+/-3,349)",30605,"(+/-3,084)",29485,"(+/-3,257)",24080,"(+/-2,805)",26165,"(+/-2,966)",39345,"(+/-4,066)",23970,"(+/-2,663)",27935,"(+/-3,332)",28100,"(+/-3,097)",41870,"(+/-4,013)",45920,"(+/-3,948)",29375,"(+/-3,064)",28435,"(+/-2,890)"
Workers,Industry,"Civilian employed population 16 years and over",325495,"(+/-7,619)",276760,"(+/-8,478)",300210,"(+/-7,591)",366545,"(+/-8,380)",321655,"(+/-8,663)",294850,"(+/-6,895)",366905,"(+/-9,407)",302035,"(+/-7,071)",355015,"(+/-11,905)",401735,"(+/-11,851)",234655,"(+/-7,976)",316970,"(+/-8,039)",338100,"(+/-7,181)",371700,"(+/-8,092)",331610,"(+/-10,029)",326015,"(+/-7,864)",264510,"(+/-8,472)",330275,"(+/-8,203)",309475,"(+/-9,285)",359180,"(+/-9,806)",332010,"(+/-9,017)",370360,"(+/-8,714)",375600,"(+/-8,409)",327980,"(+/-9,744)",343520,"(+/-10,260)",367075,"(+/-9,184)",379980,"(+/-9,736)"
