Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
Workers,Industry,"Civilian employed population 16 years and over",299695,"(+/-9,355)",290095,"(+/-7,837)",341262,"(+/-8,995)",343803,"(+/-10,469)",423185,"(+/-8,884)",379280,"(+/-8,494)",335417,"(+/-10,490)",380785,"(+/-8,115)",360866,"(+/-10,157)",349179,"(+/-6,849)",369956,"(+/-8,255)",306069,"(+/-7,038)",327853,"(+/-6,881)",380665,"(+/-7,488)",317256,"(+/-4,958)",331962,"(+/-5,025)",313461,"(+/-4,789)",345735,"(+/-6,413)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",489,(+/-271),1081,(+/-562),1087,(+/-630),1056,(+/-504),346,(+/-233),923,(+/-376),753,(+/-491),1129,(+/-573),771,(+/-579),622,(+/-348),1959,(+/-826),5869,"(+/-1,034)",7253,"(+/-1,093)",3294,(+/-919),15566,"(+/-1,442)",10274,"(+/-1,570)",5772,(+/-932),10938,"(+/-1,211)"
Workers,Industry,Construction,16171,"(+/-1,986)",13015,"(+/-1,884)",25236,"(+/-3,212)",20652,"(+/-2,356)",20082,"(+/-2,504)",18349,"(+/-1,789)",8810,"(+/-1,625)",20760,"(+/-2,699)",14415,"(+/-2,301)",16399,"(+/-2,085)",21168,"(+/-2,754)",18022,"(+/-2,326)",16302,"(+/-2,002)",26207,"(+/-2,869)",19890,"(+/-1,835)",19831,"(+/-1,797)",17758,"(+/-1,872)",17493,"(+/-1,826)"
Workers,Industry,Manufacturing,21641,"(+/-2,516)",31121,"(+/-3,165)",36221,"(+/-3,394)",51153,"(+/-3,845)",33244,"(+/-2,998)",49119,"(+/-3,612)",27280,"(+/-2,856)",58894,"(+/-4,782)",28893,"(+/-3,002)",53371,"(+/-4,217)",45045,"(+/-3,826)",34497,"(+/-2,747)",32469,"(+/-2,166)",58315,"(+/-4,427)",50003,"(+/-2,908)",54639,"(+/-3,014)",54525,"(+/-3,242)",40934,"(+/-2,775)"
Workers,Industry,"Wholesale trade",7229,"(+/-1,318)",5112,"(+/-1,243)",12354,"(+/-1,975)",11043,"(+/-1,611)",12374,"(+/-1,752)",15652,"(+/-1,693)",9533,"(+/-1,860)",14422,"(+/-1,760)",10244,"(+/-1,495)",16649,"(+/-2,220)",13029,"(+/-2,255)",7490,"(+/-1,630)",7661,"(+/-1,079)",15563,"(+/-2,202)",8628,"(+/-1,244)",9246,"(+/-1,231)",7457,"(+/-1,198)",11155,"(+/-1,581)"
Workers,Industry,"Retail trade",33259,"(+/-2,968)",32569,"(+/-2,817)",37807,"(+/-3,643)",33161,"(+/-3,436)",37504,"(+/-3,174)",38461,"(+/-3,184)",27808,"(+/-2,811)",45725,"(+/-2,926)",35303,"(+/-3,352)",41458,"(+/-3,663)",45890,"(+/-3,800)",35021,"(+/-3,060)",33813,"(+/-3,038)",45298,"(+/-3,238)",36977,"(+/-2,757)",42485,"(+/-2,752)",40073,"(+/-2,556)",38837,"(+/-2,752)"
Workers,Industry,"Transportation and warehousing, and utilities",26192,"(+/-3,131)",26020,"(+/-2,538)",29778,"(+/-2,945)",19229,"(+/-1,932)",21407,"(+/-2,609)",18955,"(+/-2,595)",22834,"(+/-2,590)",28231,"(+/-2,777)",17626,"(+/-1,950)",13757,"(+/-1,714)",24983,"(+/-2,875)",18428,"(+/-2,179)",16381,"(+/-1,824)",18207,"(+/-2,456)",17789,"(+/-1,852)",21559,"(+/-2,058)",19623,"(+/-1,707)",15443,"(+/-2,004)"
Workers,Industry,Information,5350,"(+/-1,675)",5569,"(+/-1,406)",4821,"(+/-1,198)",5607,"(+/-1,112)",12368,"(+/-1,607)",9675,"(+/-1,728)",6681,"(+/-1,410)",6745,"(+/-1,281)",10012,"(+/-1,660)",5280,"(+/-1,093)",10497,"(+/-1,760)",4148,(+/-915),5493,"(+/-1,142)",7189,"(+/-1,668)",4548,(+/-819),3979,(+/-934),4392,(+/-811),5648,(+/-977)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",23041,"(+/-2,630)",19405,"(+/-2,644)",23133,"(+/-2,429)",17810,"(+/-1,966)",44423,"(+/-3,403)",36443,"(+/-2,814)",33971,"(+/-3,118)",23553,"(+/-2,601)",33210,"(+/-2,812)",27315,"(+/-2,171)",25861,"(+/-2,825)",17466,"(+/-2,606)",21122,"(+/-2,478)",28008,"(+/-2,969)",16117,"(+/-1,577)",15316,"(+/-1,872)",13167,"(+/-1,443)",33872,"(+/-2,506)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",34065,"(+/-2,839)",27240,"(+/-2,768)",37975,"(+/-3,349)",42520,"(+/-3,399)",83693,"(+/-3,720)",56010,"(+/-3,863)",56442,"(+/-3,887)",51294,"(+/-3,738)",54119,"(+/-3,559)",53755,"(+/-3,557)",44249,"(+/-3,771)",23405,"(+/-2,279)",25530,"(+/-2,363)",42733,"(+/-4,113)",18859,"(+/-1,773)",23646,"(+/-2,402)",21686,"(+/-1,969)",28199,"(+/-2,389)"
Workers,Industry,"Educational services, and health care and social assistance",78276,"(+/-5,005)",79221,"(+/-4,557)",69276,"(+/-4,070)",60541,"(+/-4,002)",87260,"(+/-4,282)",78212,"(+/-4,859)",85353,"(+/-4,673)",65731,"(+/-4,513)",91483,"(+/-5,040)",66870,"(+/-3,257)",77147,"(+/-4,266)",79819,"(+/-3,864)",94899,"(+/-4,147)",78062,"(+/-4,681)",79156,"(+/-3,715)",77426,"(+/-3,474)",72855,"(+/-3,731)",83204,"(+/-3,710)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",24470,"(+/-3,145)",23923,"(+/-2,765)",31830,"(+/-3,308)",52383,"(+/-4,089)",35616,"(+/-3,291)",31699,"(+/-3,313)",30675,"(+/-3,399)",39109,"(+/-4,463)",35137,"(+/-3,699)",28630,"(+/-3,110)",36837,"(+/-3,355)",29417,"(+/-3,113)",37109,"(+/-3,103)",28864,"(+/-3,378)",23271,"(+/-2,239)",26341,"(+/-2,732)",28350,"(+/-2,298)",25087,"(+/-2,383)"
Workers,Industry,"Other services, except public administration",12356,"(+/-2,015)",12440,"(+/-1,648)",18081,"(+/-2,335)",21374,"(+/-2,335)",19110,"(+/-2,237)",17072,"(+/-1,899)",13852,"(+/-2,093)",16985,"(+/-2,235)",20052,"(+/-2,348)",14710,"(+/-2,162)",13389,"(+/-1,775)",14737,"(+/-2,047)",13282,"(+/-1,792)",17674,"(+/-2,333)",14386,"(+/-1,563)",15329,"(+/-1,803)",15524,"(+/-1,749)",16101,"(+/-1,819)"
Workers,Industry,"Public administration",17156,"(+/-2,200)",13379,"(+/-1,811)",13663,"(+/-2,053)",7274,"(+/-1,258)",15758,"(+/-1,998)",8710,"(+/-1,194)",11425,"(+/-2,300)",8207,"(+/-1,358)",9601,"(+/-1,645)",10363,"(+/-1,609)",9902,"(+/-1,351)",17750,"(+/-1,959)",16539,"(+/-1,946)",11251,"(+/-1,614)",12066,"(+/-1,213)",11891,"(+/-1,390)",12279,"(+/-1,641)",18824,"(+/-2,055)"
Workers,"Class of Worker","Civilian employed population 16 years and over",299695,"(+/-9,355)",290095,"(+/-7,837)",341262,"(+/-8,995)",343803,"(+/-10,469)",423185,"(+/-8,884)",379280,"(+/-8,494)",335417,"(+/-10,490)",380785,"(+/-8,115)",360866,"(+/-10,157)",349179,"(+/-6,849)",369956,"(+/-8,255)",306069,"(+/-7,038)",327853,"(+/-6,881)",380665,"(+/-7,488)",317256,"(+/-4,958)",331962,"(+/-5,025)",313461,"(+/-4,789)",345735,"(+/-6,413)"
Workers,"Class of Worker","Private wage and salary workers",242761,"(+/-8,381)",237260,"(+/-7,392)",285274,"(+/-8,167)",302983,"(+/-9,349)",361665,"(+/-8,954)",328544,"(+/-7,994)",282793,"(+/-10,161)",335186,"(+/-8,602)",301715,"(+/-9,449)",301927,"(+/-6,725)",323074,"(+/-7,735)",240317,"(+/-6,835)",252674,"(+/-7,247)",324302,"(+/-8,137)",253271,"(+/-5,010)",269521,"(+/-5,182)",262432,"(+/-4,664)",277712,"(+/-5,897)"
Workers,"Class of Worker","Government workers",45526,"(+/-3,512)",43282,"(+/-3,534)",42671,"(+/-3,003)",24613,"(+/-2,475)",40121,"(+/-3,050)",34102,"(+/-2,557)",38084,"(+/-3,695)",31819,"(+/-2,766)",35224,"(+/-2,754)",31528,"(+/-2,827)",34933,"(+/-3,066)",49200,"(+/-3,610)",60593,"(+/-3,694)",40214,"(+/-3,411)",43221,"(+/-2,540)",44104,"(+/-3,059)",35694,"(+/-2,569)",47718,"(+/-2,913)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",11166,"(+/-1,546)",8908,"(+/-1,352)",12781,"(+/-1,793)",15938,"(+/-1,852)",21097,"(+/-2,175)",16148,"(+/-1,982)",14387,"(+/-1,839)",12947,"(+/-1,628)",23182,"(+/-2,433)",15280,"(+/-1,983)",11648,"(+/-1,660)",15877,"(+/-1,602)",14012,"(+/-1,301)",15817,"(+/-2,317)",20319,"(+/-2,134)",17640,"(+/-1,713)",15105,"(+/-1,814)",19848,"(+/-1,740)"
Workers,"Class of Worker","Unpaid family workers",242,(+/-207),645,(+/-392),536,(+/-355),269,(+/-189),302,(+/-355),486,(+/-314),153,(+/-158),833,(+/-540),745,(+/-520),444,(+/-271),301,(+/-217),675,(+/-455),574,(+/-300),332,(+/-240),445,(+/-218),697,(+/-292),230,(+/-173),457,(+/-294)
Housing,"Housing Occupancy","Total housing units",302682,"(+/-6,118)",300135,"(+/-5,203)",259477,"(+/-5,298)",250186,"(+/-5,082)",324657,"(+/-5,101)",277200,"(+/-3,882)",342523,"(+/-6,228)",264729,"(+/-5,039)",313969,"(+/-6,033)",266828,"(+/-3,550)",260299,"(+/-4,327)",320788,"(+/-2,327)",320899,"(+/-3,077)",268473,"(+/-4,696)",313756,"(+/-2,165)",299812,"(+/-2,780)",319916,"(+/-3,006)",311289,"(+/-2,854)"
Housing,"Housing Occupancy","Occupied housing units",265639,"(+/-5,856)",256770,"(+/-5,277)",244331,"(+/-4,847)",224870,"(+/-4,505)",300085,"(+/-5,175)",262604,"(+/-3,582)",293365,"(+/-5,976)",248243,"(+/-4,389)",288843,"(+/-5,567)",246829,"(+/-3,891)",243200,"(+/-4,442)",272726,"(+/-3,885)",283286,"(+/-4,120)",252094,"(+/-4,621)",275717,"(+/-3,319)",273120,"(+/-3,545)",280510,"(+/-3,962)",282291,"(+/-3,348)"
Housing,"Housing Occupancy","Vacant housing units",37043,"(+/-3,386)",43365,"(+/-3,219)",15146,"(+/-1,785)",25316,"(+/-2,362)",24572,"(+/-2,553)",14596,"(+/-2,546)",49158,"(+/-3,908)",16486,"(+/-2,519)",25126,"(+/-3,461)",19999,"(+/-2,714)",17099,"(+/-2,236)",48062,"(+/-3,454)",37613,"(+/-3,609)",16379,"(+/-2,693)",38039,"(+/-3,033)",26692,"(+/-2,806)",39406,"(+/-2,847)",28998,"(+/-2,436)"
Housing,"Housing Occupancy","Homeowner vacancy rate",3.9,(+/-0.8),3.2,(+/-0.7),1.1,(+/-0.4),1.8,(+/-0.7),1.5,(+/-0.5),1.7,(+/-0.6),4.3,(+/-1.0),1.5,(+/-0.6),1.4,(+/-0.5),2.9,(+/-0.8),1.5,(+/-0.5),3.1,(+/-0.8),2,(+/-0.7),1,(+/-0.4),2.1,(+/-0.5),1.8,(+/-0.6),2.2,(+/-0.5),1.8,(+/-0.4)
Housing,"Housing Occupancy","Rental vacancy rate",8.8,(+/-1.3),7.8,(+/-1.3),5.2,(+/-1.4),2.8,(+/-0.7),3.2,(+/-0.8),3.1,(+/-1.1),5.9,(+/-1.1),3.7,(+/-1.2),6.4,(+/-1.6),4.8,(+/-1.4),5,(+/-1.4),12.7,(+/-2.1),8.2,(+/-1.6),4.5,(+/-2.0),7.1,(+/-1.8),3.2,(+/-1.0),9.5,(+/-1.5),8.3,(+/-1.7)
Housing,"Housing Tenure","Occupied housing units",265639,"(+/-5,856)",256770,"(+/-5,277)",244331,"(+/-4,847)",224870,"(+/-4,505)",300085,"(+/-5,175)",262604,"(+/-3,582)",293365,"(+/-5,976)",248243,"(+/-4,389)",288843,"(+/-5,567)",246829,"(+/-3,891)",243200,"(+/-4,442)",272726,"(+/-3,885)",283286,"(+/-4,120)",252094,"(+/-4,621)",275717,"(+/-3,319)",273120,"(+/-3,545)",280510,"(+/-3,962)",282291,"(+/-3,348)"
Housing,"Housing Tenure",Owner-occupied,157043,"(+/-4,780)",155162,"(+/-4,195)",178146,"(+/-4,879)",101135,"(+/-3,743)",164368,"(+/-3,825)",206370,"(+/-3,524)",121556,"(+/-4,504)",163003,"(+/-4,249)",170729,"(+/-3,543)",169192,"(+/-3,654)",168221,"(+/-4,411)",185460,"(+/-3,600)",183514,"(+/-3,602)",201836,"(+/-4,449)",202296,"(+/-3,312)",197180,"(+/-4,047)",191753,"(+/-4,287)",212677,"(+/-3,518)"
Housing,"Housing Tenure",Renter-occupied,108596,"(+/-4,110)",101608,"(+/-5,382)",66185,"(+/-3,778)",123735,"(+/-4,522)",135717,"(+/-4,436)",56234,"(+/-2,904)",171809,"(+/-5,037)",85240,"(+/-3,896)",118114,"(+/-5,518)",77637,"(+/-4,045)",74979,"(+/-3,986)",87266,"(+/-4,061)",99772,"(+/-3,973)",50258,"(+/-3,552)",73421,"(+/-2,992)",75940,"(+/-3,629)",88757,"(+/-3,875)",69614,"(+/-3,068)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.83,(+/-0.06),2.76,(+/-0.06),2.97,(+/-0.06),3.32,(+/-0.08),2.64,(+/-0.06),2.83,(+/-0.04),2.48,(+/-0.06),2.83,(+/-0.06),2.61,(+/-0.05),2.81,(+/-0.05),3.06,(+/-0.06),2.52,(+/-0.04),2.41,(+/-0.04),2.92,(+/-0.05),2.5,(+/-0.04),2.55,(+/-0.04),2.42,(+/-0.04),2.53,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.4,(+/-0.09),2.58,(+/-0.08),2.83,(+/-0.13),2.99,(+/-0.07),2.14,(+/-0.06),2.36,(+/-0.11),2.29,(+/-0.06),2.86,(+/-0.10),2.15,(+/-0.08),2.82,(+/-0.09),2.77,(+/-0.10),2.4,(+/-0.07),2.25,(+/-0.07),2.67,(+/-0.13),2.32,(+/-0.09),2.38,(+/-0.07),2.29,(+/-0.07),2.18,(+/-0.08)
Housing,"Year Householder Moved into Unit","Occupied housing units",265639,"(+/-5,856)",256770,"(+/-5,277)",244331,"(+/-4,847)",224870,"(+/-4,505)",300085,"(+/-5,175)",262604,"(+/-3,582)",293365,"(+/-5,976)",248243,"(+/-4,389)",288843,"(+/-5,567)",246829,"(+/-3,891)",243200,"(+/-4,442)",272726,"(+/-3,885)",283286,"(+/-4,120)",252094,"(+/-4,621)",275717,"(+/-3,319)",273120,"(+/-3,545)",280510,"(+/-3,962)",282291,"(+/-3,348)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",15523,"(+/-2,051)",13138,"(+/-2,105)",11387,"(+/-1,559)",14475,"(+/-1,960)",27350,"(+/-2,317)",13876,"(+/-1,604)",28174,"(+/-2,703)",17263,"(+/-2,120)",19184,"(+/-2,164)",17622,"(+/-2,236)",16331,"(+/-2,140)",16883,"(+/-1,968)",24061,"(+/-2,432)",14228,"(+/-1,897)",15110,"(+/-1,603)",20088,"(+/-2,384)",17663,"(+/-2,005)",15371,"(+/-2,025)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",83818,"(+/-4,534)",85940,"(+/-4,394)",68935,"(+/-3,965)",90238,"(+/-3,476)",124002,"(+/-4,025)",73518,"(+/-3,176)",127782,"(+/-5,197)",81543,"(+/-3,266)",106429,"(+/-5,132)",82328,"(+/-3,657)",78502,"(+/-4,230)",89117,"(+/-4,316)",98225,"(+/-3,846)",74409,"(+/-4,312)",82842,"(+/-3,007)",79580,"(+/-3,353)",87146,"(+/-3,518)",92554,"(+/-3,389)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",77879,"(+/-3,741)",72279,"(+/-3,804)",76015,"(+/-3,737)",61564,"(+/-3,351)",74009,"(+/-3,279)",84725,"(+/-3,708)",73355,"(+/-3,823)",73502,"(+/-3,049)",79295,"(+/-3,132)",72527,"(+/-3,230)",80285,"(+/-4,135)",78812,"(+/-3,190)",76242,"(+/-3,137)",96824,"(+/-4,409)",79146,"(+/-3,105)",80129,"(+/-3,859)",76494,"(+/-3,623)",80489,"(+/-2,893)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",37225,"(+/-1,997)",39785,"(+/-2,813)",44208,"(+/-2,989)",30959,"(+/-2,489)",35789,"(+/-2,305)",49363,"(+/-3,064)",29292,"(+/-2,886)",39360,"(+/-2,728)",39395,"(+/-2,839)",41786,"(+/-2,604)",40767,"(+/-2,829)",40670,"(+/-2,597)",40622,"(+/-2,118)",41634,"(+/-2,918)",44430,"(+/-2,763)",42557,"(+/-2,569)",44874,"(+/-2,606)",43474,"(+/-2,371)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",20360,"(+/-1,968)",18298,"(+/-1,884)",19023,"(+/-1,791)",13759,"(+/-1,870)",18923,"(+/-1,680)",24536,"(+/-1,902)",15849,"(+/-1,749)",20182,"(+/-2,018)",21570,"(+/-1,620)",19260,"(+/-1,709)",13703,"(+/-1,528)",19445,"(+/-1,758)",19362,"(+/-1,701)",13987,"(+/-1,513)",22803,"(+/-1,624)",22952,"(+/-1,960)",22484,"(+/-1,873)",22588,"(+/-1,632)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",30834,"(+/-2,630)",27330,"(+/-2,087)",24763,"(+/-2,198)",13875,"(+/-1,487)",20012,"(+/-1,749)",16586,"(+/-1,738)",18913,"(+/-1,618)",16393,"(+/-1,562)",22970,"(+/-1,813)",13306,"(+/-1,398)",13612,"(+/-1,665)",27799,"(+/-1,849)",24774,"(+/-1,674)",11012,"(+/-1,384)",31386,"(+/-1,723)",27814,"(+/-1,936)",31849,"(+/-1,841)",27815,"(+/-2,050)"
Housing,Value,"Owner-occupied units",157043,"(+/-4,780)",155162,"(+/-4,195)",178146,"(+/-4,879)",101135,"(+/-3,743)",164368,"(+/-3,825)",206370,"(+/-3,524)",121556,"(+/-4,504)",163003,"(+/-4,249)",170729,"(+/-3,543)",169192,"(+/-3,654)",168221,"(+/-4,411)",185460,"(+/-3,600)",183514,"(+/-3,602)",201836,"(+/-4,449)",202296,"(+/-3,312)",197180,"(+/-4,047)",191753,"(+/-4,287)",212677,"(+/-3,518)"
Housing,Value,"Less than $50,000",5471,(+/-967),14744,"(+/-1,785)",5078,(+/-950),2762,(+/-704),2665,(+/-836),2488,(+/-767),3829,(+/-842),4418,(+/-793),2532,(+/-628),4664,(+/-819),3952,(+/-843),32928,"(+/-2,544)",20335,"(+/-1,898)",3019,(+/-808),36731,"(+/-1,975)",13770,"(+/-1,286)",27191,"(+/-1,694)",18055,"(+/-1,389)"
Housing,Value,"$50,000 to $99,999",19817,"(+/-2,187)",41498,"(+/-2,829)",10591,"(+/-1,345)",5684,(+/-952),3955,"(+/-1,022)",5781,"(+/-1,094)",11130,"(+/-1,460)",10685,"(+/-1,720)",6231,"(+/-1,097)",16877,"(+/-1,764)",15516,"(+/-1,723)",58780,"(+/-3,093)",50832,"(+/-2,680)",8221,"(+/-1,469)",65705,"(+/-3,098)",47107,"(+/-2,505)",69821,"(+/-2,912)",46093,"(+/-2,187)"
Housing,Value,"$100,000 to $149,999",29568,"(+/-2,269)",42636,"(+/-2,840)",25107,"(+/-2,226)",15305,"(+/-1,684)",7802,"(+/-1,275)",14680,"(+/-1,795)",13283,"(+/-1,500)",23521,"(+/-2,364)",12726,"(+/-1,744)",20155,"(+/-2,020)",30497,"(+/-2,556)",35072,"(+/-2,368)",41719,"(+/-3,035)",23027,"(+/-2,583)",38140,"(+/-1,683)",53442,"(+/-2,766)",43817,"(+/-2,621)",46236,"(+/-2,486)"
Housing,Value,"$150,000 to $199,999",36689,"(+/-2,291)",29423,"(+/-2,263)",39556,"(+/-2,595)",22564,"(+/-1,990)",15691,"(+/-1,562)",22247,"(+/-2,084)",16459,"(+/-1,679)",34653,"(+/-2,219)",13491,"(+/-1,347)",23995,"(+/-2,326)",35676,"(+/-2,595)",22433,"(+/-1,733)",28894,"(+/-2,039)",36620,"(+/-2,407)",27405,"(+/-1,797)",39522,"(+/-2,472)",26178,"(+/-1,921)",41054,"(+/-2,339)"
Housing,Value,"$200,000 to $299,999",37143,"(+/-2,172)",17762,"(+/-1,836)",50340,"(+/-2,827)",30599,"(+/-2,286)",39077,"(+/-2,442)",53117,"(+/-2,945)",26034,"(+/-2,326)",50573,"(+/-2,984)",39419,"(+/-2,034)",28997,"(+/-2,043)",43281,"(+/-2,806)",23745,"(+/-2,154)",26352,"(+/-2,176)",66208,"(+/-3,216)",22686,"(+/-1,572)",28247,"(+/-2,108)",16290,"(+/-1,506)",38793,"(+/-2,052)"
Housing,Value,"$300,000 to $499,999",22790,"(+/-1,682)",7061,"(+/-1,128)",35787,"(+/-2,094)",18636,"(+/-1,859)",51462,"(+/-2,704)",66345,"(+/-2,920)",27444,"(+/-2,407)",32047,"(+/-2,170)",57726,"(+/-2,910)",36832,"(+/-1,763)",29228,"(+/-1,532)",9627,"(+/-1,354)",11305,"(+/-1,443)",49744,"(+/-3,119)",8817,"(+/-1,070)",10857,"(+/-1,337)",5851,(+/-872),18048,"(+/-1,621)"
Housing,Value,"$500,000 to $999,999",4289,(+/-766),1443,(+/-492),10117,"(+/-1,231)",5040,(+/-945),32078,"(+/-2,413)",35383,"(+/-2,265)",17009,"(+/-2,145)",6215,(+/-845),29344,"(+/-1,683)",29325,"(+/-1,836)",8746,"(+/-1,148)",2171,(+/-516),3224,(+/-748),13366,"(+/-1,697)",2198,(+/-559),3380,(+/-750),1911,(+/-472),3764,(+/-930)
Housing,Value,"$1,000,000 or more",1276,(+/-470),595,(+/-275),1570,(+/-381),545,(+/-292),11638,"(+/-1,241)",6329,"(+/-1,119)",6368,"(+/-1,483)",891,(+/-423),9260,"(+/-1,148)",8347,(+/-974),1325,(+/-438),704,(+/-309),853,(+/-410),1631,(+/-795),614,(+/-262),855,(+/-402),694,(+/-306),634,(+/-314)
Housing,Value,"Median (dollars)",179300,"(+/-3,441)",121900,"(+/-2,773)",213600,"(+/-3,889)",213300,"(+/-5,507)",337500,"(+/-6,664)",311200,"(+/-5,953)",259700,"(+/-8,714)",213800,"(+/-4,408)",329000,"(+/-5,016)",263000,"(+/-8,987)",197600,"(+/-4,040)",101300,"(+/-3,420)",122000,"(+/-2,546)",242400,"(+/-4,219)",98800,"(+/-2,613)",135800,"(+/-2,250)",99000,"(+/-1,891)",145300,"(+/-3,177)"
Housing,"Mortgage Status","Owner-occupied units",157043,"(+/-4,780)",155162,"(+/-4,195)",178146,"(+/-4,879)",101135,"(+/-3,743)",164368,"(+/-3,825)",206370,"(+/-3,524)",121556,"(+/-4,504)",163003,"(+/-4,249)",170729,"(+/-3,543)",169192,"(+/-3,654)",168221,"(+/-4,411)",185460,"(+/-3,600)",183514,"(+/-3,602)",201836,"(+/-4,449)",202296,"(+/-3,312)",197180,"(+/-4,047)",191753,"(+/-4,287)",212677,"(+/-3,518)"
Housing,"Mortgage Status","Housing units with a mortgage",106722,"(+/-4,173)",101787,"(+/-3,435)",115188,"(+/-4,331)",69283,"(+/-3,107)",111063,"(+/-3,620)",145116,"(+/-3,375)",85349,"(+/-3,720)",113735,"(+/-4,280)",108454,"(+/-3,543)",114295,"(+/-3,211)",120941,"(+/-4,000)",103010,"(+/-3,572)",105765,"(+/-3,390)",150247,"(+/-4,316)",103200,"(+/-3,212)",122515,"(+/-3,306)",109666,"(+/-3,650)",126682,"(+/-3,071)"
Housing,"Mortgage Status","Housing units without a mortgage",50321,"(+/-3,338)",53375,"(+/-2,954)",62958,"(+/-3,152)",31852,"(+/-2,396)",53305,"(+/-2,527)",61254,"(+/-2,778)",36207,"(+/-2,974)",49268,"(+/-2,750)",62275,"(+/-2,893)",54897,"(+/-3,282)",47280,"(+/-3,058)",82450,"(+/-2,956)",77749,"(+/-2,942)",51589,"(+/-2,933)",99096,"(+/-2,791)",74665,"(+/-2,816)",82087,"(+/-2,922)",85995,"(+/-2,903)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",106722,"(+/-4,173)",101787,"(+/-3,435)",115188,"(+/-4,331)",69283,"(+/-3,107)",111063,"(+/-3,620)",145116,"(+/-3,375)",85349,"(+/-3,720)",113735,"(+/-4,280)",108454,"(+/-3,543)",114295,"(+/-3,211)",120941,"(+/-4,000)",103010,"(+/-3,572)",105765,"(+/-3,390)",150247,"(+/-4,316)",103200,"(+/-3,212)",122515,"(+/-3,306)",109666,"(+/-3,650)",126682,"(+/-3,071)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",872,(+/-399),860,(+/-392),225,(+/-154),201,(+/-167),354,(+/-282),264,(+/-191),165,(+/-130),278,(+/-195),81,(+/-95),0,(+/-182),685,(+/-412),2599,(+/-571),2830,(+/-609),278,(+/-248),4647,(+/-714),1802,(+/-562),4377,(+/-804),2523,(+/-487)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",12935,"(+/-1,859)",19065,"(+/-1,863)",9851,"(+/-1,337)",4175,(+/-797),3896,(+/-881),6697,"(+/-1,168)",6054,"(+/-1,077)",9662,"(+/-1,513)",5583,"(+/-1,143)",7950,"(+/-1,189)",10522,"(+/-1,373)",40743,"(+/-2,705)",39109,"(+/-2,309)",7410,"(+/-1,210)",44797,"(+/-2,166)",34532,"(+/-2,428)",49518,"(+/-2,518)",36919,"(+/-2,056)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",33568,"(+/-2,542)",39187,"(+/-2,986)",32635,"(+/-2,815)",17931,"(+/-1,603)",14758,"(+/-1,666)",24671,"(+/-2,343)",16871,"(+/-1,748)",34838,"(+/-2,744)",18241,"(+/-1,830)",22186,"(+/-1,897)",34630,"(+/-2,564)",31770,"(+/-2,177)",33920,"(+/-2,188)",29576,"(+/-2,801)",31930,"(+/-1,880)",46635,"(+/-2,613)",37452,"(+/-2,691)",44990,"(+/-2,498)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",29631,"(+/-2,591)",25428,"(+/-2,384)",33379,"(+/-2,842)",23437,"(+/-2,213)",25059,"(+/-2,084)",32712,"(+/-2,115)",22961,"(+/-2,318)",32579,"(+/-2,622)",24443,"(+/-2,306)",25896,"(+/-2,673)",35769,"(+/-2,811)",16136,"(+/-1,965)",17464,"(+/-1,990)",41218,"(+/-3,201)",13786,"(+/-1,565)",24282,"(+/-2,477)",11480,"(+/-1,328)",22925,"(+/-1,828)"
