Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE"
Workers,Occupation,"Production, transportation, and material moving occupations",42162,"(+/-3,690)",25021,"(+/-3,091)",54218,"(+/-3,127)",62365,"(+/-3,599)",55625,"(+/-2,776)",40887,"(+/-3,260)",28434,"(+/-2,744)",37096,"(+/-2,828)",54749,"(+/-3,048)",55144,"(+/-2,727)",55706,"(+/-3,055)",42431,"(+/-2,823)",41183,"(+/-2,901)",34243,"(+/-3,001)",58143,"(+/-3,328)",63404,"(+/-3,763)",52734,"(+/-3,306)",35840,"(+/-2,535)"
Workers,Industry,"Civilian employed population 16 years and over",326260,"(+/-9,091)",308561,"(+/-9,392)",318536,"(+/-5,294)",362468,"(+/-5,429)",312074,"(+/-5,484)",376302,"(+/-8,029)",358822,"(+/-7,972)",369562,"(+/-5,839)",307268,"(+/-5,330)",324478,"(+/-5,474)",334635,"(+/-7,571)",336244,"(+/-6,857)",346948,"(+/-8,368)",346222,"(+/-6,083)",362203,"(+/-7,502)",354352,"(+/-7,223)",311664,"(+/-7,015)",353071,"(+/-7,454)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",1257,(+/-624),745,(+/-510),5893,(+/-860),2704,(+/-687),9434,"(+/-1,210)",3339,(+/-829),6193,"(+/-1,640)",2482,(+/-815),10685,"(+/-1,465)",10028,"(+/-1,188)",4641,(+/-702),4330,(+/-774),309,(+/-217),3018,(+/-958),2872,(+/-647),10897,"(+/-2,268)",3369,"(+/-1,074)",7444,"(+/-1,265)"
Workers,Industry,Construction,14291,"(+/-2,620)",7409,"(+/-1,329)",18164,"(+/-1,810)",23327,"(+/-2,407)",17682,"(+/-2,105)",19719,"(+/-2,200)",23283,"(+/-2,470)",26435,"(+/-2,551)",21293,"(+/-1,665)",24325,"(+/-2,383)",17398,"(+/-1,826)",18632,"(+/-1,993)",18271,"(+/-2,497)",15802,"(+/-2,033)",18397,"(+/-2,595)",23946,"(+/-2,529)",15590,"(+/-1,717)",22408,"(+/-2,360)"
Workers,Industry,Manufacturing,23898,"(+/-2,616)",14666,"(+/-2,142)",51935,"(+/-2,774)",52378,"(+/-3,359)",51713,"(+/-2,593)",53079,"(+/-3,470)",34914,"(+/-2,797)",44544,"(+/-3,235)",40734,"(+/-3,041)",44760,"(+/-3,031)",40884,"(+/-2,551)",38925,"(+/-2,285)",35030,"(+/-2,958)",26626,"(+/-2,308)",49608,"(+/-2,944)",56296,"(+/-3,705)",43322,"(+/-2,900)",37798,"(+/-2,858)"
Workers,Industry,"Wholesale trade",7265,"(+/-1,404)",3901,(+/-952),7320,"(+/-1,074)",10840,"(+/-1,756)",5127,(+/-817),12578,"(+/-1,577)",10824,"(+/-1,459)",12627,"(+/-1,614)",8030,"(+/-1,572)",8100,"(+/-1,201)",9726,"(+/-1,406)",9632,"(+/-1,394)",11371,"(+/-1,984)",10205,"(+/-1,570)",10552,"(+/-1,827)",13647,"(+/-2,031)",10758,"(+/-1,621)",11753,"(+/-1,639)"
Workers,Industry,"Retail trade",35311,"(+/-3,049)",29686,"(+/-3,338)",38567,"(+/-2,701)",43157,"(+/-2,997)",35210,"(+/-2,331)",36647,"(+/-2,745)",34927,"(+/-3,222)",46008,"(+/-3,320)",38608,"(+/-2,607)",37847,"(+/-2,243)",41964,"(+/-3,049)",37490,"(+/-3,297)",39994,"(+/-4,179)",38070,"(+/-2,827)",44829,"(+/-3,648)",38795,"(+/-3,036)",39347,"(+/-3,206)",44980,"(+/-3,022)"
Workers,Industry,"Transportation and warehousing, and utilities",22593,"(+/-2,948)",15461,"(+/-2,187)",16592,"(+/-1,818)",22132,"(+/-2,411)",14745,"(+/-1,501)",14367,"(+/-1,485)",14341,"(+/-1,940)",15050,"(+/-1,823)",22392,"(+/-2,015)",18922,"(+/-1,746)",23350,"(+/-2,586)",19156,"(+/-1,869)",17135,"(+/-2,342)",15112,"(+/-2,234)",23145,"(+/-2,465)",17624,"(+/-2,123)",19735,"(+/-1,974)",18622,"(+/-1,943)"
Workers,Industry,Information,6571,"(+/-1,342)",6099,"(+/-1,342)",4212,(+/-965),5035,"(+/-1,105)",3117,(+/-709),8688,"(+/-1,235)",7906,"(+/-1,158)",6938,"(+/-1,312)",4432,(+/-832),3802,(+/-858),4384,"(+/-1,031)",4952,(+/-960),6887,"(+/-1,453)",6551,"(+/-1,057)",5628,"(+/-1,169)",4282,"(+/-1,161)",5318,"(+/-1,082)",4780,(+/-965)
Workers,Industry,"Finance and insurance, and real estate and rental and leasing",20066,"(+/-2,477)",18353,"(+/-2,280)",16829,"(+/-1,923)",22834,"(+/-2,954)",11856,"(+/-1,128)",34832,"(+/-2,527)",30570,"(+/-2,447)",28148,"(+/-2,864)",13472,"(+/-1,536)",13807,"(+/-1,648)",18071,"(+/-1,994)",25645,"(+/-2,273)",24250,"(+/-2,327)",25134,"(+/-2,513)",20139,"(+/-1,793)",17899,"(+/-2,212)",13715,"(+/-1,633)",26165,"(+/-2,494)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services",38142,"(+/-3,361)",42086,"(+/-2,885)",22904,"(+/-2,140)",33544,"(+/-2,810)",20644,"(+/-2,024)",52886,"(+/-3,600)",48149,"(+/-3,036)",49364,"(+/-3,748)",18602,"(+/-2,028)",22279,"(+/-2,026)",26856,"(+/-2,365)",34775,"(+/-2,487)",41746,"(+/-3,488)",42214,"(+/-2,876)",36049,"(+/-2,843)",34418,"(+/-3,031)",26115,"(+/-2,661)",39579,"(+/-2,778)"
Workers,Industry,"Educational services, and health care and social assistance",90890,"(+/-5,124)",108000,"(+/-5,322)",81557,"(+/-3,754)",76132,"(+/-3,443)",85928,"(+/-2,985)",85648,"(+/-4,346)",92667,"(+/-4,591)",86934,"(+/-3,893)",75241,"(+/-3,592)",82585,"(+/-3,310)",84296,"(+/-3,992)",89420,"(+/-3,825)",89703,"(+/-4,827)",98252,"(+/-3,818)",89802,"(+/-4,196)",81921,"(+/-3,805)",81080,"(+/-4,166)",82909,"(+/-4,040)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services",33222,"(+/-3,566)",32042,"(+/-4,017)",28525,"(+/-2,850)",29043,"(+/-2,620)",28768,"(+/-2,565)",28779,"(+/-2,900)",26444,"(+/-3,043)",26750,"(+/-2,737)",26132,"(+/-2,316)",29036,"(+/-3,583)",26754,"(+/-2,540)",26112,"(+/-2,414)",28136,"(+/-2,997)",38076,"(+/-3,232)",34406,"(+/-2,912)",28336,"(+/-3,012)",26078,"(+/-3,041)",29454,"(+/-2,646)"
Workers,Industry,"Other services, except public administration",16421,"(+/-2,209)",13572,"(+/-1,880)",15214,"(+/-1,665)",17803,"(+/-1,779)",15622,"(+/-1,653)",16617,"(+/-1,660)",16184,"(+/-1,792)",15062,"(+/-2,065)",13325,"(+/-1,304)",14964,"(+/-1,502)",13292,"(+/-1,476)",18138,"(+/-1,708)",17779,"(+/-2,161)",15225,"(+/-1,763)",16049,"(+/-1,941)",16150,"(+/-2,338)",13896,"(+/-2,114)",18047,"(+/-2,407)"
Workers,Industry,"Public administration",16333,"(+/-2,583)",16541,"(+/-2,182)",10824,"(+/-1,100)",23539,"(+/-2,311)",12228,"(+/-1,348)",9123,"(+/-1,645)",12420,"(+/-1,588)",9220,"(+/-1,181)",14322,"(+/-1,677)",14023,"(+/-1,369)",23019,"(+/-1,917)",9037,"(+/-1,163)",16337,"(+/-2,370)",11937,"(+/-1,700)",10727,"(+/-1,720)",10141,"(+/-1,730)",13341,"(+/-1,894)",9132,"(+/-1,157)"
Workers,"Class of Worker","Civilian employed population 16 years and over",326260,"(+/-9,091)",308561,"(+/-9,392)",318536,"(+/-5,294)",362468,"(+/-5,429)",312074,"(+/-5,484)",376302,"(+/-8,029)",358822,"(+/-7,972)",369562,"(+/-5,839)",307268,"(+/-5,330)",324478,"(+/-5,474)",334635,"(+/-7,571)",336244,"(+/-6,857)",346948,"(+/-8,368)",346222,"(+/-6,083)",362203,"(+/-7,502)",354352,"(+/-7,223)",311664,"(+/-7,015)",353071,"(+/-7,454)"
Workers,"Class of Worker","Private wage and salary workers",277728,"(+/-8,692)",253261,"(+/-8,586)",268181,"(+/-4,911)",301647,"(+/-5,561)",257764,"(+/-5,941)",328218,"(+/-7,286)",304972,"(+/-7,659)",322822,"(+/-5,752)",250904,"(+/-5,589)",264942,"(+/-5,284)",272910,"(+/-6,968)",290280,"(+/-6,887)",297541,"(+/-7,994)",300062,"(+/-6,371)",311882,"(+/-7,274)",299154,"(+/-6,745)",261079,"(+/-6,449)",306856,"(+/-7,422)"
Workers,"Class of Worker","Government workers",34329,"(+/-3,477)",40184,"(+/-3,836)",31159,"(+/-1,977)",43115,"(+/-3,045)",37918,"(+/-2,751)",30569,"(+/-2,790)",34654,"(+/-2,824)",28531,"(+/-2,365)",39501,"(+/-2,735)",38435,"(+/-2,229)",45483,"(+/-3,162)",28592,"(+/-2,077)",33600,"(+/-2,845)",31299,"(+/-2,994)",32461,"(+/-2,868)",32813,"(+/-2,797)",36668,"(+/-2,863)",28499,"(+/-2,357)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers",13941,"(+/-2,170)",14798,"(+/-1,887)",18713,"(+/-1,763)",16965,"(+/-2,077)",15583,"(+/-1,534)",17043,"(+/-1,779)",18675,"(+/-2,211)",17732,"(+/-1,930)",16212,"(+/-1,480)",20383,"(+/-1,584)",15824,"(+/-1,743)",16757,"(+/-1,920)",15468,"(+/-1,882)",14542,"(+/-1,600)",17405,"(+/-2,057)",21269,"(+/-2,015)",13275,"(+/-1,665)",17235,"(+/-2,224)"
Workers,"Class of Worker","Unpaid family workers",262,(+/-184),318,(+/-232),483,(+/-311),741,(+/-388),809,(+/-288),472,(+/-255),521,(+/-281),477,(+/-381),651,(+/-278),718,(+/-282),418,(+/-255),615,(+/-341),339,(+/-198),319,(+/-274),455,(+/-344),1116,(+/-622),642,(+/-363),481,(+/-429)
Housing,"Housing Occupancy","Total housing units",300762,"(+/-5,410)",333211,"(+/-5,029)",317890,"(+/-2,200)",302564,"(+/-2,539)",342111,"(+/-2,084)",286021,"(+/-4,234)",272204,"(+/-3,631)",279444,"(+/-1,676)",318557,"(+/-2,035)",346991,"(+/-3,139)",322010,"(+/-3,933)",319833,"(+/-3,751)",288581,"(+/-3,920)",363522,"(+/-3,133)",291253,"(+/-3,027)",281829,"(+/-2,941)",319469,"(+/-3,370)",316799,"(+/-4,289)"
Housing,"Housing Occupancy","Occupied housing units",262548,"(+/-5,015)",280331,"(+/-5,454)",280874,"(+/-3,230)",276101,"(+/-3,646)",270136,"(+/-3,429)",272195,"(+/-4,246)",257416,"(+/-4,224)",265273,"(+/-2,623)",278585,"(+/-2,975)",268635,"(+/-3,996)",282386,"(+/-4,260)",287314,"(+/-4,022)",267087,"(+/-3,916)",313503,"(+/-4,173)",273750,"(+/-3,826)",264427,"(+/-2,916)",264661,"(+/-4,573)",290815,"(+/-4,113)"
Housing,"Housing Occupancy","Vacant housing units",38214,"(+/-4,018)",52880,"(+/-3,980)",37016,"(+/-2,682)",26463,"(+/-2,707)",71975,"(+/-3,124)",13826,"(+/-2,129)",14788,"(+/-2,316)",14171,"(+/-2,123)",39972,"(+/-2,586)",78356,"(+/-3,510)",39624,"(+/-3,089)",32519,"(+/-2,987)",21494,"(+/-2,530)",50019,"(+/-4,092)",17503,"(+/-2,596)",17402,"(+/-2,069)",54808,"(+/-3,702)",25984,"(+/-2,828)"
Housing,"Housing Occupancy","Homeowner vacancy rate",3.9,(+/-0.9),2.3,(+/-0.7),2,(+/-0.5),1.8,(+/-0.5),1.9,(+/-0.5),1.5,(+/-0.5),1.4,(+/-0.5),0.9,(+/-0.4),2.2,(+/-0.6),2.2,(+/-0.6),2.3,(+/-0.6),2,(+/-0.5),2.1,(+/-0.5),2.3,(+/-0.6),1.3,(+/-0.5),1.4,(+/-0.6),2.1,(+/-0.7),1.7,(+/-0.6)
Housing,"Housing Occupancy","Rental vacancy rate",6.7,(+/-1.4),8.7,(+/-1.4),5.7,(+/-1.4),6.5,(+/-1.6),5.4,(+/-1.3),3.7,(+/-1.2),3.7,(+/-1.4),4.9,(+/-1.7),4.9,(+/-1.3),5.8,(+/-1.4),5.7,(+/-1.5),7.1,(+/-1.6),5.7,(+/-1.3),5.2,(+/-1.0),4.7,(+/-1.5),5.4,(+/-1.4),5.8,(+/-1.5),4.8,(+/-1.4)
Housing,"Housing Tenure","Occupied housing units",262548,"(+/-5,015)",280331,"(+/-5,454)",280874,"(+/-3,230)",276101,"(+/-3,646)",270136,"(+/-3,429)",272195,"(+/-4,246)",257416,"(+/-4,224)",265273,"(+/-2,623)",278585,"(+/-2,975)",268635,"(+/-3,996)",282386,"(+/-4,260)",287314,"(+/-4,022)",267087,"(+/-3,916)",313503,"(+/-4,173)",273750,"(+/-3,826)",264427,"(+/-2,916)",264661,"(+/-4,573)",290815,"(+/-4,113)"
Housing,"Housing Tenure",Owner-occupied,146484,"(+/-4,614)",139254,"(+/-4,326)",200509,"(+/-3,134)",196804,"(+/-3,750)",189333,"(+/-3,832)",205780,"(+/-4,396)",202523,"(+/-4,458)",199296,"(+/-3,515)",204182,"(+/-3,769)",199994,"(+/-4,743)",199194,"(+/-4,253)",220328,"(+/-3,838)",169004,"(+/-3,841)",170430,"(+/-3,328)",187874,"(+/-3,677)",170634,"(+/-3,564)",185254,"(+/-4,710)",218879,"(+/-3,686)"
Housing,"Housing Tenure",Renter-occupied,116064,"(+/-4,749)",141077,"(+/-4,948)",80365,"(+/-3,202)",79297,"(+/-2,946)",80803,"(+/-3,403)",66415,"(+/-3,953)",54893,"(+/-3,098)",65977,"(+/-3,020)",74403,"(+/-3,486)",68641,"(+/-3,231)",83192,"(+/-3,732)",66986,"(+/-3,460)",98083,"(+/-3,997)",143073,"(+/-4,456)",85876,"(+/-3,892)",93793,"(+/-3,732)",79407,"(+/-3,642)",71936,"(+/-3,484)"
Housing,"Housing Tenure","Average household size of owner-occupied unit",2.72,(+/-0.06),2.57,(+/-0.06),2.52,(+/-0.03),2.61,(+/-0.04),2.5,(+/-0.04),2.7,(+/-0.03),2.8,(+/-0.04),2.77,(+/-0.04),2.49,(+/-0.03),2.56,(+/-0.04),2.48,(+/-0.04),2.48,(+/-0.03),2.9,(+/-0.05),2.3,(+/-0.04),2.64,(+/-0.04),2.78,(+/-0.05),2.6,(+/-0.06),2.5,(+/-0.03)
Housing,"Housing Tenure","Average household size of renter-occupied unit",2.62,(+/-0.08),2.35,(+/-0.08),2.09,(+/-0.05),2.4,(+/-0.08),2.18,(+/-0.06),2.21,(+/-0.08),2.16,(+/-0.09),2.19,(+/-0.08),2.23,(+/-0.07),2.38,(+/-0.09),2.2,(+/-0.07),2.04,(+/-0.08),2.32,(+/-0.08),1.95,(+/-0.04),2.42,(+/-0.08),2.55,(+/-0.07),2.26,(+/-0.07),2,(+/-0.07)
Housing,"Year Householder Moved into Unit","Occupied housing units",262548,"(+/-5,015)",280331,"(+/-5,454)",280874,"(+/-3,230)",276101,"(+/-3,646)",270136,"(+/-3,429)",272195,"(+/-4,246)",257416,"(+/-4,224)",265273,"(+/-2,623)",278585,"(+/-2,975)",268635,"(+/-3,996)",282386,"(+/-4,260)",287314,"(+/-4,022)",267087,"(+/-3,916)",313503,"(+/-4,173)",273750,"(+/-3,826)",264427,"(+/-2,916)",264661,"(+/-4,573)",290815,"(+/-4,113)"
Housing,"Year Householder Moved into Unit","Moved in 2015 or later",20453,"(+/-2,639)",20753,"(+/-2,206)",14895,"(+/-2,103)",18824,"(+/-2,099)",16097,"(+/-2,288)",16011,"(+/-2,009)",11328,"(+/-1,592)",11741,"(+/-1,800)",11455,"(+/-1,669)",14377,"(+/-1,488)",17402,"(+/-1,962)",11242,"(+/-1,669)",14447,"(+/-1,841)",26407,"(+/-2,625)",16194,"(+/-2,180)",18434,"(+/-2,066)",11280,"(+/-1,592)",13439,"(+/-1,894)"
Housing,"Year Householder Moved into Unit","Moved in 2010 to 2014",92163,"(+/-4,632)",104923,"(+/-4,281)",78701,"(+/-3,627)",84641,"(+/-3,479)",79253,"(+/-3,106)",76405,"(+/-3,659)",64919,"(+/-3,526)",73350,"(+/-3,678)",70834,"(+/-3,731)",68842,"(+/-3,497)",78800,"(+/-4,018)",73702,"(+/-3,876)",85203,"(+/-4,060)",108825,"(+/-4,141)",83420,"(+/-3,629)",87464,"(+/-4,118)",72807,"(+/-3,492)",80648,"(+/-3,251)"
Housing,"Year Householder Moved into Unit","Moved in 2000 to 2009",74447,"(+/-3,837)",65560,"(+/-3,199)",77811,"(+/-3,062)",78775,"(+/-3,606)",67446,"(+/-2,695)",85106,"(+/-4,036)",81452,"(+/-3,362)",77664,"(+/-3,551)",74826,"(+/-3,072)",75551,"(+/-3,080)",75197,"(+/-3,097)",77497,"(+/-2,861)",78594,"(+/-3,703)",71838,"(+/-2,836)",84782,"(+/-3,461)",77208,"(+/-3,904)",78257,"(+/-3,887)",80549,"(+/-3,117)"
Housing,"Year Householder Moved into Unit","Moved in 1990 to 1999",31558,"(+/-2,248)",29985,"(+/-2,314)",44297,"(+/-2,194)",45370,"(+/-2,659)",42736,"(+/-2,022)",45445,"(+/-3,071)",44943,"(+/-2,463)",48219,"(+/-3,083)",43842,"(+/-2,250)",46804,"(+/-2,615)",46926,"(+/-2,516)",44723,"(+/-2,403)",40988,"(+/-2,517)",36440,"(+/-2,087)",38309,"(+/-2,412)",38473,"(+/-2,092)",37938,"(+/-2,422)",47111,"(+/-3,066)"
Housing,"Year Householder Moved into Unit","Moved in 1980 to 1989",18557,"(+/-2,081)",23583,"(+/-1,926)",25879,"(+/-1,849)",20135,"(+/-1,670)",25160,"(+/-1,489)",23835,"(+/-1,773)",25265,"(+/-2,154)",26854,"(+/-1,967)",30176,"(+/-1,851)",26943,"(+/-1,589)",25503,"(+/-1,446)",29573,"(+/-1,833)",21184,"(+/-1,957)",25101,"(+/-2,047)",22219,"(+/-2,105)",21279,"(+/-2,100)",23163,"(+/-2,073)",26075,"(+/-1,790)"
Housing,"Year Householder Moved into Unit","Moved in 1979 and earlier",25370,"(+/-1,947)",35527,"(+/-2,608)",39291,"(+/-1,748)",28356,"(+/-1,935)",39444,"(+/-1,896)",25393,"(+/-1,839)",29509,"(+/-2,190)",27445,"(+/-2,020)",47452,"(+/-2,022)",36118,"(+/-1,943)",38558,"(+/-2,031)",50577,"(+/-2,596)",26671,"(+/-2,111)",44892,"(+/-1,934)",28826,"(+/-1,768)",21569,"(+/-1,942)",41216,"(+/-2,356)",42993,"(+/-2,209)"
Housing,Value,"Owner-occupied units",146484,"(+/-4,614)",139254,"(+/-4,326)",200509,"(+/-3,134)",196804,"(+/-3,750)",189333,"(+/-3,832)",205780,"(+/-4,396)",202523,"(+/-4,458)",199296,"(+/-3,515)",204182,"(+/-3,769)",199994,"(+/-4,743)",199194,"(+/-4,253)",220328,"(+/-3,838)",169004,"(+/-3,841)",170430,"(+/-3,328)",187874,"(+/-3,677)",170634,"(+/-3,564)",185254,"(+/-4,710)",218879,"(+/-3,686)"
Housing,Value,"Less than $50,000",11343,"(+/-1,604)",14183,"(+/-1,715)",23299,"(+/-1,629)",10995,"(+/-1,534)",26989,"(+/-1,571)",4564,(+/-968),3689,(+/-734),4206,(+/-780),29151,"(+/-2,253)",16207,"(+/-1,370)",16797,"(+/-1,634)",19689,"(+/-1,690)",3396,(+/-675),25725,"(+/-1,595)",10219,"(+/-1,432)",9910,"(+/-1,408)",18163,"(+/-1,797)",11969,"(+/-1,407)"
Housing,Value,"$50,000 to $99,999",33320,"(+/-2,659)",32460,"(+/-2,464)",50937,"(+/-2,741)",18809,"(+/-1,763)",52537,"(+/-2,458)",10455,"(+/-1,554)",7080,"(+/-1,195)",2221,(+/-607),53845,"(+/-2,430)",32471,"(+/-2,055)",35149,"(+/-2,194)",47238,"(+/-2,641)",13807,"(+/-1,629)",62971,"(+/-3,245)",14848,"(+/-1,658)",17042,"(+/-1,881)",46399,"(+/-2,616)",33065,"(+/-2,162)"
Housing,Value,"$100,000 to $149,999",34563,"(+/-2,857)",21660,"(+/-2,228)",42043,"(+/-2,272)",39706,"(+/-2,835)",37142,"(+/-1,835)",23201,"(+/-2,021)",14950,"(+/-1,574)",7162,"(+/-1,136)",41530,"(+/-2,365)",40644,"(+/-2,295)",43489,"(+/-2,731)",44651,"(+/-2,376)",20056,"(+/-1,856)",34822,"(+/-2,347)",31705,"(+/-2,410)",29659,"(+/-2,277)",36987,"(+/-2,963)",47843,"(+/-2,435)"
Housing,Value,"$150,000 to $199,999",26454,"(+/-2,451)",15114,"(+/-1,811)",30831,"(+/-1,997)",49346,"(+/-3,254)",28556,"(+/-1,611)",33564,"(+/-2,390)",25879,"(+/-2,278)",18995,"(+/-1,979)",32803,"(+/-2,171)",42020,"(+/-2,858)",44500,"(+/-2,327)",41826,"(+/-2,602)",32676,"(+/-2,254)",19741,"(+/-1,626)",39158,"(+/-2,412)",33634,"(+/-2,217)",33763,"(+/-2,726)",46213,"(+/-2,890)"
Housing,Value,"$200,000 to $299,999",18222,"(+/-1,822)",18939,"(+/-1,854)",28333,"(+/-1,895)",49170,"(+/-2,659)",26879,"(+/-1,756)",53854,"(+/-2,918)",53987,"(+/-2,801)",59491,"(+/-2,868)",29680,"(+/-1,942)",41520,"(+/-2,452)",38487,"(+/-2,294)",36647,"(+/-2,458)",52129,"(+/-2,826)",13873,"(+/-1,370)",52963,"(+/-2,474)",46280,"(+/-2,574)",31785,"(+/-2,783)",43073,"(+/-2,363)"
Housing,Value,"$300,000 to $499,999",14000,"(+/-1,281)",17910,"(+/-1,763)",19505,"(+/-1,838)",22947,"(+/-1,777)",11634,"(+/-1,298)",52302,"(+/-2,634)",64351,"(+/-2,877)",75541,"(+/-3,109)",12584,"(+/-1,352)",20466,"(+/-1,843)",16335,"(+/-1,583)",21449,"(+/-2,077)",37304,"(+/-2,261)",8624,"(+/-1,102)",31177,"(+/-2,196)",24839,"(+/-1,627)",14815,"(+/-1,962)",28698,"(+/-1,958)"
Housing,Value,"$500,000 to $999,999",6939,"(+/-1,099)",14552,"(+/-1,125)",4425,(+/-881),5008,(+/-863),4409,(+/-799),24560,"(+/-1,663)",27590,"(+/-1,850)",28163,"(+/-1,821)",3252,(+/-761),5270,(+/-784),3773,(+/-718),6513,"(+/-1,033)",8818,"(+/-1,101)",3737,(+/-694),6657,"(+/-1,099)",6808,(+/-940),2404,(+/-602),6587,(+/-929)
Housing,Value,"$1,000,000 or more",1643,(+/-559),4436,(+/-701),1136,(+/-369),823,(+/-381),1187,(+/-504),3280,(+/-675),4997,(+/-776),3517,(+/-858),1337,(+/-417),1396,(+/-380),664,(+/-220),2315,(+/-721),818,(+/-417),937,(+/-354),1147,(+/-426),2462,(+/-569),938,(+/-421),1431,(+/-426)
Housing,Value,"Median (dollars)",140300,"(+/-4,296)",153700,"(+/-6,361)",126700,"(+/-3,828)",173500,"(+/-2,793)",117200,"(+/-2,029)",253900,"(+/-4,763)",292700,"(+/-4,465)",315600,"(+/-5,053)",121200,"(+/-2,662)",160600,"(+/-2,406)",154000,"(+/-2,474)",148400,"(+/-2,762)",223200,"(+/-3,024)",96800,"(+/-2,534)",197000,"(+/-4,110)",191300,"(+/-4,035)",136800,"(+/-4,484)",165400,"(+/-2,031)"
Housing,"Mortgage Status","Owner-occupied units",146484,"(+/-4,614)",139254,"(+/-4,326)",200509,"(+/-3,134)",196804,"(+/-3,750)",189333,"(+/-3,832)",205780,"(+/-4,396)",202523,"(+/-4,458)",199296,"(+/-3,515)",204182,"(+/-3,769)",199994,"(+/-4,743)",199194,"(+/-4,253)",220328,"(+/-3,838)",169004,"(+/-3,841)",170430,"(+/-3,328)",187874,"(+/-3,677)",170634,"(+/-3,564)",185254,"(+/-4,710)",218879,"(+/-3,686)"
Housing,"Mortgage Status","Housing units with a mortgage",92727,"(+/-3,863)",77347,"(+/-3,677)",113501,"(+/-3,172)",126331,"(+/-3,384)",98989,"(+/-3,717)",140629,"(+/-4,084)",133701,"(+/-4,004)",135672,"(+/-3,902)",107920,"(+/-3,424)",111287,"(+/-4,182)",117089,"(+/-4,277)",128176,"(+/-3,743)",114067,"(+/-3,955)",96554,"(+/-3,313)",120793,"(+/-3,538)",107970,"(+/-3,475)",109674,"(+/-3,761)",130911,"(+/-3,646)"
Housing,"Mortgage Status","Housing units without a mortgage",53757,"(+/-3,607)",61907,"(+/-3,350)",87008,"(+/-2,378)",70473,"(+/-2,956)",90344,"(+/-2,705)",65151,"(+/-3,330)",68822,"(+/-3,233)",63624,"(+/-2,695)",96262,"(+/-2,939)",88707,"(+/-3,058)",82105,"(+/-2,988)",92152,"(+/-3,382)",54937,"(+/-2,613)",73876,"(+/-2,895)",67081,"(+/-3,113)",62664,"(+/-2,524)",75580,"(+/-3,313)",87968,"(+/-3,225)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",92727,"(+/-3,863)",77347,"(+/-3,677)",113501,"(+/-3,172)",126331,"(+/-3,384)",98989,"(+/-3,717)",140629,"(+/-4,084)",133701,"(+/-4,004)",135672,"(+/-3,902)",107920,"(+/-3,424)",111287,"(+/-4,182)",117089,"(+/-4,277)",128176,"(+/-3,743)",114067,"(+/-3,955)",96554,"(+/-3,313)",120793,"(+/-3,538)",107970,"(+/-3,475)",109674,"(+/-3,761)",130911,"(+/-3,646)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1258,(+/-420),1354,(+/-507),3208,(+/-536),1149,(+/-394),3132,(+/-541),346,(+/-206),625,(+/-299),276,(+/-256),3948,(+/-788),1672,(+/-469),1996,(+/-574),2679,(+/-560),735,(+/-374),2992,(+/-725),696,(+/-333),954,(+/-379),1490,(+/-418),2804,(+/-796)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",24498,"(+/-2,419)",21751,"(+/-2,177)",41305,"(+/-2,472)",21917,"(+/-1,816)",40703,"(+/-2,244)",14385,"(+/-1,514)",6408,"(+/-1,128)",7146,"(+/-1,045)",41764,"(+/-2,272)",28369,"(+/-1,973)",29921,"(+/-1,882)",35438,"(+/-2,250)",15052,"(+/-1,814)",38530,"(+/-2,192)",15513,"(+/-1,715)",17220,"(+/-1,849)",27387,"(+/-1,999)",31119,"(+/-2,318)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",34731,"(+/-2,825)",20067,"(+/-2,156)",37436,"(+/-2,174)",45443,"(+/-2,662)",31348,"(+/-2,342)",32552,"(+/-2,451)",26923,"(+/-2,190)",23701,"(+/-2,002)",38116,"(+/-2,429)",43129,"(+/-2,344)",46963,"(+/-3,132)",41631,"(+/-2,411)",30716,"(+/-2,601)",34012,"(+/-2,222)",41505,"(+/-2,507)",37224,"(+/-2,623)",38220,"(+/-2,820)",44497,"(+/-2,702)"
