Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE","District 08 Value","District 08 MOE","District 09 Value","District 09 MOE","District 10 Value","District 10 MOE","District 11 Value","District 11 MOE","District 12 Value","District 12 MOE","District 13 Value","District 13 MOE","District 14 Value","District 14 MOE","District 15 Value","District 15 MOE","District 16 Value","District 16 MOE","District 17 Value","District 17 MOE","District 18 Value","District 18 MOE","District 19 Value","District 19 MOE","District 20 Value","District 20 MOE","District 21 Value","District 21 MOE","District 22 Value","District 22 MOE","District 23 Value","District 23 MOE","District 24 Value","District 24 MOE","District 25 Value","District 25 MOE","District 26 Value","District 26 MOE","District 27 Value","District 27 MOE"
People,"Disability Status of the Civilian Noninstitutionalized Population","18 to 64 years",446872,"(+/-6,109)",463054,"(+/-8,498)",426694,"(+/-10,187)",441502,"(+/-8,695)",504722,"(+/-12,319)",479060,"(+/-14,718)",489177,"(+/-12,186)",500108,"(+/-12,257)",487234,"(+/-11,612)",487191,"(+/-11,946)",452618,"(+/-7,244)",536814,"(+/-14,012)",536911,"(+/-12,175)",470943,"(+/-14,694)",475487,"(+/-12,029)",454837,"(+/-8,520)",444612,"(+/-5,483)",434566,"(+/-5,478)",427783,"(+/-4,743)",464120,"(+/-4,263)",417453,"(+/-3,711)",432233,"(+/-3,131)",436318,"(+/-3,241)",438725,"(+/-2,477)",452632,"(+/-2,034)",445943,"(+/-4,475)",434087,"(+/-5,235)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",38670,"(+/-3,535)",33178,"(+/-2,966)",21066,"(+/-1,946)",22158,"(+/-2,599)",38735,"(+/-3,035)",24694,"(+/-2,865)",34869,"(+/-3,485)",45561,"(+/-3,306)",35338,"(+/-2,791)",24042,"(+/-2,915)",32838,"(+/-2,243)",24600,"(+/-3,200)",54083,"(+/-4,310)",30771,"(+/-3,362)",65179,"(+/-4,332)",33889,"(+/-3,139)",27299,"(+/-2,595)",45553,"(+/-4,331)",48384,"(+/-2,551)",47204,"(+/-3,651)",54038,"(+/-3,251)",61584,"(+/-3,201)",53448,"(+/-3,518)",47005,"(+/-3,692)",53947,"(+/-3,611)",54365,"(+/-3,708)",45574,"(+/-3,135)"
People,"Disability Status of the Civilian Noninstitutionalized Population","65 years and over",116837,"(+/-4,572)",100624,"(+/-4,421)",133099,"(+/-4,957)",112550,"(+/-3,978)",94193,"(+/-4,665)",116328,"(+/-4,132)",78128,"(+/-3,797)",96518,"(+/-4,131)",99367,"(+/-4,621)",101664,"(+/-4,196)",108947,"(+/-3,188)",105615,"(+/-4,668)",82732,"(+/-4,217)",87530,"(+/-4,856)",70686,"(+/-3,098)",114788,"(+/-4,977)",109819,"(+/-3,333)",100135,"(+/-2,616)",126866,"(+/-2,024)",109970,"(+/-2,151)",112590,"(+/-1,779)",120862,"(+/-1,704)",116286,"(+/-1,652)",107888,"(+/-1,849)",110920,"(+/-1,309)",112569,"(+/-3,288)",122867,"(+/-3,617)"
People,"Disability Status of the Civilian Noninstitutionalized Population","With a disability",33010,"(+/-2,290)",34218,"(+/-2,331)",33416,"(+/-2,123)",32712,"(+/-2,186)",30678,"(+/-2,464)",33704,"(+/-2,832)",30412,"(+/-2,660)",43315,"(+/-2,889)",32836,"(+/-3,100)",34681,"(+/-3,404)",35148,"(+/-2,381)",30959,"(+/-3,213)",35901,"(+/-2,826)",28469,"(+/-2,779)",32421,"(+/-2,386)",39233,"(+/-3,512)",35500,"(+/-2,642)",34491,"(+/-2,413)",42056,"(+/-2,380)",36566,"(+/-2,735)",39300,"(+/-2,261)",40491,"(+/-2,237)",38925,"(+/-1,819)",36656,"(+/-2,000)",37069,"(+/-2,564)",41012,"(+/-2,492)",36131,"(+/-2,320)"
People,"Residence 1 Year Ago","Population 1 year and over",718947,"(+/-4,428)",712444,"(+/-9,426)",715954,"(+/-10,979)",715921,"(+/-10,983)",769449,"(+/-19,520)",735451,"(+/-17,070)",742952,"(+/-16,467)",760474,"(+/-16,649)",749872,"(+/-17,228)",718779,"(+/-15,382)",710528,"(+/-9,774)",726192,"(+/-17,935)",780677,"(+/-17,725)",713439,"(+/-20,378)",751401,"(+/-17,531)",740308,"(+/-10,977)",733762,"(+/-5,717)",714011,"(+/-6,936)",698451,"(+/-6,057)",720071,"(+/-5,388)",702287,"(+/-4,092)",705133,"(+/-3,390)",699765,"(+/-3,607)",701229,"(+/-3,343)",715361,"(+/-3,032)",705022,"(+/-4,467)",712291,"(+/-5,610)"
People,"Residence 1 Year Ago","Same house",666031,"(+/-5,968)",666157,"(+/-11,735)",670657,"(+/-11,637)",665730,"(+/-12,002)",715763,"(+/-18,256)",670332,"(+/-16,289)",665812,"(+/-16,503)",692773,"(+/-16,637)",682494,"(+/-16,587)",616326,"(+/-16,558)",661388,"(+/-9,812)",595563,"(+/-18,670)",696787,"(+/-17,163)",647555,"(+/-19,958)",697810,"(+/-17,623)",671252,"(+/-12,081)",666481,"(+/-7,916)",653269,"(+/-8,589)",622375,"(+/-7,234)",621552,"(+/-8,369)",591162,"(+/-7,360)",613026,"(+/-7,113)",603320,"(+/-6,661)",600332,"(+/-7,187)",597327,"(+/-8,421)",615294,"(+/-7,029)",640084,"(+/-8,143)"
People,"Residence 1 Year Ago","Different house in the U.S.",50788,"(+/-5,585)",43138,"(+/-6,358)",42209,"(+/-5,547)",47191,"(+/-6,728)",47420,"(+/-5,306)",54541,"(+/-5,133)",69980,"(+/-6,291)",61098,"(+/-5,997)",61225,"(+/-5,272)",91691,"(+/-7,325)",43051,"(+/-5,478)",118222,"(+/-7,546)",71816,"(+/-8,100)",58839,"(+/-6,094)",48517,"(+/-6,395)",63587,"(+/-5,391)",63570,"(+/-5,861)",58919,"(+/-5,811)",73818,"(+/-4,593)",92828,"(+/-6,679)",106180,"(+/-6,463)",89338,"(+/-6,794)",92188,"(+/-5,555)",94710,"(+/-6,425)",110727,"(+/-7,720)",83937,"(+/-7,117)",71351,"(+/-6,155)"
People,"Residence 1 Year Ago","Same county",36767,"(+/-5,295)",26135,"(+/-5,588)",24820,"(+/-4,649)",28801,"(+/-5,217)",30037,"(+/-4,383)",36253,"(+/-4,531)",42046,"(+/-5,627)",38416,"(+/-4,642)",41290,"(+/-4,949)",55553,"(+/-5,847)",30177,"(+/-4,950)",62340,"(+/-5,508)",39520,"(+/-6,125)",37329,"(+/-5,201)",32820,"(+/-5,036)",39139,"(+/-4,401)",39332,"(+/-5,422)",28553,"(+/-4,847)",37510,"(+/-4,051)",50655,"(+/-5,032)",55157,"(+/-5,290)",55488,"(+/-5,477)",54962,"(+/-4,676)",61509,"(+/-5,623)",80377,"(+/-7,619)",63273,"(+/-6,436)",44375,"(+/-5,684)"
People,"Residence 1 Year Ago","Different county",14021,"(+/-2,253)",17003,"(+/-2,922)",17389,"(+/-2,763)",18390,"(+/-3,154)",17383,"(+/-2,937)",18288,"(+/-3,363)",27934,"(+/-2,778)",22682,"(+/-3,759)",19935,"(+/-3,209)",36138,"(+/-4,509)",12874,"(+/-2,271)",55882,"(+/-6,089)",32296,"(+/-5,025)",21510,"(+/-2,948)",15697,"(+/-3,830)",24448,"(+/-3,881)",24238,"(+/-3,167)",30366,"(+/-3,376)",36308,"(+/-3,148)",42173,"(+/-4,242)",51023,"(+/-4,749)",33850,"(+/-4,109)",37226,"(+/-3,062)",33201,"(+/-3,959)",30350,"(+/-3,177)",20664,"(+/-2,723)",26976,"(+/-3,126)"
People,"Residence 1 Year Ago","Same state",8534,"(+/-1,467)",13590,"(+/-2,697)",13451,"(+/-2,585)",12855,"(+/-2,565)",13623,"(+/-2,679)",13539,"(+/-3,011)",18038,"(+/-2,050)",14834,"(+/-3,077)",11162,"(+/-1,910)",11236,"(+/-2,362)",8788,"(+/-2,014)",25046,"(+/-4,250)",21083,"(+/-4,053)",15793,"(+/-2,435)",11164,"(+/-2,521)",17155,"(+/-3,304)",15812,"(+/-2,420)",20254,"(+/-3,148)",27234,"(+/-2,795)",30118,"(+/-3,745)",33014,"(+/-3,179)",25330,"(+/-3,489)",23858,"(+/-2,306)",21339,"(+/-2,860)",18789,"(+/-2,449)",14462,"(+/-2,331)",20533,"(+/-2,532)"
People,"Residence 1 Year Ago","Different state",5487,"(+/-1,654)",3413,"(+/-1,079)",3938,"(+/-1,187)",5535,"(+/-1,972)",3760,"(+/-1,200)",4749,"(+/-1,290)",9896,"(+/-1,784)",7848,"(+/-1,656)",8773,"(+/-2,359)",24902,"(+/-3,869)",4086,"(+/-1,004)",30836,"(+/-4,142)",11213,"(+/-2,681)",5717,"(+/-1,838)",4533,"(+/-2,721)",7293,"(+/-1,805)",8426,"(+/-2,092)",10112,"(+/-2,001)",9074,"(+/-1,753)",12055,"(+/-2,076)",18009,"(+/-3,255)",8520,"(+/-1,826)",13368,"(+/-1,939)",11862,"(+/-2,275)",11561,"(+/-1,907)",6202,"(+/-1,496)",6443,"(+/-2,082)"
People,"Residence 1 Year Ago",Abroad,2128,(+/-798),3149,"(+/-1,331)",3088,"(+/-1,027)",3000,"(+/-1,144)",6266,"(+/-1,638)",10578,"(+/-2,741)",7160,"(+/-1,765)",6603,"(+/-1,893)",6153,"(+/-1,839)",10762,"(+/-2,049)",6089,"(+/-2,064)",12407,"(+/-2,869)",12074,"(+/-3,847)",7045,"(+/-1,866)",5074,"(+/-1,459)",5469,"(+/-1,749)",3711,"(+/-1,572)",1823,(+/-683),2258,(+/-572),5691,"(+/-1,461)",4945,"(+/-1,471)",2769,"(+/-1,095)",4257,"(+/-1,212)",6187,"(+/-1,667)",7307,"(+/-2,645)",5791,"(+/-1,690)",856,(+/-398)
Workers,"Employment Status","Population 16 years and over",593090,"(+/-6,372)",586158,"(+/-8,976)",587027,"(+/-10,408)",579368,"(+/-9,194)",625786,"(+/-14,619)",612837,"(+/-14,783)",590218,"(+/-12,886)",621263,"(+/-13,975)",608459,"(+/-13,679)",601127,"(+/-13,359)",583528,"(+/-8,068)",653961,"(+/-15,096)",641648,"(+/-14,110)",587905,"(+/-15,963)",572738,"(+/-13,584)",596776,"(+/-9,294)",581668,"(+/-6,100)",571395,"(+/-5,495)",587620,"(+/-4,419)",599543,"(+/-4,858)",579498,"(+/-3,571)",582802,"(+/-3,163)",583154,"(+/-3,181)",575874,"(+/-2,438)",587420,"(+/-2,349)",580180,"(+/-4,339)",595465,"(+/-5,537)"
Workers,"Employment Status","In labor force",374220,"(+/-7,155)",392276,"(+/-7,213)",363865,"(+/-8,538)",384501,"(+/-8,408)",409261,"(+/-10,742)",381360,"(+/-11,735)",377676,"(+/-10,253)",385011,"(+/-10,538)",392448,"(+/-8,946)",405890,"(+/-10,530)",344319,"(+/-7,136)",469551,"(+/-13,555)",414919,"(+/-11,386)",375915,"(+/-12,302)",326042,"(+/-10,070)",381465,"(+/-9,134)",384800,"(+/-6,973)",361171,"(+/-6,738)",346683,"(+/-7,036)",387670,"(+/-6,264)",344269,"(+/-6,051)",341892,"(+/-5,142)",339329,"(+/-4,995)",360106,"(+/-4,542)",379558,"(+/-5,382)",354860,"(+/-5,557)",372262,"(+/-6,377)"
Workers,"Employment Status","Civilian labor force",373761,"(+/-7,121)",392212,"(+/-7,227)",363014,"(+/-8,497)",384118,"(+/-8,435)",409052,"(+/-10,732)",381284,"(+/-11,711)",377640,"(+/-10,250)",384622,"(+/-10,587)",392404,"(+/-8,946)",405890,"(+/-10,530)",343921,"(+/-7,121)",469419,"(+/-13,550)",414887,"(+/-11,381)",375728,"(+/-12,322)",325815,"(+/-10,111)",381428,"(+/-9,130)",384646,"(+/-6,987)",356699,"(+/-6,893)",346510,"(+/-7,006)",386026,"(+/-6,239)",333209,"(+/-6,162)",341668,"(+/-5,125)",338993,"(+/-4,945)",359462,"(+/-4,473)",379323,"(+/-5,368)",354463,"(+/-5,577)",372028,"(+/-6,378)"
Workers,"Employment Status",Employed,356128,"(+/-7,247)",370553,"(+/-7,189)",347032,"(+/-8,621)",365535,"(+/-8,338)",371482,"(+/-10,305)",358596,"(+/-11,154)",353073,"(+/-9,930)",349251,"(+/-9,787)",363918,"(+/-9,012)",384348,"(+/-10,560)",323173,"(+/-6,641)",449491,"(+/-13,719)",370918,"(+/-11,331)",351101,"(+/-11,704)",289011,"(+/-9,957)",352738,"(+/-9,004)",361090,"(+/-6,822)",335488,"(+/-6,719)",325528,"(+/-7,419)",364936,"(+/-6,123)",312500,"(+/-6,279)",319370,"(+/-5,116)",318308,"(+/-5,171)",335712,"(+/-4,485)",353810,"(+/-5,934)",334536,"(+/-5,459)",355711,"(+/-6,800)"
Workers,"Employment Status",Unemployed,17633,"(+/-1,824)",21659,"(+/-2,355)",15982,"(+/-2,059)",18583,"(+/-2,207)",37570,"(+/-3,218)",22688,"(+/-2,602)",24567,"(+/-2,745)",35371,"(+/-3,563)",28486,"(+/-2,699)",21542,"(+/-2,964)",20748,"(+/-2,095)",19928,"(+/-2,758)",43969,"(+/-4,904)",24627,"(+/-2,716)",36804,"(+/-3,407)",28690,"(+/-3,474)",23556,"(+/-2,628)",21211,"(+/-2,451)",20982,"(+/-2,142)",21090,"(+/-2,530)",20709,"(+/-2,138)",22298,"(+/-2,124)",20685,"(+/-1,971)",23750,"(+/-2,121)",25513,"(+/-2,807)",19927,"(+/-2,258)",16317,"(+/-1,877)"
Workers,"Employment Status","Armed Forces",459,(+/-305),64,(+/-79),851,(+/-411),383,(+/-379),209,(+/-156),76,(+/-125),36,(+/-59),389,(+/-270),44,(+/-73),0,(+/-190),398,(+/-199),132,(+/-165),32,(+/-52),187,(+/-230),227,(+/-238),37,(+/-60),154,(+/-109),4472,(+/-747),173,(+/-215),1644,"(+/-1,120)",11060,"(+/-1,425)",224,(+/-151),336,(+/-300),644,(+/-462),235,(+/-191),397,(+/-231),234,(+/-207)
Workers,"Employment Status","Not in labor force",218870,"(+/-6,950)",193882,"(+/-7,011)",223162,"(+/-5,937)",194867,"(+/-6,507)",216525,"(+/-7,869)",231477,"(+/-6,940)",212542,"(+/-7,428)",236252,"(+/-8,364)",216011,"(+/-8,553)",195237,"(+/-8,744)",239209,"(+/-5,729)",184410,"(+/-8,136)",226729,"(+/-10,444)",211990,"(+/-8,009)",246696,"(+/-8,541)",215311,"(+/-7,084)",196868,"(+/-5,714)",210224,"(+/-6,655)",240937,"(+/-5,774)",211873,"(+/-5,146)",235229,"(+/-4,966)",240910,"(+/-5,011)",243825,"(+/-4,585)",215768,"(+/-4,367)",207862,"(+/-5,395)",225320,"(+/-5,489)",223203,"(+/-5,839)"
Workers,"Employment Status","Civilian labor force",373761,"(+/-7,121)",392212,"(+/-7,227)",363014,"(+/-8,497)",384118,"(+/-8,435)",409052,"(+/-10,732)",381284,"(+/-11,711)",377640,"(+/-10,250)",384622,"(+/-10,587)",392404,"(+/-8,946)",405890,"(+/-10,530)",343921,"(+/-7,121)",469419,"(+/-13,550)",414887,"(+/-11,381)",375728,"(+/-12,322)",325815,"(+/-10,111)",381428,"(+/-9,130)",384646,"(+/-6,987)",356699,"(+/-6,893)",346510,"(+/-7,006)",386026,"(+/-6,239)",333209,"(+/-6,162)",341668,"(+/-5,125)",338993,"(+/-4,945)",359462,"(+/-4,473)",379323,"(+/-5,368)",354463,"(+/-5,577)",372028,"(+/-6,378)"
Workers,"Employment Status","Unemployment Rate",4.7,(+/-0.5),5.5,(+/-0.6),4.4,(+/-0.6),4.8,(+/-0.6),9.2,(+/-0.8),6,(+/-0.6),6.5,(+/-0.7),9.2,(+/-0.9),7.3,(+/-0.7),5.3,(+/-0.7),6,(+/-0.6),4.2,(+/-0.6),10.6,(+/-1.2),6.6,(+/-0.7),11.3,(+/-1.0),7.5,(+/-0.9),6.1,(+/-0.7),5.9,(+/-0.7),6.1,(+/-0.6),5.5,(+/-0.6),6.2,(+/-0.6),6.5,(+/-0.6),6.1,(+/-0.6),6.6,(+/-0.6),6.7,(+/-0.7),5.6,(+/-0.6),4.4,(+/-0.5)
Workers,"Commuting to Work","Workers 16 years and over",350387,"(+/-7,214)",364145,"(+/-7,187)",341877,"(+/-8,731)",357391,"(+/-8,347)",361475,"(+/-10,224)",349283,"(+/-11,137)",344933,"(+/-9,478)",340979,"(+/-9,409)",355120,"(+/-8,735)",376170,"(+/-10,108)",316280,"(+/-6,680)",440057,"(+/-13,452)",361606,"(+/-11,436)",342279,"(+/-11,904)",280777,"(+/-10,121)",344408,"(+/-8,868)",353571,"(+/-7,002)",332984,"(+/-6,679)",317993,"(+/-7,367)",359474,"(+/-6,047)",314966,"(+/-6,192)",310950,"(+/-5,550)",310598,"(+/-5,281)",329195,"(+/-4,608)",343693,"(+/-5,881)",328418,"(+/-5,595)",347429,"(+/-6,965)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",291955,"(+/-7,635)",277946,"(+/-6,793)",231197,"(+/-6,928)",244183,"(+/-8,216)",156692,"(+/-6,303)",113702,"(+/-6,197)",42982,"(+/-3,024)",83953,"(+/-4,835)",61820,"(+/-3,639)",38390,"(+/-3,200)",144255,"(+/-6,403)",28230,"(+/-3,340)",34189,"(+/-3,503)",82003,"(+/-4,763)",45886,"(+/-3,591)",155283,"(+/-5,597)",232880,"(+/-6,806)",248645,"(+/-6,010)",249836,"(+/-7,611)",281191,"(+/-5,483)",247163,"(+/-6,416)",254007,"(+/-5,721)",241751,"(+/-5,164)",267191,"(+/-4,734)",276029,"(+/-6,503)",257686,"(+/-6,068)",301256,"(+/-6,937)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",23869,"(+/-2,912)",32473,"(+/-4,007)",24762,"(+/-3,126)",25809,"(+/-2,955)",21062,"(+/-2,333)",30123,"(+/-3,174)",10838,"(+/-1,592)",13468,"(+/-2,176)",14568,"(+/-2,126)",11038,"(+/-2,002)",21274,"(+/-2,669)",5750,"(+/-1,476)",11506,"(+/-2,254)",20067,"(+/-2,821)",11265,"(+/-2,056)",24097,"(+/-3,039)",33318,"(+/-3,121)",26108,"(+/-2,780)",25642,"(+/-2,752)",28740,"(+/-3,441)",31912,"(+/-2,902)",25507,"(+/-2,656)",29092,"(+/-2,648)",24972,"(+/-2,312)",28788,"(+/-2,916)",31720,"(+/-3,012)",23315,"(+/-2,534)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",13884,"(+/-1,791)",37252,"(+/-3,423)",57387,"(+/-4,277)",63188,"(+/-4,293)",156723,"(+/-7,354)",167202,"(+/-7,918)",219498,"(+/-8,232)",204014,"(+/-7,095)",230123,"(+/-7,151)",203759,"(+/-8,662)",123659,"(+/-6,492)",257046,"(+/-10,751)",255013,"(+/-10,686)",206894,"(+/-9,286)",187428,"(+/-7,896)",124657,"(+/-6,124)",46051,"(+/-3,680)",21269,"(+/-1,977)",7371,"(+/-1,289)",15851,"(+/-1,906)",2958,"(+/-1,275)",4166,(+/-938),4871,"(+/-1,041)",8143,"(+/-1,566)",11751,"(+/-1,920)",18712,"(+/-1,837)",1143,(+/-416)
Workers,"Commuting to Work",Walked,4936,"(+/-1,177)",5098,"(+/-1,068)",6612,"(+/-1,334)",8265,"(+/-1,627)",14514,"(+/-2,521)",25927,"(+/-3,174)",47435,"(+/-4,265)",18119,"(+/-1,993)",26318,"(+/-2,507)",75989,"(+/-5,071)",14278,"(+/-2,245)",94216,"(+/-7,791)",34305,"(+/-4,577)",21934,"(+/-2,709)",23824,"(+/-3,111)",18482,"(+/-2,668)",17761,"(+/-3,032)",11624,"(+/-1,922)",14272,"(+/-1,890)",13808,"(+/-1,859)",13280,"(+/-1,689)",13456,"(+/-1,893)",18774,"(+/-2,244)",12583,"(+/-1,638)",10575,"(+/-1,413)",9264,"(+/-1,710)",7502,"(+/-1,445)"
Workers,"Commuting to Work","Other means",2987,(+/-814),4853,"(+/-1,139)",4171,"(+/-1,187)",3900,(+/-983),5669,"(+/-1,331)",4051,"(+/-1,135)",10907,"(+/-1,952)",8335,"(+/-1,473)",7149,"(+/-1,318)",21507,"(+/-3,261)",4271,"(+/-1,438)",27264,"(+/-4,102)",8381,"(+/-2,382)",4035,(+/-873),3597,(+/-970),7150,"(+/-1,823)",5431,"(+/-1,765)",5361,"(+/-1,204)",3563,(+/-893),5119,"(+/-1,280)",5733,"(+/-1,342)",1798,(+/-511),4272,(+/-780),4452,"(+/-1,203)",3837,(+/-895),3282,(+/-877),3170,(+/-969)
Workers,"Commuting to Work","Worked at home",12756,"(+/-1,870)",6523,"(+/-1,326)",17748,"(+/-2,233)",12046,"(+/-1,671)",6815,"(+/-1,387)",8278,"(+/-1,510)",13273,"(+/-2,088)",13090,"(+/-2,079)",15142,"(+/-2,013)",25487,"(+/-3,509)",8543,"(+/-1,569)",27551,"(+/-3,629)",18212,"(+/-2,949)",7346,"(+/-1,596)",8777,"(+/-1,595)",14739,"(+/-1,921)",18130,"(+/-2,029)",19977,"(+/-2,031)",17309,"(+/-1,729)",14765,"(+/-1,961)",13920,"(+/-1,985)",12016,"(+/-1,785)",11838,"(+/-1,400)",11854,"(+/-1,527)",12713,"(+/-1,624)",7754,"(+/-1,358)",11043,"(+/-1,821)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",30.4,(+/-0.9),32.8,(+/-0.8),37.3,(+/-0.8),36.1,(+/-1.0),48.3,(+/-0.9),41.7,(+/-0.7),39.1,(+/-0.7),44.3,(+/-0.8),43.1,(+/-0.6),32.8,(+/-0.8),43.8,(+/-0.9),30.9,(+/-0.7),39.7,(+/-0.8),42.2,(+/-0.7),42.7,(+/-0.9),39.7,(+/-1.0),31,(+/-0.6),33.3,(+/-0.8),28.3,(+/-0.8),22.4,(+/-0.6),21.8,(+/-0.6),21.9,(+/-0.7),20.5,(+/-0.5),21.6,(+/-0.6),20.1,(+/-0.5),20.9,(+/-0.5),24,(+/-0.5)
Workers,Occupation,"Civilian employed population 16 years and over",356128,"(+/-7,247)",370553,"(+/-7,189)",347032,"(+/-8,621)",365535,"(+/-8,338)",371482,"(+/-10,305)",358596,"(+/-11,154)",353073,"(+/-9,930)",349251,"(+/-9,787)",363918,"(+/-9,012)",384348,"(+/-10,560)",323173,"(+/-6,641)",449491,"(+/-13,719)",370918,"(+/-11,331)",351101,"(+/-11,704)",289011,"(+/-9,957)",352738,"(+/-9,004)",361090,"(+/-6,822)",335488,"(+/-6,719)",325528,"(+/-7,419)",364936,"(+/-6,123)",312500,"(+/-6,279)",319370,"(+/-5,116)",318308,"(+/-5,171)",335712,"(+/-4,485)",353810,"(+/-5,934)",334536,"(+/-5,459)",355711,"(+/-6,800)"
Workers,Occupation,"Management, business, science, and arts occupations",142381,"(+/-5,622)",128566,"(+/-6,252)",175101,"(+/-5,656)",154845,"(+/-5,272)",102419,"(+/-4,606)",139026,"(+/-5,983)",135854,"(+/-5,731)",132868,"(+/-6,350)",150584,"(+/-5,583)",228367,"(+/-9,056)",130635,"(+/-5,100)",301297,"(+/-11,347)",129016,"(+/-6,991)",103139,"(+/-5,077)",56555,"(+/-4,098)",146856,"(+/-6,433)",168724,"(+/-6,384)",131628,"(+/-5,552)",118904,"(+/-5,094)",156264,"(+/-5,460)",98082,"(+/-4,083)",109566,"(+/-3,695)",112203,"(+/-4,951)",129203,"(+/-4,681)",144996,"(+/-4,885)",121967,"(+/-5,318)",132139,"(+/-4,489)"
Workers,Occupation,"Service occupations",62892,"(+/-4,470)",67445,"(+/-4,994)",44951,"(+/-4,423)",62652,"(+/-3,816)",100284,"(+/-5,118)",77747,"(+/-5,588)",83261,"(+/-5,182)",85912,"(+/-5,061)",92991,"(+/-4,972)",47239,"(+/-4,134)",59808,"(+/-3,785)",42573,"(+/-4,728)",107419,"(+/-6,756)",96442,"(+/-6,630)",110616,"(+/-7,141)",76014,"(+/-5,352)",65218,"(+/-4,444)",62800,"(+/-4,119)",61611,"(+/-3,860)",64735,"(+/-4,852)",65313,"(+/-3,634)",61131,"(+/-3,673)",64499,"(+/-3,032)",58892,"(+/-3,651)",62447,"(+/-3,719)",65972,"(+/-4,258)",60077,"(+/-4,130)"
Workers,Occupation,"Sales and office occupations",87211,"(+/-6,009)",99722,"(+/-4,713)",84185,"(+/-5,013)",93001,"(+/-4,401)",90865,"(+/-4,887)",84550,"(+/-5,021)",75760,"(+/-4,775)",78240,"(+/-4,532)",72710,"(+/-4,397)",78599,"(+/-6,307)",76666,"(+/-4,459)",84243,"(+/-6,845)",80283,"(+/-5,967)",77392,"(+/-4,909)",66410,"(+/-4,686)",82025,"(+/-5,360)",80857,"(+/-4,498)",85372,"(+/-4,503)",74315,"(+/-4,066)",92071,"(+/-4,542)",73931,"(+/-3,528)",78261,"(+/-3,490)",67854,"(+/-2,966)",83307,"(+/-3,854)",86552,"(+/-4,181)",88873,"(+/-4,458)",84382,"(+/-3,984)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",34951,"(+/-2,820)",36577,"(+/-3,209)",20977,"(+/-3,046)",24821,"(+/-2,641)",35042,"(+/-3,331)",24332,"(+/-2,545)",25377,"(+/-2,561)",19307,"(+/-2,159)",20155,"(+/-2,614)",13102,"(+/-1,957)",29032,"(+/-2,557)",9223,"(+/-2,004)",19792,"(+/-3,304)",29550,"(+/-2,943)",21817,"(+/-3,095)",23001,"(+/-2,826)",24585,"(+/-2,861)",23519,"(+/-2,552)",34939,"(+/-2,504)",22875,"(+/-2,717)",32644,"(+/-2,466)",28120,"(+/-2,272)",28599,"(+/-1,971)",27727,"(+/-2,786)",22456,"(+/-2,276)",18919,"(+/-2,142)",36100,"(+/-2,958)"
Workers,Occupation,"Production, transportation, and material moving occupations",28693,"(+/-2,388)",38243,"(+/-3,406)",21818,"(+/-2,330)",30216,"(+/-2,953)",42872,"(+/-3,642)",32941,"(+/-3,371)",32821,"(+/-2,898)",32924,"(+/-2,884)",27478,"(+/-2,285)",17041,"(+/-2,627)",27032,"(+/-3,273)",12155,"(+/-2,104)",34408,"(+/-3,792)",44578,"(+/-4,168)",33613,"(+/-2,787)",24842,"(+/-2,194)",21706,"(+/-2,244)",32169,"(+/-2,606)",35759,"(+/-2,502)",28991,"(+/-2,523)",42530,"(+/-3,138)",42292,"(+/-2,968)",45153,"(+/-2,966)",36583,"(+/-2,632)",37359,"(+/-3,114)",38805,"(+/-2,823)",43013,"(+/-3,301)"
Workers,Industry,"Civilian employed population 16 years and over",356128,"(+/-7,247)",370553,"(+/-7,189)",347032,"(+/-8,621)",365535,"(+/-8,338)",371482,"(+/-10,305)",358596,"(+/-11,154)",353073,"(+/-9,930)",349251,"(+/-9,787)",363918,"(+/-9,012)",384348,"(+/-10,560)",323173,"(+/-6,641)",449491,"(+/-13,719)",370918,"(+/-11,331)",351101,"(+/-11,704)",289011,"(+/-9,957)",352738,"(+/-9,004)",361090,"(+/-6,822)",335488,"(+/-6,719)",325528,"(+/-7,419)",364936,"(+/-6,123)",312500,"(+/-6,279)",319370,"(+/-5,116)",318308,"(+/-5,171)",335712,"(+/-4,485)",353810,"(+/-5,934)",334536,"(+/-5,459)",355711,"(+/-6,800)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",2131,(+/-687),859,(+/-826),533,(+/-344),576,(+/-310),542,(+/-359),613,(+/-467),405,(+/-270),699,(+/-404),0,(+/-190),646,(+/-406),388,(+/-323),204,(+/-262),90,(+/-87),1071,(+/-625),345,(+/-264),549,(+/-321),181,(+/-149),1565,(+/-573),6961,"(+/-1,405)",1205,(+/-506),7080,"(+/-1,097)",4699,"(+/-1,037)",8919,"(+/-1,235)",4657,"(+/-1,198)",1105,(+/-700),271,(+/-216),6004,"(+/-1,119)"
