Topic,Subject,Title,"District 01 Value","District 01 MOE","District 02 Value","District 02 MOE","District 03 Value","District 03 MOE","District 04 Value","District 04 MOE","District 05 Value","District 05 MOE","District 06 Value","District 06 MOE","District 07 Value","District 07 MOE"
Business,"Paid employees for pay period including March 12","Wholesale trade",5445,G,8507,G,6344,H,19361,G,8803,G,15948,G,7197,G
Business,"Paid employees for pay period including March 12","Retail trade",41333,G,34149,G,24831,G,39755,G,27658,G,28549,G,40441,G
Business,"Paid employees for pay period including March 12","Transportation and warehousing",6934,G,10075,G,6623,H,11956,G,7437,G,8760,G,5989,G
Business,"Paid employees for pay period including March 12",Information,6467,G,3216,H,1395,G,9144,G,3151,H,6414,G,3141,H
Business,"Paid employees for pay period including March 12","Finance and insurance",7580,G,6365,G,3396,H,10966,G,7828,H,20022,G,8840,G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing",5242,G,2446,G,1345,G,3733,G,1531,G,4615,H,6070,G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services",13479,G,9053,G,5005,G,19934,G,8053,H,16991,G,7225,G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises",2109,H,2746,G,1202,H,10465,H,3211,H,2565,H,2117,H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services",14817,G,17704,G,11589,H,38790,G,9810,G,25252,G,10984,G
Business,"Paid employees for pay period including March 12","Educational services",4304,G,2053,G,3418,H,10220,G,2835,G,7398,G,1741,G
Business,"Paid employees for pay period including March 12","Health care and social assistance",29512,G,26346,G,22979,H,40432,H,21578,G,48703,G,34625,G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation",6962,G,2717,G,1625,G,3640,G,2148,G,2733,G,6459,G
Business,"Paid employees for pay period including March 12","Accommodation and food services",44085,G,26268,G,17993,G,31976,G,19054,G,27497,G,40447,G
Business,"Paid employees for pay period including March 12","Other services (except public administration)",13161,G,11370,G,9983,G,14590,G,9322,G,11084,G,9731,G
Business,"Paid employees for pay period including March 12","Industries not classified",59,J,50,H,60,J,48,J,39,J,41,J,41,H
Business,"Annual payroll ($1,000)","Total for all sectors",8353148,G,7636507,G,6238839,G,14593185,G,7088224,G,12427978,G,7562906,G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting",3578,G,14096,G,17882,G,2166,H,29958,G,54302,G,33818,G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction",1475,H,13384,H,6069,J,7989,G,19450,H,8334,G,3496,H
Business,"Annual payroll ($1,000)",Utilities,45902,J,231080,J,204381,J,54245,J,314406,G,107994,H,135865,J
Business,"Annual payroll ($1,000)",Construction,500452,G,509691,G,285695,G,770817,G,361526,G,694495,G,380780,G
Business,"Annual payroll ($1,000)",Manufacturing,528527,G,1169806,G,2208849,G,3021705,H,1782494,G,2300944,G,1307892,G
Business,"Annual payroll ($1,000)","Wholesale trade",296008,G,507432,G,328798,G,1142543,G,459883,G,930265,G,324161,G
Business,"Annual payroll ($1,000)","Retail trade",1081846,G,828480,G,588110,G,1038405,G,654360,G,745057,G,956581,G
Business,"Annual payroll ($1,000)","Transportation and warehousing",257472,G,450930,G,248541,H,558038,G,296136,G,373467,G,213149,G
Business,"Annual payroll ($1,000)",Information,506619,H,181301,G,66125,G,516589,G,213521,H,348413,G,140257,G
Business,"Annual payroll ($1,000)","Finance and insurance",541819,G,336685,G,154517,G,707051,G,423164,H,1316431,H,406650,G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing",239123,G,85096,G,43233,G,172293,G,59364,G,212281,G,212331,G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services",958628,G,540411,G,205823,G,1332047,G,515273,H,1140927,G,318166,G
Business,"Annual payroll ($1,000)","Management of companies and enterprises",162859,G,108827,H,96380,H,947265,H,289516,G,186714,G,198969,H
Business,"Annual payroll ($1,000)","Administrative and support and waste management and remediation services",428513,G,858377,H,244629,G,1188521,G,285643,G,667555,G,266447,G
Business,"Annual payroll ($1,000)","Educational services",120753,G,48660,G,71813,H,257122,G,65440,G,204796,G,41541,G
Business,"Annual payroll ($1,000)","Health care and social assistance",1309984,G,1054056,G,892946,H,1939665,H,775552,G,2331699,G,1543846,G
Business,"Annual payroll ($1,000)","Arts, entertainment, and recreation",152907,G,48470,G,28205,G,64488,H,38975,G,49601,G,123761,G
Business,"Annual payroll ($1,000)","Accommodation and food services",861439,G,368868,G,241225,G,488076,G,254193,G,434422,G,725497,G
Business,"Annual payroll ($1,000)","Other services (except public administration)",353700,G,280078,G,304918,G,383548,G,248899,G,319799,G,229123,G
Business,"Annual payroll ($1,000)","Industries not classified",1544,H,779,G,700,G,612,G,471,G,482,G,576,G
Business,"Total Establishments","Total for all sectors",18510,X,13007,X,11172,X,17766,X,11734,X,15012,X,16227,X
Business,"Total Establishments","Agriculture, forestry, fishing and hunting",28,X,63,X,86,X,16,X,86,X,133,X,96,X
Business,"Total Establishments","Mining, quarrying, and oil and gas extraction",4,X,15,X,10,X,9,X,15,X,10,X,15,X
Business,"Total Establishments",Utilities,26,X,81,X,42,X,22,X,61,X,67,X,44,X
Business,"Total Establishments",Construction,1839,X,1207,X,1135,X,1388,X,1013,X,1099,X,1393,X
Business,"Total Establishments",Manufacturing,352,X,344,X,642,X,837,X,589,X,564,X,421,X
Business,"Total Establishments","Wholesale trade",610,X,555,X,487,X,1155,X,528,X,837,X,622,X
Business,"Total Establishments","Retail trade",2810,X,2221,X,2008,X,2700,X,2101,X,2468,X,3286,X
Business,"Total Establishments","Transportation and warehousing",424,X,319,X,267,X,469,X,276,X,518,X,352,X
Business,"Total Establishments",Information,248,X,147,X,111,X,257,X,153,X,239,X,179,X
Business,"Total Establishments","Finance and insurance",1150,X,973,X,731,X,1327,X,847,X,1010,X,1021,X
Business,"Total Establishments","Real estate and rental and leasing",1332,X,584,X,389,X,810,X,469,X,632,X,942,X
Business,"Total Establishments","Professional, scientific, and technical services",2306,X,1308,X,811,X,2007,X,957,X,1577,X,1225,X
Business,"Total Establishments","Management of companies and enterprises",89,X,70,X,62,X,190,X,55,X,83,X,75,X
Business,"Total Establishments","Administrative and support and waste management and remediation services",1176,X,730,X,532,X,1018,X,576,X,776,X,861,X
Business,"Total Establishments","Educational services",227,X,169,X,89,X,244,X,128,X,204,X,108,X
Business,"Total Establishments","Health care and social assistance",1956,X,1266,X,1011,X,1658,X,1116,X,1512,X,1611,X
Business,"Total Establishments","Arts, entertainment, and recreation",374,X,187,X,151,X,232,X,168,X,151,X,342,X
Business,"Total Establishments","Accommodation and food services",1867,X,1214,X,1063,X,1600,X,1029,X,1449,X,1994,X
Business,"Total Establishments","Other services (except public administration)",1647,X,1526,X,1492,X,1793,X,1542,X,1662,X,1608,X
Business,"Total Establishments","Industries not classified",45,X,28,X,53,X,34,X,25,X,21,X,32,X
"Source: 2015 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '**' entry in the margin of error column indicates that either no sample observations or too few sample observations were available to compute a standard error and thus the margin of error. A statistical test is not appropriate."
"An '-' entry in the estimate column indicates that either no sample observations or too few sample observations were available to compute an estimate, or a ratio of medians cannot be calculated because one or both of the median estimates falls in the lowest interval or upper interval of an open-ended distribution."
"An '-' following a median estimate means the median falls in the lowest interval of an open-ended distribution."
"An '+' following a median estimate means the median falls in the upper interval of an open-ended distribution."
"An '***' entry in the margin of error column indicates that the median falls in the lowest interval or upper interval of an open-ended distribution. A statistical test is not appropriate."
"An '*****' entry in the margin of error column indicates that the estimate is controlled. A statistical test for sampling variability is not appropriate."
"An 'N' entry in the estimate and margin of error columns indicates that data for this geographic area cannot be displayed because the number of sample cases is too small."
"An '(X)' means that the estimate is not applicable or not available"
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."
"Source: 2015 County Business Patterns for Congressional Districts"
"1. CBP data includes the number of establishments, employment during the week of March 12, and annual payroll. CBP basic data are extracted from the Business Register (BR), a database of all known single and multi-establishment employer companies maintained and updated by the U.S. Census Bureau. Primary causes of differences between CBP employment estimates and ACS estimates: CBP does not cover the self-employed, public employment, and most agricultural employment; CBP estimates are not based on a sample survey; they represent business location as opposed to workers' residence in the district; use the week of March 12 as a reference period; and use a business source to determine industry."
"2. Industries not classified - Industry could not be determined."
"3. Statewide - CBP data includes employers without a fixed location within a state (or of unknown county location), these are included under a statewide classification. Statewide cases are withheld from the tabulation for this My Congressional District tool. This incomplete detail causes only a slight understatement of a district's total estimates. Statewide cases do not apply to at-large districts."
"4. If a sector does not appear in a district, CBP did not identify any establishments in the district."
"5. Disclosure and Quality Indicator Flag Definitions:"
"D Withheld to avoid disclosing data for individual companies; data are included in higher level totals"
"G Cell value changed by less than 2 percent by the application of noise"
"H Cell value changed by at least 2 percent but less than 5 percent by the application of noise"
"S Cell value withheld because it did not meet publication standards"
"N Not available or not comparable"
"X Not applicable"
"a 0 to 19 employees"
"b 20 to 99 employees"
"c 100 to 249 employees"
"e 250 to 499 employees"
"f 500 to 999 employees"
"g 1,000 to 2,499 employees"
"h 2,500 to 4,999 employees"
"i 5,000 to 9,999 employees"
"j 10,000 to 24,999 employees"
"l 50,000 to 99,999 employees"
"m 100,000 employees or more"
